scenario,cycle,year,mmt_agc_mean,mmt_agc_lo,mmt_agc_hi,mmt_bgc_mean,mmt_bgc_lo,mmt_bgc_hi,mmt_dead_c_mean,mmt_dead_c_lo,mmt_dead_c_hi,mmt_litter_c_mean,mmt_litter_c_lo,mmt_litter_c_hi,mmt_soil_c_mean,mmt_soil_c_lo,mmt_soil_c_hi,mmt_under_c_mean,mmt_under_c_lo,mmt_under_c_hi,mmt_total_c_mean,mmt_total_c_lo,mmt_total_c_hi,mmt_biomass_mean,mmt_biomass_lo,mmt_biomass_hi,total_vol_mcf_mean,total_vol_mcf_lo,total_vol_mcf_hi,merch_vol_mcf_mean,merch_vol_mcf_lo,merch_vol_mcf_hi,rd_mean_wtd_mean,rd_mean_wtd_lo,rd_mean_wtd_hi,sdi_mean_wtd_mean,sdi_mean_wtd_lo,sdi_mean_wtd_hi,total_area_mha_mean,total_area_mha_lo,total_area_mha_hi,n_sims,n_conditions
BAU,1,2004,237.78504183501622,229.22921887897226,246.56359957305668,52.31270920370357,50.4304281533739,54.243991906072466,54.50735927383409,52.71235478890488,56.19755911051318,87.4803617276829,84.67030787601868,90.67259089638492,721.0851650316819,699.2489630805935,748.9234884977124,9.111326676476024,8.829698603310895,9.4708641911701,1147.3591315954823,1114.1531549436222,1187.298630637948,485.1741475238951,467.70204342006906,503.26563931666965,17912.7678005025,17231.530267126753,18608.198989073207,8514.782813096004,8114.56276403622,8908.089539051762,0.5262832427183137,0.5173348297882966,0.5333467147514855,257.02675990099397,252.60992089125608,260.5428851351608,5528.700754697927,5359.3400256466575,5741.092582700742,100,2846
BAU,2,2009,221.5450815913739,211.71383406961237,232.0722133796918,48.73991795010225,46.57704349531471,51.0558869435322,47.53935222443097,45.64397958253427,49.345755449305756,76.02467271935654,72.99695409866169,79.45502187500645,626.2100975911546,603.3040450617204,654.9454581989378,7.878970648602763,7.57523717695428,8.274567310876716,1015.2621204546674,977.0471750758929,1059.0831051216485,452.24832907458114,432.0266311858336,473.9587702536379,16940.69273315132,16205.84643832169,17757.323032130662,8198.87940810942,7750.128537205899,8668.18906888656,0.569634583978812,0.5593665024699503,0.5792594304209588,278.4118519266003,273.29704788877336,283.5369587416353,4799.685108050777,4628.232830685142,5020.76616283966,100,2443
BAU,3,2014,205.01724597177403,193.62713118062737,214.86970250673642,45.103794113790286,42.597968859738025,47.271334551482006,41.70557326632106,39.42066886673338,43.48323911374078,66.42368765892337,63.15975741326996,68.99567155250729,546.4899581243267,520.446198948083,570.3776106646625,6.848839715328145,6.52364903271673,7.164123561890239,901.5438328515494,862.0065292633128,938.2298113133463,418.7116226808339,395.30017348684873,438.8672280899858,15994.491303145516,15120.34183756437,16800.106216115746,7857.909448085629,7304.721939981432,8361.992085575084,0.6086454335129805,0.5949058456903369,0.622258311634877,297.6907424616396,290.5652294683074,304.40989507318125,4187.57305538016,3994.438898194863,4359.90656270719,100,2111
BAU,4,2019,191.16220502222842,179.65153309680898,201.15742062181738,42.05568510489025,39.523337281297984,44.25463253679983,37.40495791736215,35.38226847954196,39.15879058978141,59.36409906598502,56.20945688487444,62.26239489893137,488.2908805240263,463.10671340285046,511.89513330618786,6.096541298956045,5.799774633445677,6.4129607888694355,816.1615324265837,773.5267587454738,855.8511104961229,390.60113464229124,366.91671484525716,410.97868517083623,15243.050278302537,14336.258524350913,16057.677485069937,7609.462648783943,6982.0680358078025,8164.714102451075,0.6479583846252792,0.624161502876355,0.6754367367144356,316.99966525055754,305.04253983337344,330.8853095849431,3740.0181524178806,3548.8145075597577,3914.1712882955903,100,1872
BAU,5,2024,176.47168608417553,165.82161656476708,186.53376956228885,38.823770938518614,36.48075564424876,41.037429303703554,33.8281370082395,31.831371654676687,35.753485653237036,53.51876426099298,50.506311434416524,56.67210750533907,439.96373766020906,414.17744799672164,464.0950238094938,5.473518748705041,5.16972559832747,5.7741692039751005,741.6068024989746,699.998356708089,782.7836723615374,360.7583759083604,338.931316826555,381.4890180678528,14373.689166124677,13406.177383131944,15332.76398411753,7287.507477944785,6641.247299132132,7978.64377302684,0.690136262256731,0.6602434798432655,0.7450066068242862,337.8590438965596,323.45026331016265,362.00859396449596,3368.3776399447906,3175.3586584249124,3549.0969232969114,100,1674
BAU,6,2029,161.4523945579577,150.5248569003546,171.74465928103842,35.51952680275069,33.11546851807802,37.78382504182845,30.75903877830342,28.957818926466537,32.6386515452414,48.57378525293801,45.76665962324124,51.30559065166128,399.1435904181729,376.7733036470378,422.0241330399433,4.952959519458175,4.6766435729649665,5.236882033318929,675.1629413707004,639.118809413168,714.3776542274184,330.21203980543044,307.768061146359,351.33149435270735,13420.10347013749,12493.867349900138,14272.642140124903,6911.850582217057,6214.432360840671,7686.52186328939,0.7540165646889863,0.694366920854438,0.9727980977669006,368.2492823221074,339.8930776367339,455.3732546274124,3054.952010661308,2886.3702951365367,3225.859196615941,100,1509
BAU,7,2034,145.5184806460127,134.74207108218206,155.09517248773113,32.014065742122796,29.64325563808005,34.12093794730086,27.82563142365321,25.972360363613227,29.454510637996833,44.0407947702543,41.30328613840024,46.49950349521977,361.92146894714455,339.76107148812036,382.0960812707475,4.4863919679263,4.213558882276464,4.737890214406683,611.2760768595198,575.4329895062541,647.8530562554483,297.76909635178373,275.63450163004586,317.4573095877323,12300.085393641973,11459.671214463742,13329.871149860794,6424.866010905816,5713.265639673513,7195.481801669529,0.8234400004827498,0.7397856893111134,1.0258767280256857,404.5378792574569,361.30090483301444,501.6262912499218,2768.8582764328094,2603.1123726827827,2918.7342154177704,100,1359
BAU,8,2039,130.36685978479,121.02126396609415,139.81188512172673,28.680709152653797,26.62467807254071,30.758614726779886,25.1365044242278,23.400363279319585,26.796319970741372,39.92533953255898,37.416444150677265,42.46672010747157,328.1270416672401,307.2789787241148,347.3384073578783,4.065861026307727,3.8214579085103217,4.302110572849381,552.1834525634665,520.1662660579086,586.8048853313716,266.88270220238417,247.61838076405164,286.21195018752485,11151.197769602839,10300.08557122427,12245.831868811838,5863.771679394776,5236.877345423393,6610.385513502997,0.9232003980384399,0.7846147423009068,1.2416058921538538,455.66885075401296,383.6835212705521,621.9510291116408,2509.3288119951508,2352.3993949872065,2652.026098224846,100,1227
BAU,9,2044,116.81663488950619,107.54274177609939,125.9926904836328,25.69965967569136,23.659403190741862,27.71839190639922,22.70564169000041,21.02081226664098,24.10688126723074,36.23237336055184,33.817261762370094,38.5484927507882,297.8869649727142,278.7728769887443,317.6868028502156,3.6938348056558277,3.449646183523219,3.923218512949723,499.1107440826327,468.14604521597414,531.41922800072,239.22223660012762,220.10691411677004,258.12432830748196,10104.049181538807,9202.712250016963,11162.568561770982,5335.439779087449,4585.0899269185265,6133.224335907839,1.0675041441858732,0.849103077125919,1.6691075652219571,529.073589015557,415.8759863101567,859.5242915118927,2277.227588139734,2128.8617628514057,2422.6814458606705,100,1109
BAU,10,2049,104.09007555306025,94.80645519435362,113.89826935840327,22.899816621673253,20.857420142757796,25.057619258848717,20.489743216197045,18.968917236224364,22.00326911445064,32.873466711120884,30.560766111380076,34.97207259923325,270.34701680613387,252.46830750254315,288.6532726279301,3.354868648948625,3.1326567559798093,3.5735857245218856,450.373126323835,420.05913837468495,480.185993494543,213.21988741573404,194.21355064363235,233.1913137883881,9092.89061937801,8061.890528324841,10297.682765640966,4778.8396301743915,4131.690174979368,5596.112873234813,1.2532706260421498,0.9225169819961707,2.489402810048481,621.4581465867078,450.5979942815522,1298.392165736091,2065.667110669764,1927.10379099778,2200.998364408136,100,1004
BAU,11,2054,92.11091569593208,81.98436813431506,102.48620559946768,20.264401453105055,18.036560989549315,22.54696523188289,18.475319442635048,17.058906872473017,19.993427681567095,29.794983492024798,27.57126667155073,32.08776857935309,245.1726923228743,227.16461934732638,263.2770919046229,3.045201212745188,2.810129355546171,3.2645293500106796,405.4855396578188,377.355070037513,435.858413365705,188.73947921643568,167.82482315969247,210.09856527193617,8135.08479837142,7100.567075613322,9492.684330836684,4239.385410531986,3576.802159766301,5050.387821506321,1.589444864205467,0.996139694651363,2.3834626268850716,793.4990190251832,491.89686016723863,1153.6357835030055,1873.3565372567434,1736.1605221391992,2016.2972218879868,100,910
BAU,12,2059,80.31730892535776,69.53703665298437,89.64270818358277,17.66980796357871,15.29814806365656,19.72139580038821,16.602707168807697,15.004120742214553,18.17158336938415,26.935796881731104,24.536768603754197,29.039957746592044,221.8395873600384,202.08440289319577,240.14740870327614,2.7588346459078683,2.5048593437031834,2.9824475919242017,362.96269403290603,330.5467870085686,388.37772882466334,164.63756530436592,142.58819539518947,183.82570497929112,7093.001972430413,6006.466672995687,8339.312544173286,3669.4424176562284,3013.671360830821,4462.472983593236,2.039221324322737,1.1771000443694004,5.436648320825229,1014.4386704108047,576.0730692937964,2580.473582318602,1695.1666870936733,1539.4977820180995,1831.7111284178209,100,824
BAU,13,2064,69.82335836060531,59.16392187170999,79.0471404065033,15.361138839333169,13.016062811776198,17.390370889430727,14.910674793937915,13.32278936070282,16.325906574795255,24.33052124764982,21.78932144624413,26.52064436185446,200.52960039736885,179.5238186659111,218.5791860265692,2.497185524881056,2.2333897558022637,2.7245217484369864,324.39192720756535,290.30085185812175,351.46705311497385,143.17612781212785,121.26988791963765,162.0002409795246,6170.859671758222,4970.759106883297,7355.076778717937,3166.426022238446,2516.336776746598,3866.6339573485907,2.9909741296779044,1.2734654351422985,8.882839374293969,1506.517028281445,627.1586477965222,4742.979446417379,1532.5088205632774,1370.2870840690257,1668.930632426467,100,745
BAU,14,2069,60.5209205766736,50.06047031571095,69.21588282958457,13.314602526868192,11.01330346945641,15.227494222508605,13.39256313109426,11.916819782066042,14.727796646935323,22.04448333676093,19.4125450327902,23.962320340170834,181.93192352287608,161.42201673917234,197.97457651509916,2.2691944499488015,1.9951057344723127,2.4833320948103452,290.49620789720655,256.8014756425893,316.2093741059632,124.14907177499495,102.5404970294131,141.9935692269605,5333.673711042276,4158.1407358556635,6422.213680033304,2716.6567726705357,2124.1709832536344,3373.7310304807615,4.402436851477139,1.3258718673185914,16.703213128712253,2270.1114624505476,655.0967258321909,8827.92043464874,1390.3608977728095,1232.4433154284216,1514.7463811193484,100,675
