scenario,cycle,year,mmt_agc_mean,mmt_agc_lo,mmt_agc_hi,mmt_bgc_mean,mmt_bgc_lo,mmt_bgc_hi,mmt_dead_c_mean,mmt_dead_c_lo,mmt_dead_c_hi,mmt_litter_c_mean,mmt_litter_c_lo,mmt_litter_c_hi,mmt_soil_c_mean,mmt_soil_c_lo,mmt_soil_c_hi,mmt_under_c_mean,mmt_under_c_lo,mmt_under_c_hi,mmt_total_c_mean,mmt_total_c_lo,mmt_total_c_hi,mmt_biomass_mean,mmt_biomass_lo,mmt_biomass_hi,total_vol_mcf_mean,total_vol_mcf_lo,total_vol_mcf_hi,merch_vol_mcf_mean,merch_vol_mcf_lo,merch_vol_mcf_hi,rd_mean_wtd_mean,rd_mean_wtd_lo,rd_mean_wtd_hi,sdi_mean_wtd_mean,sdi_mean_wtd_lo,sdi_mean_wtd_hi,total_area_mha_mean,total_area_mha_lo,total_area_mha_hi,n_sims,n_conditions
BAU,1,2004,232.10896226348723,223.55916614034885,240.62291159114528,51.06397169796719,49.183016550876744,52.93704055005197,54.00219042478886,52.266051707811044,55.70694979197568,86.65022447390666,83.78249108953034,89.84498064897555,713.7888016143875,691.0721010806925,741.3264035499719,9.013776103425387,8.71962890618558,9.36741039022424,1131.8712798373272,1096.0577239218537,1171.3322956875381,473.56428946034106,456.0538061493542,491.1106916769854,17472.53645384311,16750.184995080836,18183.76779504754,8309.247533418717,7900.064115613848,8768.099183218175,0.5216592791649654,0.5120767833585776,0.5296554110126938,254.81831968593283,250.29510852002088,258.86146469830715,5474.583679584704,5304.762742741868,5684.417730288029,100,2819
BAU,2,2009,209.99080121402213,201.15848454318132,219.9937848760199,46.19797626708487,44.25486659949989,48.398632672724375,46.44788617273466,44.75612879457775,48.38283000114781,74.21748817322155,71.61398903534806,77.67669913688866,610.2263100732433,589.9294022751134,640.4013527755269,7.667103446595804,7.403149228854138,8.067515674091833,982.252934285593,948.856034240207,1026.162812885038,428.6170669315243,410.53827400035453,449.21857056323233,16017.066640752848,15327.10978187115,16773.28583722317,7736.179743845471,7324.577704492196,8210.266629822028,0.5605645532214591,0.5486853066597668,0.5720066370099155,274.13100322446576,268.83674635569423,279.50751653471156,4680.59438449293,4527.211992436644,4909.312474883911,100,2384
BAU,3,2014,188.5759287985522,178.69769737235117,197.38158528490516,41.48670433568149,39.31349342191726,43.42394876267913,40.09462462266925,38.1261299920111,42.05165693274226,63.79357093314559,61.02058359551299,66.93284913816419,523.6316926755318,504.02777493521717,547.6126859460583,6.5465355443824755,6.311683845423833,6.854964498267751,854.59104807601625,819.4396685911913,893.2095241412994,385.0718113501859,365.0156084316385,403.19934993167385,14644.9864611033,13764.362383709427,15403.612231229552,7170.018506556528,6701.1353197741655,7672.732254022618,0.594655688388064,0.5829156766349111,0.6090977298141065,291.05512956558283,285.351977676212,298.5656397397885,4016.396668598939,3872.0178054047665,4197.2878248057295,100,2028
BAU,4,2019,170.4469621495877,161.35703311600764,179.8679169500053,37.498331672909295,35.49854728552168,39.57094172900117,35.43512212703184,33.544238851949665,37.22352309944902,56.192766554081345,53.65695084319712,59.209178240205496,460.5326851538399,439.9337613442168,486.06312712253487,5.730655719413877,5.477036483293854,6.049449644535661,758.4043139342988,724.9330839202469,797.4405990652975,348.17697642720475,329.49071932442644,367.49589701961247,13517.762929029144,12728.493286427183,14381.944447870384,6736.398072522792,6180.642502587618,7262.034129600757,0.6264296189271672,0.6081825650601189,0.649313667239101,306.89039623894604,297.56327536691515,318.6370933698338,3532.1921419253895,3382.7625525477115,3721.0189487055786,100,1770
BAU,5,2024,152.3915509709273,143.0349986657784,161.37388115917835,33.526141213604006,31.467699706471244,35.502253855019234,31.588851605051733,29.87358103687792,33.44561841463549,49.89964283757444,47.204816852266696,52.65092542850202,408.40496943591677,386.852921695777,431.02814550146087,5.061017997766541,4.785113729813443,5.376276166966803,675.0834499044963,636.8504688259943,709.8839482889177,311.4231484342088,292.23511326293124,329.88623916556776,12331.390141083995,11514.033224955892,13089.774964626049,6231.22132161598,5689.436246137242,6752.2981941192975,0.6620405801012554,0.6330638632275967,0.7183367216728673,324.59772243395037,310.34804867349044,346.47044486851723,3131.9343445857003,2968.4335651689307,3302.4644717702577,100,1557
BAU,6,2029,134.40010796502034,124.31996722683195,142.91305746556168,29.568023752304477,27.350392789903033,31.44087264242357,28.229501863936328,26.652885698148577,30.11008475232572,44.52769395289944,41.9847049928003,47.43380557715224,364.15585860472135,343.1981187169192,387.7646679617593,4.50068391006103,4.251775265097125,4.788563490665687,600.7151974624197,564.5609019482793,638.6672804312173,274.7769380817068,254.04910359461587,292.22337572160836,11064.011054671224,10170.6604857926,11859.482817694541,5659.116453609445,5176.168737131686,6212.172794149996,0.7096271787249097,0.6597421102407868,0.7931304159706902,347.91603250243355,322.6585582690033,390.98679669044543,2792.3153161802593,2636.0449188899993,2965.1876063602,100,1380
BAU,7,2034,117.21799804672014,107.78634918536856,125.80035523564396,25.78795957027843,23.712996820781083,27.676078151841672,25.176385239481352,23.321728269016127,26.99306498670748,39.776570968513205,37.09339829944939,42.83567746564473,325.0221612447125,304.3398303107342,347.52147231360726,4.01092743831319,3.761429242511211,4.3061379303052725,533.000009628249,496.8324820693683,569.2305164901246,239.7542478593772,220.5080451636609,257.3112228962382,9782.098307737908,8746.07396592133,10582.816169109208,5054.003031013508,4461.251586561256,5727.0002142340345,0.7722803298454203,0.6943269764949372,0.9016813741393734,379.97423546370305,340.36758313009665,448.2229995839891,2492.143609126806,2336.752560245557,2658.559364402012,100,1225
BAU,8,2039,101.78329255370421,93.16125928696776,109.54549326512438,22.392324361814925,20.495477043132908,24.100008518327368,22.40197458509861,20.675406244397223,24.138531465953093,35.56679644429892,33.05085415379236,38.46592769945777,290.5866395128048,270.9839437777258,312.80643552752053,3.584511277844687,3.3388900357037556,3.870153400023911,472.653558361371,439.25983607250197,509.2006053484855,208.2597762660822,190.6147853611863,224.21579144209397,8580.748523154762,7646.134508278978,9283.36700341134,4460.432194347315,3915.778852215044,4972.073441201472,0.8584383812057061,0.7259180942817006,1.2663677956814998,423.0661035196187,355.6504814815714,626.4603509579897,2227.777603595245,2074.9842993306165,2393.315097211912,100,1091
BAU,9,2044,88.25081774222959,79.66142704396293,98.55483924216026,19.415179903290507,17.525513949671847,21.68206463327526,19.913881839219865,18.204474165507158,21.7667566491832,31.823593037675867,29.42591700703483,35.08489508025343,260.1621532738118,240.15313805493787,286.49738739961674,3.212266780590689,2.955693949043569,3.531810369814395,419.24678473544617,386.3201229701514,460.640274653991,180.6195098024704,163.11644833807088,201.75366037929894,7518.25711908025,6536.056179525741,8464.01743587411,3905.8437981028756,3352.8866962218067,4542.667875694968,0.9939110759314196,0.7695182563692918,1.6854501410748353,492.63425621309545,376.48398302826297,842.920767922551,1994.6470436039763,1842.3727480745265,2189.163374293893,100,973
BAU,10,2049,76.62702459553097,69.09616262391329,85.89409215966931,16.85794541101681,15.201155777260922,18.896700275127248,17.703338580587584,16.3200000788041,19.3931637089138,28.562120513325564,26.405584374625036,31.481178641097266,233.5648154728302,214.92487910087394,257.7373329121873,2.886402094780966,2.667664344728929,3.1926415210930283,372.9676533186067,342.7961679097332,408.80208219023234,156.86178668426854,141.5380456373245,175.85764581430732,6588.654003036449,5806.591520661539,7530.409030388765,3412.8715765504826,2937.9755112992298,4048.0053666171216,1.171003024285103,0.8016866425784005,2.796269050527502,580.487626897625,389.3875710611834,1378.4325519917695,1790.8132393893547,1654.3472198376503,1976.0233376299047,100,871
