cycle,sim,scenario,n_conditions,mean_ba,mean_vol,mean_carbon,total_tpa,n_harvested,harvest_rate,n_planted,plant_rate,gross_growth,mortality,harvest_removals,net_change,gr_ratio,climate_rcp
1,7,No_harvest,26602,70.611047521942,1375.0545551029015,36666.781567649035,507.14800541579154,0,0,0,0,424.606778565297,94.63196069934331,0,329.9748178659537,Inf,8.5
2,7,No_harvest,23958,79.26444172132793,1705.3443792526932,44226.3187611475,542.6072880298027,0,0,0,0,511.2869395596929,284.0748466778702,0,227.21209288182268,Inf,8.5
3,7,No_harvest,23721,84.96695415015957,2041.8295823994888,51028.60458297361,574.627017930396,0,0,0,0,480.19899424310205,422.74011207339,0,57.45888216971207,Inf,8.5
4,7,No_harvest,23632,87.50402566519067,2352.6351334072788,56615.481730389685,611.6043834923117,0,0,0,0,441.0955832607728,602.8888885919333,0,-161.79330533116052,Inf,8.5
5,7,No_harvest,23570,87.73739220879317,2612.981123959036,60639.606030987175,663.7362990969444,0,0,0,0,430.244592358006,775.7719195553415,0,-345.52732719733547,Inf,8.5
6,7,No_harvest,23517,86.43698028330233,2807.8594655526217,63165.5382347114,740.7583265391994,0,0,0,0,411.2127170154979,928.0728378836616,0,-516.8601208681637,Inf,8.5
7,7,No_harvest,23462,84.35087752505953,2945.2456185796837,64432.1100392952,871.2613536062429,0,0,0,0,398.10928765650624,1065.4957443084327,0,-667.3864566519264,Inf,8.5
8,7,No_harvest,23415,82.13453392112304,3075.771907345716,65311.52899983625,1073.5098472721438,0,0,0,0,407.68791237056286,1185.2812394215007,0,-777.5933270509379,Inf,8.5
9,7,No_harvest,23374,80.03177160905588,3183.514006646161,65959.72380139263,1355.4234463314222,0,0,0,0,388.86259805425397,1300.8748053009388,0,-912.0122072466847,Inf,8.5
10,7,No_harvest,23344,78.00771025907751,3290.7849976480397,66457.83390835598,1813.7608281389491,0,0,0,0,374.9410518688404,1391.2678037370572,0,-1016.3267518682168,Inf,8.5
11,7,No_harvest,23321,76.18173504567054,3405.7515245718387,66942.06834009408,2548.9806998998465,0,0,0,0,366.3811194986673,1498.440735812611,0,-1132.0596163139435,Inf,8.5
12,7,No_harvest,23303,74.17473136445551,3504.751605608153,66937.73441163874,3780.4365014017794,0,0,0,0,351.75175939113615,1597.3093441773435,0,-1245.5575847862074,Inf,8.5
13,7,No_harvest,23285,72.04025149415753,3597.311084867185,66780.88064774642,5762.53623448988,0,0,0,0,353.46983886586884,1687.6177416941132,0,-1334.1479028282442,Inf,8.5
14,7,No_harvest,23273,70.27319186874979,3696.120076338235,66813.87247304755,9338.939096267151,0,0,0,0,345.6935207254441,1770.84419308733,0,-1425.1506723618859,Inf,8.5
15,7,No_harvest,23264,68.47821866818552,3805.994433653251,66832.57013546764,15486.661437989957,0,0,0,0,354.80426316974706,1854.9307354545315,0,-1500.1264722847845,Inf,8.5
1,8,No_harvest,26668,70.98592969133763,1381.1321903849666,36921.177142792345,505.72308299550775,0,0,0,0,427.66848062304865,95.88344519289794,0,331.78503543015074,Inf,8.5
2,8,No_harvest,24047,79.72559297548696,1707.5155629188257,44464.39720557113,537.5936867809504,0,0,0,0,512.1358233042424,281.6489210200269,0,230.48690228421555,Inf,8.5
3,8,No_harvest,23767,85.39607184428114,2042.076303875171,51345.4363051825,571.710617600763,0,0,0,0,482.40154916093644,416.15637577318284,0,66.2451733877536,Inf,8.5
4,8,No_harvest,23684,87.91170001565791,2356.009251091817,57020.73201412083,615.6292383317202,0,0,0,0,455.17691838027406,590.303019591337,0,-135.12610121106297,Inf,8.5
5,8,No_harvest,23610,88.57808392185812,2638.8588851467816,61646.2571629881,675.445991353873,0,0,0,0,437.0606037728404,780.733567653725,0,-343.6729638808846,Inf,8.5
6,8,No_harvest,23548,87.30105603396527,2832.81879377623,64301.797969183244,770.7795694222674,0,0,0,0,412.28155975983043,954.9317210845742,0,-542.6501613247437,Inf,8.5
7,8,No_harvest,23505,85.45436163107682,2983.048905554665,65861.58575505468,926.4885568977902,0,0,0,0,398.5490671048664,1090.8582207343252,0,-692.3091536294587,Inf,8.5
8,8,No_harvest,23465,83.39615570995036,3132.8736734631684,67168.62809501837,1193.8638966618068,0,0,0,0,394.05291880237195,1202.6366447633734,0,-808.5837259610014,Inf,8.5
9,8,No_harvest,23425,80.91902720696967,3242.234801650705,67630.08422763777,1561.861833542073,0,0,0,0,380.5870539015164,1321.6839145448023,0,-941.0968606432859,Inf,8.5
10,8,No_harvest,23392,78.6717604312691,3348.874995060114,68082.73758849896,2176.27108022455,0,0,0,0,378.56540855886556,1433.0507316798362,0,-1054.4853231209706,Inf,8.5
11,8,No_harvest,23377,76.21572761234222,3424.903239259171,68194.83399274448,3191.0923681916784,0,0,0,0,360.4531767759701,1539.2660438174053,0,-1178.812867041435,Inf,8.5
12,8,No_harvest,23358,73.79526564953206,3485.675323573324,67947.5686101444,4988.240005583818,0,0,0,0,360.1798109889424,1622.0441779285652,0,-1261.8643669396229,Inf,8.5
13,8,No_harvest,23343,71.34383567908654,3538.8560445754447,67567.29882826071,7996.648223100298,0,0,0,0,354.3823961678277,1681.9422861792862,0,-1327.5598900114585,Inf,8.5
14,8,No_harvest,23337,68.76362239838225,3580.8253875887262,66855.13132815342,13595.942677162766,0,0,0,0,352.5927781937467,1753.4435487787773,0,-1400.8507705850307,Inf,8.5
15,8,No_harvest,23330,66.3438607173204,3637.1122175029654,66180.05481734542,23837.76008531996,0,0,0,0,350.91397107526717,1801.7780700886365,0,-1450.8640990133692,Inf,8.5
1,9,No_harvest,26478,70.96319843004254,1376.0782894463186,36816.590538499004,517.1340989068116,0,0,0,0,421.4616412744886,97.50593958476121,0,323.9557016897274,Inf,8.5
2,9,No_harvest,23821,79.67134714400292,1694.3875130503843,44345.82621803531,555.9231840243644,0,0,0,0,512.96767427224745,279.2805055007951,0,233.68716877145238,Inf,8.5
3,9,No_harvest,23563,85.03706345501385,2014.4562678940165,50923.336813158596,594.540849742913,0,0,0,0,490.65734511738543,418.90078398423884,0,71.75656113314659,Inf,8.5
4,9,No_harvest,23462,86.68808206808795,2284.6586495883726,55803.41443368837,644.6721132639003,0,0,0,0,465.52876133959234,586.9188611150424,0,-121.3900997754501,Inf,8.5
5,9,No_harvest,23382,86.48876065654805,2516.741545838808,59513.15193687279,725.6135038943494,0,0,0,0,433.5657376938593,746.6495375187935,0,-313.0837998249342,Inf,8.5
6,9,No_harvest,23323,85.06321666863789,2681.6938591172598,61795.774339619646,831.2820737157476,0,0,0,0,413.74678706187746,885.7550478451525,0,-472.00826078327503,Inf,8.5
7,9,No_harvest,23277,83.25681142875095,2830.0772213985297,63407.75527848865,999.0982162227239,0,0,0,0,407.7163363262943,1000.355559492876,0,-592.6392231665816,Inf,8.5
8,9,No_harvest,23236,80.9597739963969,2960.8486997181653,64279.83894136152,1250.3105356967133,0,0,0,0,413.9489416441957,1112.5684194828473,0,-698.6194778386516,Inf,8.5
9,9,No_harvest,23203,78.40706125762155,3066.6230455169284,64760.999360212976,1620.8403228948455,0,0,0,0,399.9656622396756,1239.9219992372787,0,-839.9563369976031,Inf,8.5
10,9,No_harvest,23179,76.24635577670111,3170.907075043591,65113.765934945215,2178.5650870430086,0,0,0,0,393.1867865178351,1339.546810495001,0,-946.3600239771658,Inf,8.5
11,9,No_harvest,23164,74.11547770056438,3257.369071969897,65323.76237199735,3055.7650502192996,0,0,0,0,379.83633268221075,1453.7270677515598,0,-1073.8907350693491,Inf,8.5
12,9,No_harvest,23149,72.12111595348077,3338.936988404259,65514.17332071078,4495.679628333919,0,0,0,0,381.033869133856,1554.4911546080164,0,-1173.4572854741605,Inf,8.5
13,9,No_harvest,23134,69.68506139063739,3421.9451943210506,65301.207624783776,6886.976764831324,0,0,0,0,377.6129625469008,1642.2518713866195,0,-1264.6389088397186,Inf,8.5
14,9,No_harvest,23123,67.19175392654695,3480.9092623452734,64749.667419081445,10858.827831721945,0,0,0,0,378.53909366244227,1725.123878955048,0,-1346.5847852926058,Inf,8.5
15,9,No_harvest,23116,64.69027961243316,3543.127368584115,64069.0898044539,17863.87122937575,0,0,0,0,374.3802595836914,1800.2726330622047,0,-1425.8923734785133,Inf,8.5
1,10,No_harvest,26678,70.7587799301056,1381.0116675243482,36744.544373390134,511.1843651073686,0,0,0,0,426.26828872605574,96.61312253216276,0,329.65516619389297,Inf,8.5
2,10,No_harvest,23962,79.14189224665094,1701.6556199761767,44067.95886022979,545.0915760588296,0,0,0,0,515.3179086748337,282.54488889034906,0,232.77301978448463,Inf,8.5
3,10,No_harvest,23682,84.65958601011087,2031.649654859086,50812.33398555606,580.5849491028721,0,0,0,0,490.9748230872317,415.21962546373356,0,75.75519762349813,Inf,8.5
4,10,No_harvest,23585,87.07855756827193,2336.8640160834357,56346.56001478547,618.0482317187095,0,0,0,0,465.3180487574672,586.490654840263,0,-121.17260608279582,Inf,8.5
5,10,No_harvest,23515,87.29243979838546,2580.2603176837933,60203.2815588018,675.4720254513156,0,0,0,0,440.65777825219425,764.9688910670649,0,-324.3111128148706,Inf,8.5
6,10,No_harvest,23452,86.33096623547584,2774.038523112168,62963.10029834289,766.1701178900589,0,0,0,0,417.1697228683528,917.8843165203199,0,-500.7145936519671,Inf,8.5
7,10,No_harvest,23408,84.75309898094383,2933.745242419123,64710.050403609326,920.0010435096156,0,0,0,0,399.53433523093025,1050.5565360511157,0,-651.0222008201854,Inf,8.5
8,10,No_harvest,23377,82.78402155369946,3071.294764953312,65778.17548299023,1155.3585738089553,0,0,0,0,405.63384942849234,1172.5091147779,0,-766.8752653494078,Inf,8.5
9,10,No_harvest,23338,80.21817336691447,3153.8635353800746,66067.83478018994,1503.6683500921988,0,0,0,0,385.17517339061664,1291.5972621915944,0,-906.4220888009777,Inf,8.5
10,10,No_harvest,23306,78.08651640682125,3266.8786233666783,66475.82450525365,2018.1034419063712,0,0,0,0,372.37807190519754,1390.2157945890212,0,-1017.8377226838237,Inf,8.5
11,10,No_harvest,23282,76.32160030798903,3381.91773172118,66858.19940787401,2881.7109625594803,0,0,0,0,362.1317721965434,1498.8213319013541,0,-1136.6895597048108,Inf,8.5
12,10,No_harvest,23263,74.36330199062843,3465.4402282734386,66766.3489920915,4181.609103974027,0,0,0,0,359.7616277427393,1617.5549656019252,0,-1257.793337859186,Inf,8.5
13,10,No_harvest,23249,72.20402272990002,3538.904598347947,66332.27036705564,6508.742087636624,0,0,0,0,364.3621324851741,1699.5207362404533,0,-1335.1586037552793,Inf,8.5
14,10,No_harvest,23234,69.80998935603846,3594.2086336433294,65376.65545175837,10449.00853061996,0,0,0,0,362.41311540935527,1781.53143578812,0,-1419.1183203787648,Inf,8.5
15,10,No_harvest,23221,67.42994566057027,3608.097249862603,64045.953741494915,17091.933564318697,0,0,0,0,358.7373412971748,1844.6398572673008,0,-1485.902515970126,Inf,8.5
1,11,No_harvest,26673,70.72062337363026,1377.11994041393,36794.50414691311,507.2439029805616,0,0,0,0,425.61101578798946,94.605303789814,0,331.00571199817546,Inf,8.5
2,11,No_harvest,24045,79.61764213443828,1699.580015068942,44414.2541239975,543.739412997747,0,0,0,0,515.0629483996038,269.3799472724843,0,245.6830011271195,Inf,8.5
3,11,No_harvest,23775,85.34911956923011,2032.305817359799,51289.04403723299,573.8437476091464,0,0,0,0,494.2648377261858,413.05255563432803,0,81.21228209185779,Inf,8.5
4,11,No_harvest,23694,87.92694194423525,2342.31024866536,56963.80458887674,615.7156738936246,0,0,0,0,462.43472384481674,584.6644464931314,0,-122.22972264831469,Inf,8.5
