scenario,cycle,mean_ba_mean,mean_ba_lo,mean_ba_hi,mean_vol_mean,mean_vol_lo,mean_vol_hi,mean_carbon_mean,mean_carbon_lo,mean_carbon_hi,total_tpa_mean,total_tpa_lo,total_tpa_hi,harvest_rate_mean,harvest_rate_lo,harvest_rate_hi,plant_rate_mean,plant_rate_lo,plant_rate_hi,gr_ratio_mean,gr_ratio_lo,gr_ratio_hi,n_sims
BAU,1,67.65603998536587,67.0287859514988,68.28318316950377,1326.4874364934014,1315.4748948532865,1342.8553344277873,35274.86325744071,34938.26185929696,35602.910786982226,496.671846138754,488.8986018613259,505.0111509384128,0.09939788924988172,0.09554614027184634,0.10190004296081455,0.07929373984453224,0.07561917558253242,0.08220018089128786,5.619116046717977,5.368729250833999,5.917682698731436,25
BAU,2,72.24896963731378,71.74293985594946,72.93397949592537,1556.4340505852238,1544.3843648784423,1575.759380419409,40338.871311395094,40068.84948765395,40669.05359585701,518.8230364385631,509.2228440780473,526.7023880385907,0.09639649280340934,0.09306045216960238,0.10025358514591075,0.0759856734851942,0.07229339932637559,0.07852850791132635,6.299010998607456,6.027451019179569,6.6396367262731415,25
BAU,3,74.014724529691,73.31374903356652,74.89674973028252,1763.608307950423,1743.6221466601733,1789.5900979439984,44234.83085167596,43732.05766706816,44791.10071291657,538.5862200437482,528.5374057297427,550.8761147154712,0.09307979354951519,0.09052408912612292,0.09622981807815414,0.0729231957442408,0.06997647991087948,0.07607592226189215,5.74159187087618,5.3120759598385865,6.166678807813813,25
BAU,4,73.36875912507233,72.55516765159703,74.35400907680767,1926.3390169262623,1895.6699113899067,1964.2242409602409,46754.74902303987,46129.514257666335,47455.740534667,561.373191515031,549.5897424420557,579.1950226748502,0.08916647274728642,0.0860926165009194,0.09218064025286248,0.06921051251858219,0.06642935227526223,0.07147888728530903,5.383918665018329,5.067437124616392,5.753636607074693,25
BAU,5,71.18293034227084,70.27184958804884,72.40161478444571,2028.3870951435013,1985.8204428927231,2077.2904690809846,47838.75069623343,47044.158533867725,48698.11632400507,595.992554933765,582.3956080071869,618.271304546922,0.0867687629452502,0.08338175363002978,0.09124161131365174,0.06682811938047316,0.06452987953774117,0.07037882484402092,4.999600021973358,4.676861055789514,5.339465084189513,25
BAU,6,68.43224054861568,67.40125714525217,69.55215700552975,2079.9073621669568,2030.471711144496,2143.2491679337013,47866.75947081535,46851.77732699762,48777.386886159526,650.9135076830572,625.4633620954739,684.5755407861562,0.08322947563750628,0.08056822511319423,0.08679077655961384,0.06344701333568012,0.061177217651386936,0.06675908869847244,4.792889487832208,4.521243441213558,4.9839495456127825,25
BAU,7,65.47286306514265,64.49704235985195,66.70059785763311,2095.94564706199,2049.4879585388408,2152.5730683598936,47205.83124214619,46363.09424764455,48055.22483397889,730.4563329453981,695.9010005477824,790.428712027355,0.0799617693313482,0.07636580954133666,0.08398217918394162,0.06063210248169614,0.05788680749024389,0.06444198203109991,4.7303198807148945,4.32211415542808,5.091951006595053,25
BAU,8,62.57066139063894,61.44867957714473,63.91868963718086,2094.023858458572,2041.7230638402375,2148.561573200454,46185.4583966218,45311.56118235558,47034.478022733456,844.5983447680933,781.5608280817689,934.4333645338431,0.0765242042086192,0.07308259611089461,0.08119117451946482,0.05676045398707312,0.053885886162690674,0.060983481339114076,4.837830139412017,4.465452908612492,5.102463660831103,25
BAU,9,59.9176084099569,58.753346923233195,61.33117500043844,2079.4507575066696,2016.0622628080127,2131.8130454483253,45047.84196573284,44057.56377439009,45927.104352592614,1000.2748142026712,888.5226331693574,1120.8479746868734,0.07354475291667584,0.07035250721019139,0.0781420223107443,0.05378383773439123,0.05080687879731006,0.057542017058804046,4.768817038701013,4.456438031420804,5.144874146929879,25
BAU,10,57.47118469453262,55.920695605412064,58.872248769466836,2058.419001135663,1978.4238295821187,2116.1429179761226,43885.141813665796,42654.6363841376,45035.15957349197,1227.2384736969407,1068.9935167177782,1419.759055346649,0.07163406374154828,0.06823784870687534,0.07509437004563382,0.0520931153096047,0.049059011674130015,0.056206542174150956,4.752495022671975,4.34509270800597,5.161958143819357,25
