"classifier_set","ft_group","ecoregion","owner","treatment","age","merch_vol_m3_ha","foliage_kgC_m2","other_above_kgC_m2","total_above_kgC_m2"
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",45,70.776,0.0161,0.0578,0.3212
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",5,0.181,0,1e-04,8e-04
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",50,75.904,0.0173,0.0621,0.3453
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",55,79.728,0.0182,0.0654,0.3633
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",60,82.541,0.0188,0.0678,0.3766
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",65,84.588,0.0193,0.0695,0.3864
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",70,86.069,0.0197,0.0708,0.3935
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",75,87.134,0.0199,0.0717,0.3986
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",80,87.898,0.0201,0.0724,0.4023
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",85,88.445,0.0202,0.0729,0.405
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",90,88.835,0.0203,0.0732,0.4069
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",95,89.114,0.0204,0.0735,0.4082
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",10,0.947,0.0012,0.0043,0.0237
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",100,62.544,0.0157,0.0564,0.3131
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",105,62.819,0.0157,0.0567,0.3147
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",110,63.027,0.0158,0.0569,0.316
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",115,63.184,0.0159,0.0571,0.3171
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",120,63.303,0.0159,0.0572,0.3179
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",125,63.393,0.0159,0.0573,0.3185
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",130,63.461,0.016,0.0574,0.3191
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",135,63.512,0.016,0.0575,0.3195
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",140,63.551,0.016,0.0576,0.3198
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",145,63.58,0.016,0.0576,0.3201
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",15,3.856,0.0026,0.0094,0.0523
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",150,63.602,0.016,0.0576,0.3203
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",20,9.002,0.0043,0.0154,0.0857
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",25,15.697,0.006,0.0215,0.1197
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",30,22.999,0.0076,0.0273,0.1518
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",35,30.128,0.009,0.0325,0.1807
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",40,36.595,0.0103,0.037,0.2058
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",45,42.172,0.0114,0.0409,0.2272
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",5,0.057,3e-04,9e-04,0.0051
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",50,46.812,0.0123,0.0441,0.245
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",55,50.575,0.013,0.0468,0.2598
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",60,53.571,0.0136,0.0489,0.2719
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",65,55.924,0.0141,0.0507,0.2817
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",70,57.753,0.0145,0.0521,0.2896
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",75,59.164,0.0148,0.0533,0.296
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",80,60.246,0.0151,0.0542,0.3011
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",85,61.073,0.0153,0.0549,0.3052
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",90,61.703,0.0154,0.0555,0.3084
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",95,62.181,0.0156,0.056,0.311
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",10,14.047,0.0058,0.021,0.1165
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",100,111.311,0.023,0.0828,0.4597
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",105,115.51,0.0236,0.0848,0.4712
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",110,119.604,0.0241,0.0868,0.4822
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",115,123.596,0.0246,0.0887,0.4928
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",120,127.489,0.0252,0.0905,0.503
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",125,131.284,0.0256,0.0923,0.5129
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",130,134.985,0.0261,0.094,0.5225
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",135,138.593,0.0266,0.0957,0.5317
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",140,142.112,0.027,0.0973,0.5406
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",145,145.543,0.0275,0.0989,0.5492
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",15,20.742,0.0075,0.0272,0.1509
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",150,148.888,0.0279,0.1004,0.5576
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",20,27.252,0.009,0.0325,0.1808
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",25,33.589,0.0104,0.0374,0.2077
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",30,39.759,0.0116,0.0418,0.2323
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",35,45.769,0.0128,0.0459,0.255
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",40,51.624,0.0138,0.0497,0.2762
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",45,57.328,0.0148,0.0533,0.2961
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",5,7.153,0.0037,0.0134,0.0745
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",50,62.887,0.0157,0.0567,0.3148
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",55,68.305,0.0166,0.0599,0.3325
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",60,73.585,0.0175,0.0629,0.3494
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",65,78.732,0.0183,0.0658,0.3654
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",70,83.749,0.019,0.0685,0.3807
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",75,88.64,0.0198,0.0712,0.3953
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",80,93.407,0.0205,0.0737,0.4093
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",85,98.055,0.0211,0.0761,0.4227
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",90,102.586,0.0218,0.0784,0.4355
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",95,107.004,0.0224,0.0806,0.4479
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",10,2.748,0.0021,0.0077,0.0425
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",100,183.604,0.0332,0.1194,0.6635
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",105,197.938,0.0348,0.1254,0.6969
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",110,212.44,0.0365,0.1314,0.7299
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",115,227.081,0.0381,0.1372,0.7624
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",120,241.834,0.0397,0.143,0.7944
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",125,256.672,0.0413,0.1487,0.826
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",130,271.572,0.0429,0.1543,0.857
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",135,286.512,0.0444,0.1598,0.8875
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",140,301.471,0.0459,0.1652,0.9176
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",145,316.429,0.0474,0.1705,0.9471
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",15,6.063,0.0036,0.0128,0.0713
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",150,331.369,0.0488,0.1757,0.9761
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",20,10.552,0.0051,0.0184,0.1025
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",25,16.13,0.0068,0.0243,0.1353
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",30,22.714,0.0085,0.0305,0.1692
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",35,30.227,0.0102,0.0367,0.204
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",40,38.594,0.012,0.0431,0.2393
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",45,47.744,0.0138,0.0495,0.275
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",5,0.698,9e-04,0.0031,0.0174
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",50,57.612,0.0155,0.056,0.311
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",55,68.134,0.0174,0.0625,0.347
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",60,79.252,0.0192,0.0689,0.383
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",65,90.91,0.021,0.0754,0.419
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",70,103.055,0.0227,0.0819,0.4548
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",75,115.639,0.0245,0.0883,0.4904
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",80,128.614,0.0263,0.0946,0.5257
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",85,141.938,0.028,0.1009,0.5607
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",90,155.57,0.0298,0.1072,0.5954
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",95,169.47,0.0315,0.1133,0.6296
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",10,3.142,0.0017,0.0061,0.0339
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",100,149.606,0.0299,0.1077,0.5981
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",105,152.59,0.0302,0.1089,0.6049
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",110,155.17,0.0305,0.1099,0.6107
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",115,157.396,0.0308,0.1108,0.6156
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",120,159.314,0.031,0.1115,0.6196
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",125,160.964,0.0312,0.1121,0.623
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",130,162.382,0.0313,0.1127,0.6259
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",135,163.599,0.0314,0.1131,0.6283
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",140,164.643,0.0315,0.1135,0.6303
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",145,165.538,0.0316,0.1138,0.632
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",15,8.668,0.0037,0.0134,0.0747
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",150,166.305,0.0317,0.114,0.6334
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",20,16.782,0.0062,0.0224,0.1242
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",25,26.837,0.0089,0.0319,0.1774
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",30,38.111,0.0115,0.0415,0.2307
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",35,49.956,0.0141,0.0507,0.2817
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",40,61.847,0.0165,0.0592,0.329
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",45,73.397,0.0186,0.067,0.372
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",5,0.475,4e-04,0.0014,0.0076
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",50,84.34,0.0205,0.0739,0.4103
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",55,94.512,0.0222,0.0799,0.444
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",60,103.826,0.0237,0.0852,0.4734
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",65,112.251,0.0249,0.0898,0.4988
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",70,119.8,0.026,0.0937,0.5207
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",75,126.51,0.027,0.0971,0.5394
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",80,132.436,0.0278,0.1,0.5553
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",85,137.642,0.0284,0.1024,0.5688
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",90,142.194,0.029,0.1044,0.5803
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",95,146.16,0.0295,0.1062,0.5899
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",10,4.658,0.0042,0.0152,0.0846
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",100,125.771,0.0254,0.0916,0.5088
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",105,129.878,0.026,0.0937,0.5208
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",110,133.665,0.0266,0.0958,0.5321
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",115,137.151,0.0271,0.0977,0.5426
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",120,140.356,0.0276,0.0995,0.5525
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",125,143.298,0.0281,0.1011,0.5618
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",130,145.996,0.0285,0.1027,0.5704
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",135,148.467,0.0289,0.1041,0.5786
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",140,150.729,0.0293,0.1055,0.5862
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",145,152.797,0.0297,0.1068,0.5933
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",15,9.847,0.0062,0.0222,0.1232
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",150,154.687,0.03,0.108,0.6
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",20,16.308,0.008,0.0287,0.1594
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",25,23.646,0.0097,0.0348,0.1934
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",30,31.539,0.0113,0.0405,0.2252
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",35,39.731,0.0128,0.0459,0.2551
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",40,48.021,0.0142,0.051,0.2831
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",45,56.256,0.0155,0.0557,0.3093
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",5,1.212,0.0022,0.0078,0.0435
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",50,64.318,0.0167,0.0601,0.3339
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",55,72.123,0.0178,0.0642,0.3569
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",60,79.61,0.0189,0.0681,0.3785
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",65,86.74,0.0199,0.0718,0.3987
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",70,93.486,0.0209,0.0752,0.4177
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",75,99.838,0.0218,0.0784,0.4354
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",80,105.791,0.0226,0.0814,0.4521
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",85,111.35,0.0234,0.0842,0.4677
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",90,116.524,0.0241,0.0868,0.4823
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",95,121.325,0.0248,0.0893,0.496
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",10,0.193,2e-04,9e-04,0.0048
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",100,298.405,0.0633,0.2279,1.2659
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",105,324.188,0.0681,0.2452,1.362
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",110,349.449,0.0728,0.2622,1.4565
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",115,374.057,0.0775,0.2788,1.5491
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",120,397.909,0.082,0.2951,1.6395
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",125,420.921,0.0864,0.3109,1.7275
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",130,443.033,0.0906,0.3263,1.8129
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",135,464.203,0.0948,0.3412,1.8955
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",140,484.402,0.0988,0.3555,1.9753
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",145,503.619,0.1026,0.3694,2.0521
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",15,0.961,8e-04,0.0028,0.0155
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",150,521.85,0.1063,0.3827,2.1261
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",20,2.856,0.0017,0.0062,0.0344
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",25,6.416,0.0031,0.0113,0.0625
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",30,12.084,0.005,0.018,0.1003
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",35,20.169,0.0074,0.0265,0.1475
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",40,30.832,0.0102,0.0367,0.2037
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",45,44.098,0.0134,0.0483,0.2683
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",5,0.011,0,1e-04,6e-04
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",50,59.874,0.017,0.0612,0.3402
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",55,77.977,0.0209,0.0754,0.4187
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",60,98.16,0.0251,0.0905,0.5027
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",65,120.132,0.0296,0.1064,0.5912
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",70,143.579,0.0342,0.123,0.6832
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",75,168.185,0.0389,0.14,0.778
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",80,193.638,0.0437,0.1574,0.8747
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",85,219.644,0.0486,0.175,0.9724
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",90,245.932,0.0535,0.1927,1.0706
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",95,272.258,0.0584,0.2103,1.1686
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",10,9.156,0.0029,0.0106,0.0587
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",100,134.346,0.0271,0.0975,0.5416
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",105,138.219,0.0276,0.0993,0.5519
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",110,141.803,0.0281,0.101,0.5611
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",115,145.115,0.0285,0.1025,0.5694
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",120,148.174,0.0288,0.1038,0.5768
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",125,150.996,0.0292,0.105,0.5835
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",130,153.598,0.0295,0.1061,0.5895
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",135,155.995,0.0297,0.1071,0.5948
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",140,158.203,0.03,0.1079,0.5997
