"stratum","ft_group","ecoregion","owner","treatment","period","age","AGB_tonac","AGB_MgHa","Vol_m3Ha","CarbonMgHa"
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",7,35,32.125,72,51.1,32.4
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",8,40,35.108,78.7,60.8,35.4
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",9,45,37.161,83.3,70,37.5
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",1,5,0.219,0.5,1.1,0.2
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",10,50,38.545,86.4,78.5,38.9
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",11,55,39.464,88.5,86.1,39.8
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",12,60,40.071,89.8,93.1,40.4
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",13,65,40.469,90.7,99.2,40.8
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",14,70,40.729,91.3,104.7,41.1
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",15,75,40.898,91.7,109.5,41.3
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",16,80,41.008,91.9,113.7,41.4
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",17,85,41.08,92.1,117.3,41.4
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",18,90,41.127,92.2,120.5,41.5
"Spruce-fir_ME_NCZ_NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",19,95,41.157,92.3,123.3,41.5
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",2,10,4.678,10.5,23.9,4.7
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",20,100,43.916,98.4,137.9,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",21,105,43.92,98.5,138.4,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",22,110,43.922,98.5,138.9,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",23,115,43.923,98.5,139.2,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",24,120,43.924,98.5,139.5,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",25,125,43.924,98.5,139.7,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",26,130,43.924,98.5,139.9,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",27,135,43.924,98.5,140.1,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",28,140,43.925,98.5,140.2,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",29,145,43.925,98.5,140.3,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",3,15,12.932,29,40.6,13.1
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",30,150,43.925,98.5,140.4,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",4,20,21.848,49,56.4,22
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",5,25,29.214,65.5,70.7,29.5
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",6,30,34.516,77.4,83,34.8
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",7,35,38.055,85.3,93.5,38.4
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",8,40,40.317,90.4,102.3,40.7
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",9,45,41.728,93.5,109.6,42.1
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",1,5,0.445,1,8.6,0.4
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",10,50,42.594,95.5,115.5,43
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",11,55,43.121,96.7,120.4,43.5
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",12,60,43.44,97.4,124.3,43.8
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",13,65,43.633,97.8,127.5,44
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",14,70,43.749,98.1,130.1,44.1
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",15,75,43.819,98.2,132.2,44.2
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",16,80,43.861,98.3,133.9,44.2
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",17,85,43.887,98.4,135.2,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",18,90,43.902,98.4,136.3,44.3
"Spruce-fir_ME_NCZ_State","Spruce-fir","ME_NCZ","State","untreated",19,95,43.911,98.4,137.2,44.3
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",2,10,2.138,4.8,3.5,2.2
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",20,100,47.997,107.6,135.7,48.4
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",21,105,50.715,113.7,144.4,51.2
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",22,110,53.41,119.7,153,53.9
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",23,115,56.079,125.7,161.5,56.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",24,120,58.72,131.6,170,59.2
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",25,125,61.33,137.5,178.3,61.9
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",26,130,63.908,143.3,186.6,64.5
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",27,135,66.452,149,194.7,67
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",28,140,68.962,154.6,202.7,69.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",29,145,71.436,160.1,210.6,72
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",3,15,3.849,8.6,7,3.9
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",30,150,73.873,165.6,218.4,74.5
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",4,20,5.809,13,11.5,5.9
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",5,25,7.96,17.8,16.7,8
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",6,30,10.261,23,22.6,10.3
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",7,35,12.681,28.4,29,12.8
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",8,40,15.196,34.1,35.9,15.3
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",9,45,17.788,39.9,43.2,18
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",1,5,0.772,1.7,1,0.8
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",10,50,20.438,45.8,50.9,20.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",11,55,23.135,51.9,58.8,23.4
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",12,60,25.866,58,66.9,26.1
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",13,65,28.622,64.2,75.2,28.9
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",14,70,31.394,70.4,83.7,31.7
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",15,75,34.174,76.6,92.3,34.5
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",16,80,36.955,82.8,100.9,37.3
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",17,85,39.733,89.1,109.6,40.1
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",18,90,42.502,95.3,118.3,42.9
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","harvested",19,95,45.258,101.5,127,45.7
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",2,10,4.214,9.4,17.2,4.2
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",20,100,43.252,97,132.9,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",21,105,43.256,97,134.9,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",22,110,43.259,97,136.7,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",23,115,43.26,97,138.3,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",24,120,43.261,97,139.7,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",25,125,43.262,97,140.9,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",26,130,43.262,97,142,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",27,135,43.262,97,143,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",28,140,43.263,97,143.8,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",29,145,43.263,97,144.6,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",3,15,11.923,26.7,28.3,12
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",30,150,43.263,97,145.3,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",4,20,20.511,46,39.4,20.7
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",5,25,27.806,62.3,50,28
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",6,30,33.189,74.4,60,33.5
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",7,35,36.864,82.6,69.2,37.2
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",8,40,39.261,88,77.7,39.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",9,45,40.784,91.4,85.5,41.1
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",1,5,0.389,0.9,7,0.4
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",10,50,41.736,93.6,92.5,42.1
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",11,55,42.326,94.9,98.8,42.7
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",12,60,42.689,95.7,104.5,43.1
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",13,65,42.912,96.2,109.6,43.3
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",14,70,43.048,96.5,114.2,43.4
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",15,75,43.132,96.7,118.3,43.5
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",16,80,43.183,96.8,121.9,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",17,85,43.214,96.9,125.1,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",18,90,43.233,96.9,128,43.6
"Spruce-fir_ME_NH_Industrial","Spruce-fir","ME_NH","Industrial","untreated",19,95,43.245,96.9,130.6,43.6
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",2,10,11.809,26.5,14.3,11.9
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",20,100,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",21,105,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",22,110,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",23,115,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",24,120,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",25,125,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",26,130,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",27,135,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",28,140,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",29,145,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",3,15,21.566,48.3,33.4,21.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",30,150,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",4,20,27.328,61.3,49.9,27.6
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",5,25,30.139,67.6,60.9,30.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",6,30,31.409,70.4,67.6,31.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",7,35,31.965,71.7,71.4,32.3
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",8,40,32.205,72.2,73.5,32.5
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",9,45,32.308,72.4,74.6,32.6
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",1,5,1.993,4.5,1.7,2
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",10,50,32.352,72.5,75.2,32.6
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",11,55,32.371,72.6,75.5,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",12,60,32.379,72.6,75.7,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",13,65,32.383,72.6,75.8,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",14,70,32.384,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",15,75,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",16,80,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",17,85,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",18,90,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","harvested",19,95,32.385,72.6,75.9,32.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",2,10,4.888,11,3.1,5
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",20,100,41.078,92.1,125.5,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",21,105,41.08,92.1,125.8,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",22,110,41.082,92.1,126,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",23,115,41.082,92.1,126.1,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",24,120,41.083,92.1,126.2,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",25,125,41.083,92.1,126.3,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",26,130,41.083,92.1,126.4,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",27,135,41.083,92.1,126.4,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",28,140,41.083,92.1,126.4,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",29,145,41.083,92.1,126.4,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",3,15,13.115,29.4,11.8,13.2
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",30,150,41.083,92.1,126.5,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",4,20,21.653,48.5,25.6,21.8
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",5,25,28.459,63.8,42,28.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",6,30,33.205,74.4,58.5,33.5
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",7,35,36.283,81.3,73.3,36.6
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",8,40,38.199,85.6,85.8,38.5
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",9,45,39.365,88.2,95.8,39.7
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",1,5,0.483,1.1,0.2,0.5
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",10,50,40.064,89.8,103.6,40.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",11,55,40.481,90.7,109.6,40.8
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",12,60,40.728,91.3,114.1,41.1
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",13,65,40.874,91.6,117.4,41.2
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",14,70,40.96,91.8,119.9,41.3
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",15,75,41.011,91.9,121.7,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",16,80,41.041,92,123,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",17,85,41.058,92,124,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",18,90,41.069,92.1,124.7,41.4
"Spruce-fir_ME_NH_NIPF","Spruce-fir","ME_NH","NIPF","untreated",19,95,41.075,92.1,125.2,41.4
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",2,10,4.523,10.1,2.5,4.5
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",20,100,43.604,97.7,125.9,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",21,105,43.607,97.8,126.3,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",22,110,43.609,97.8,126.6,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",23,115,43.611,97.8,126.8,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",24,120,43.612,97.8,127,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",25,125,43.612,97.8,127.1,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",26,130,43.612,97.8,127.2,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",27,135,43.612,97.8,127.2,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",28,140,43.613,97.8,127.3,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",29,145,43.613,97.8,127.3,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",3,15,12.592,28.2,9.7,12.7
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",30,150,43.613,97.8,127.3,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",4,20,21.388,47.9,21.8,21.6
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",5,25,28.717,64.4,36.9,29
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",6,30,34.032,76.3,52.6,34.3
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",7,35,37.603,84.3,67.3,37.9
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",8,40,39.9,89.4,80.2,40.2
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",9,45,41.34,92.7,90.9,41.7
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",1,5,0.426,1,0.2,0.4
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",10,50,42.229,94.7,99.5,42.6
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",11,55,42.773,95.9,106.3,43.2
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",12,60,43.104,96.6,111.5,43.5
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",13,65,43.305,97.1,115.5,43.7
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",14,70,43.427,97.4,118.5,43.8
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",15,75,43.5,97.5,120.8,43.9
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",16,80,43.545,97.6,122.5,43.9
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",17,85,43.572,97.7,123.8,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",18,90,43.588,97.7,124.7,44
"Spruce-fir_ME_NH_State","Spruce-fir","ME_NH","State","untreated",19,95,43.598,97.7,125.4,44
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",2,10,5.664,12.7,6.9,5.7
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",20,100,59.517,133.4,182.1,60
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",21,105,60.38,135.4,183.4,60.9
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",22,110,61.134,137,184.4,61.6
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",23,115,61.792,138.5,185.2,62.3
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",24,120,62.365,139.8,185.8,62.9
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",25,125,62.864,140.9,186.3,63.4
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",26,130,63.298,141.9,186.7,63.9
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",27,135,63.676,142.7,187.1,64.2
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",28,140,64.005,143.5,187.3,64.6
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",29,145,64.291,144.1,187.5,64.8
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",3,15,10.274,23,18.8,10.3
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",30,150,64.539,144.7,187.7,65.1
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",4,20,15.196,34.1,35,15.3
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",5,25,20.121,45.1,53.4,20.3
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",6,30,24.87,55.8,72.1,25.1
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",7,35,29.338,65.8,90,29.6
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",8,40,33.469,75,106.2,33.8
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",9,45,37.243,83.5,120.5,37.6
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",1,5,1.889,4.2,1,1.9
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",10,50,40.658,91.1,132.7,41
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",11,55,43.725,98,143,44.1
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",12,60,46.464,104.2,151.6,46.9
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",13,65,48.899,109.6,158.7,49.3
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",14,70,51.055,114.4,164.5,51.5
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",15,75,52.958,118.7,169.2,53.4
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",16,80,54.634,122.5,173,55.1
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",17,85,56.106,125.8,176.1,56.6
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",18,90,57.397,128.7,178.5,57.9
"White/Red pine_ME_APH_Industrial","White/Red pine","ME_APH","Industrial","untreated",19,95,58.528,131.2,180.5,59
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",2,10,2.424,5.4,18.3,2.4
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",20,100,37.468,84,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",21,105,37.479,84,104.9,37.8
