"stratum","ft_group","ecoregion","owner","treatment","period","age","AGB_tonac","AGB_MgHa","Vol_m3Ha","CarbonMgHa"
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",22,110,37.487,84,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",23,115,37.492,84,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",24,120,37.495,84.1,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",25,125,37.497,84.1,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",26,130,37.498,84.1,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",27,135,37.499,84.1,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",28,140,37.5,84.1,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",29,145,37.5,84.1,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",3,15,7.568,17,43.8,7.7
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",30,150,37.501,84.1,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",4,20,14.083,31.6,66.5,14.2
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",5,25,20.299,45.5,82.3,20.5
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",6,30,25.392,56.9,92.1,25.6
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",7,35,29.213,65.5,97.8,29.5
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",8,40,31.932,71.6,101,32.2
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",9,45,33.803,75.8,102.8,34.1
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",1,5,0.199,0.4,2.1,0.2
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",10,50,35.064,78.6,103.8,35.4
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",11,55,35.904,80.5,104.3,36.2
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",12,60,36.457,81.7,104.6,36.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",13,65,36.821,82.5,104.7,37.1
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",14,70,37.058,83.1,104.8,37.4
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",15,75,37.213,83.4,104.9,37.5
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",16,80,37.314,83.6,104.9,37.6
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",17,85,37.379,83.8,104.9,37.7
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",18,90,37.422,83.9,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","harvested",19,95,37.45,84,104.9,37.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",2,10,20.1,45.1,60,20.3
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",20,100,64.127,143.8,200.3,64.7
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",21,105,65.472,146.8,204.7,66.1
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",22,110,66.763,149.7,208.9,67.4
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",23,115,68.003,152.4,212.9,68.6
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",24,120,69.195,155.1,216.8,69.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",25,125,70.342,157.7,220.5,71
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",26,130,71.447,160.2,224.1,72.1
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",27,135,72.511,162.5,227.6,73.1
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",28,140,73.537,164.8,230.9,74.2
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",29,145,74.527,167.1,234.2,75.2
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",3,15,25.007,56.1,75.2,25.2
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",30,150,75.482,169.2,237.3,76.1
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",4,20,29.142,65.3,88.2,29.4
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",5,25,32.764,73.4,99.6,33
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",6,30,36.012,80.7,109.9,36.3
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",7,35,38.969,87.4,119.3,39.3
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",8,40,41.689,93.5,128,42.1
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",9,45,44.211,99.1,136.1,44.6
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",1,5,13.77,30.9,40.5,13.9
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",10,50,46.565,104.4,143.6,47
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",11,55,48.772,109.3,150.7,49.2
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",12,60,50.851,114,157.4,51.3
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",13,65,52.815,118.4,163.7,53.3
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",14,70,54.675,122.6,169.7,55.2
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",15,75,56.443,126.5,175.4,56.9
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",16,80,58.124,130.3,180.8,58.6
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",17,85,59.728,133.9,186,60.3
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",18,90,61.26,137.3,191,61.8
"White/Red pine_ME_APH_NIPF","White/Red pine","ME_APH","NIPF","untreated",19,95,62.725,140.6,195.7,63.3
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",2,10,1.289,2.9,4,1.3
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",20,100,64.363,144.3,208.8,64.9
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",21,105,64.554,144.7,209.5,65.1
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",22,110,64.695,145,210,65.2
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",23,115,64.799,145.3,210.3,65.4
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",24,120,64.876,145.4,210.6,65.4
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",25,125,64.933,145.6,210.8,65.5
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",26,130,64.975,145.7,211,65.6
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",27,135,65.006,145.7,211.1,65.6
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",28,140,65.029,145.8,211.1,65.6
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",29,145,65.046,145.8,211.2,65.6
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",3,15,5.028,11.3,15.8,5.1
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",30,150,65.058,145.8,211.2,65.6
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",4,20,11.295,25.3,35.6,11.4
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",5,25,19.05,42.7,60.4,19.2
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",6,30,27.119,60.8,86.3,27.4
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",7,35,34.657,77.7,110.7,35
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",8,40,41.22,92.4,132.1,41.6
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",9,45,46.668,104.6,149.9,47.1
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",1,5,0.081,0.2,0.3,0.1
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",10,50,51.041,114.4,164.3,51.5
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",11,55,54.471,122.1,175.7,54.9
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",12,60,57.116,128,184.4,57.6
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",13,65,59.132,132.6,191.2,59.7
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",14,70,60.653,136,196.3,61.2
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",15,75,61.795,138.5,200.1,62.3
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",16,80,62.648,140.4,203,63.2
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",17,85,63.283,141.9,205.2,63.9
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",18,90,63.755,142.9,206.8,64.3
"White/Red pine_ME_NCZ_NIPF","White/Red pine","ME_NCZ","NIPF","untreated",19,95,64.104,143.7,208,64.7
