STATECD,UNITCD,COUNTYCD,PLOT,sdimax_metric_mean,sdimax_metric_median,sdimax_english_mean,sdimax_english_median,PLT_CN,CONDID,FORTYPCD,OWNGRPCD,SITECLCD
9,1,7,529,444.709272539967,434.365398530296,179.9674387834,175.781421923472,445525714489998,1,801,40,4
9,1,7,571,390.877420644413,443.786558895026,158.182463499937,179.594029858369,719393268290487,1,995,30,6
9,1,7,581,1147.7885450458,1136.26009287529,464.493496024987,459.828097441292,814949757290487,1,503,40,4
9,1,7,589,984.126514502565,947.61421073978,398.261828997379,383.485825441754,944325518290487,1,962,30,5
9,1,7,596,1176.7358663645,1156.07710060509,476.208060121237,467.847755104631,944325517290487,1,503,40,6
9,1,7,607,1137.10937559633,1178.87104360031,460.171789928826,477.072135602018,567481540126144,1,503,40,4
9,1,7,613,1026.27663789601,937.049525169054,415.31937697293,379.210449322754,944325472290487,1,708,40,6
9,1,7,622,768.290633171276,798.848945651619,310.916155859298,323.282664880393,168249120020004,1,503,40,5
9,1,7,627,563.161825842146,531.122828023324,227.903481388024,214.937760332316,944325463290487,1,520,30,5
9,1,7,631,480.521104564946,453.698658759568,194.459971513528,183.605313939311,567481541126144,2,706,20,5
9,1,7,642,856.513881233352,877.904423792964,346.618833935248,355.27527848531,1285453427290487,1,506,40,4
9,1,7,682,773.939865270228,791.790903237022,313.202318740801,320.426376751016,445525678489998,1,515,40,5
9,1,7,684,694.361069709553,705.707071928078,280.997926112052,285.589489827457,1285453473290487,2,809,40,5
9,1,7,686,930.742264774308,984.034878792442,376.65799186555,398.224745345047,1285453426290487,1,503,40,5
9,1,9,64,884.906265529537,872.344798873498,358.10882300958,353.025378339001,245794802489998,1,503,40,5
9,1,9,98,785.239488293189,751.116445610745,317.775113463622,303.966009461852,1285453492290487,1,708,40,6
9,1,9,100,616.011912185562,619.910542882958,249.291150289961,250.868869992916,567481555126144,2,705,40,6
9,1,9,103,1193.68001516043,1161.8673468707,483.065113143208,470.190984388777,814949782290487,1,503,40,5
