STATECD,UNITCD,COUNTYCD,PLOT,sdimax_metric_mean,sdimax_metric_median,sdimax_english_mean,sdimax_english_median,PLT_CN,CONDID,FORTYPCD,OWNGRPCD,SITECLCD
23,1,29,2059,878.309610175938,843.197661178974,355.439251579816,341.22995143281,815194101290487,1,125,40,4
23,1,29,2065,1153.41433517504,1106.84461663163,466.770172278912,447.924077788341,375823501489998,1,121,40,4
23,1,29,2101,554.755691948986,617.99488903179,224.501640049791,250.093632464763,815194373290487,1,121,40,5
23,1,29,2121,1128.60114828593,1104.17120931157,456.728632854781,446.842188342978,815194383290487,1,801,40,5
23,1,29,2135,1236.70743110619,1235.76966193874,500.477688781667,500.098187103476,815194099290487,1,124,40,5
23,1,29,2142,1472.56261855746,1465.26275663976,595.924886828497,592.970737828415,815193912290487,1,124,40,4
23,1,29,2148,1218.6886261221,1191.42176844049,493.185737875398,482.151233214401,815194377290487,1,124,40,5
23,1,29,2155,1194.79762734701,1175.0549555531,483.517394701501,475.52781972098,815194387290487,1,124,40,5
23,1,29,2169,1191.79307786074,1137.61761462521,482.30149678992,460.377466945172,815194385290487,1,121,30,4
23,1,29,2216,787.191052411418,771.474044363465,318.564883359746,312.204436527655,815194371290487,1,801,40,4
23,1,29,2221,1130.52052215917,1268.54331415298,457.505375822297,513.361212213987,815194358290487,1,104,40,5
23,1,29,2227,930.68652598536,959.623655698995,376.635435180301,388.345874880741,815193911290487,1,123,40,4
23,1,29,2233,681.74221078031,691.57035078336,275.891255614956,279.868562348975,815194100290487,1,801,40,6
23,1,29,2245,1268.58624548751,1212.55543362943,513.37858590686,490.703723191586,815194374290487,1,122,40,3
23,1,29,2282,641.324236061069,617.965644047943,259.534683264915,250.081797440928,815194115290487,1,901,40,6
23,1,29,2289,704.499716862755,692.892986645136,285.100890618434,280.403814036279,815194104290487,2,103,40,4
23,1,29,2294,1074.54053379859,1047.88715867056,434.851080644603,424.064843538891,815194388290487,1,103,40,5
23,1,29,2304,742.838285174145,754.039939907999,300.61595713867,305.149105505633,815193903290487,1,801,40,6
23,1,29,2338,1286.74773019619,1270.78862897631,520.728277243083,514.269858790455,815193906290487,1,127,40,4
23,1,29,2347,1494.33735076003,1464.5795921811,604.736807394733,592.694271009564,815193907290487,1,123,40,3
23,1,29,2350,695.407779747685,723.252110304857,281.42151459186,292.689714209987,815194379290487,2,809,40,4
23,1,29,2359,600.601304737199,458.965385069128,243.054699368356,185.736682235931,815194349290487,1,903,40,6
23,1,29,2366,1729.5298761381,1611.11133584045,699.915835642873,651.993557611394,815194370290487,1,125,20,6
23,1,29,2398,1158.4130063796,1132.58334931913,468.793062534532,458.340172269222,815194354290487,1,708,40,7
23,1,29,2403,2286.76251039449,1995.27889988395,925.419858576501,807.460638766876,815193750290487,1,125,30,5
23,1,29,2412,697.629157288189,650.648160207726,282.320474094665,263.30794110256,815194112290487,2,809,40,4
23,1,29,2416,1684.35533298238,1497.44974123789,681.634348541174,605.9963470027,815193910290487,1,121,40,4
23,1,29,2418,755.974869496213,806.165040164864,305.932143646997,326.243382978142,815194114290487,1,401,40,5
23,1,29,2430,690.862660799296,676.20963452197,279.58217040316,273.652301672304,815193909290487,1,801,40,6
23,1,29,2437,1007.69687840612,984.859729854462,407.800415855908,398.558550691991,815194102290487,1,127,40,4
23,1,29,2449,381.489572861638,476.493986158162,154.383336687256,192.830254684807,815194355290487,1,809,40,4
23,1,29,2453,491.497108189408,608.782180641552,198.901802125895,246.365382042235,815194357290487,1,125,40,5
23,1,29,2457,1334.02026176091,1295.77380406499,539.858790042871,524.380999362323,815194352290487,1,901,40,5
23,1,29,2462,998.282783281019,1024.45456810163,403.990667121749,414.582011564949,815193853290487,1,124,40,5
23,1,29,2467,797.674644997269,799.066862465036,322.807442315507,323.370852676781,815193841290487,1,121,30,3
23,1,29,2479,746.380363435314,698.3965802709,302.049385205038,282.631039124877,815194360290487,1,801,30,4
23,1,29,2508,895.197794779842,880.440849392116,362.273656699157,356.301733400758,815194375290487,1,902,40,6
23,1,29,2510,1194.9772322158,1453.02036646346,483.59007820559,588.016418814485,815193902290487,1,903,40,5
23,1,29,2512,1512.211048688,1418.93766473873,611.970035564933,574.223640217392,815194348290487,1,801,40,4
23,1,29,2519,628.932235766112,588.963986355069,254.51981919035,238.345244196493,815193908290487,1,801,40,4
23,1,29,2520,1309.23203018661,1206.43151149134,529.827349675286,488.22546008678,815194353290487,1,127,40,5
23,1,29,2547,1437.2292834851,1196.68410972433,581.625994924738,484.280826954256,815193943290487,1,121,40,4
23,1,29,2569,563.108900506744,639.192692996489,227.882063266912,258.6720784809,815194356290487,1,903,40,4
23,1,29,2570,1185.85496910335,1173.77498967894,479.898429684571,475.009835963216,815194351290487,1,127,40,5
23,1,29,2574,901.898177964351,900.880168385691,364.98520528841,364.573231471264,815194350290487,1,121,40,4
23,1,29,2602,584.313757631888,648.056190354227,236.463363595515,262.259008227215,815193913290487,1,121,40,3
23,1,29,2606,1813.43248361493,1618.73365620343,733.870012691198,655.078200900879,375823505489998,1,809,40,4
23,1,29,2608,887.654671742253,824.893002774808,359.221063426817,333.822319763725,815193856290487,1,125,40,7
23,1,29,2612,798.878772579517,746.109269433906,323.294735408605,301.939677366422,815193852290487,1,708,40,5
23,1,29,2647,541.298879990072,586.799146530378,219.05586202811,237.469164693134,815194380290487,1,126,40,4
23,1,29,2650,935.622700952646,845.828660258707,378.633034108642,342.294678873991,815194098290487,1,104,30,5
23,1,29,2654,692.672965174543,658.9187981118,280.314774515439,266.654949165153,815193936290487,1,123,40,4
23,1,29,2663,1086.4235703235,1073.748161289,439.659974410508,434.530418900136,815193938290487,1,123,40,4
23,1,29,2667,1464.43628021407,1415.74577784002,592.636274720199,572.931929552655,815193937290487,1,105,30,5
23,1,29,2684,641.875697441805,654.576469652825,259.757851744655,264.897671367335,815193755290487,1,121,40,5
23,1,29,2687,467.892873162336,501.936590749762,189.349508111424,203.126510389522,815194376290487,1,123,40,5
23,1,29,2704,1531.35682902561,1471.86252564682,619.718057168326,595.641569308899,815194359290487,1,121,40,5
23,1,29,2707,1314.99281135154,1202.83873735128,532.158654857485,486.771516128245,1184860724290487,1,121,40,5
23,1,29,2735,967.290395592147,997.993826084856,391.448494114445,403.873730305446,1184860109290487,1,123,40,5
23,1,29,2744,2046.26052171862,2030.71504747541,828.092166988013,821.801137416615,451063795489998,1,801,40,4
23,1,29,2746,1145.39673348165,1310.85137553947,463.525564327062,530.482675421016,1184860436290487,1,801,40,4
23,1,29,2767,608.143455680841,646.325459465905,246.106899248275,261.558606359235,1184860731290487,1,801,40,4
23,1,29,2770,1583.14327596952,1544.55852966425,640.675286521691,625.060595312295,1184860451290487,1,121,40,3
23,1,29,2778,1349.66711965117,1179.53763967814,546.190848116305,477.341897435732,1184860735290487,1,801,40,6
23,1,29,2781,851.52177359617,821.809111973484,344.59859986083,332.574313564457,1184860258290487,1,801,40,6
23,1,29,2788,1269.34039488502,1213.01235759028,513.683779308281,490.888633738837,1184860705290487,1,124,40,4
23,1,29,2802,637.369045196807,617.693663816291,257.934074476897,249.971730957694,1184860448290487,1,809,40,6
23,1,29,2862,1326.42595756187,1412.54318907357,536.7854844915,571.635887996151,1184860728290487,1,124,40,5
23,1,29,2869,1140.59533870194,1113.77626721944,461.582508999798,450.729216965459,1184860115290487,1,121,40,5
23,1,29,2886,632.695057202353,608.571993219327,256.042578840969,246.280322219159,1184860450290487,1,121,40,4
23,1,29,2894,311.94016637395,318.700847368643,126.237693393142,128.973643637888,1184860269290487,1,801,40,5
23,1,29,2900,1447.24748990152,1500.59004182135,585.680218799291,607.267181428498,1184860443290487,1,901,40,5
23,1,29,2912,2335.17667051328,2115.55464606274,945.012372012669,856.134501274688,1184860279290487,1,801,40,3
23,1,29,2929,632.134551603875,647.911731961863,255.815750296545,262.200547996026,1184860435290487,1,123,40,5
23,1,29,2938,1101.73450411294,1073.44454050724,445.856088837648,434.407547941897,1184860254290487,1,121,40,4
23,1,29,2948,148.978995866459,151.865997053603,60.2896543296155,61.4579821372356,1184860110290487,2,122,40,5
23,1,29,2992,911.695004614045,953.115337038062,368.949839959238,385.71205203845,1184860212290487,1,962,40,4
23,1,29,3061,1210.3001717377,1156.56911486659,489.791051179774,468.046866191255,1184860706290487,1,127,40,4
23,1,29,3095,994.871901901863,1037.37299398221,402.610332544297,419.809912493487,1184860707290487,1,103,40,5
23,1,29,3124,620.603212609444,676.948365229723,251.14918345678,273.95125535201,1184860445290487,1,121,40,4
23,1,29,3154,902.481989347355,936.34781289506,365.221465348228,378.926476470125,1184860449290487,1,121,40,4
23,1,29,3177,634.283756528415,655.939195005606,256.685502580956,265.449146694361,1184860271290487,1,105,40,6
23,1,29,3190,705.404245123572,737.522265012362,285.46694018038,298.464640329887,1184860738290487,2,708,40,5
23,1,29,3196,2377.34849987245,2067.718234488,962.078704079982,836.775794354717,1184860737290487,1,903,40,6
23,1,29,3197,374.69535138576,375.834422748497,151.633813092757,152.094778870629,1184860446290487,1,962,40,4
23,1,29,3198,470.520494735583,604.768217282399,190.412868724366,244.740988871858,1184860447290487,1,809,40,5
23,1,29,3200,1588.48404844624,1435.78318764511,642.836620235896,581.040780762074,1184860273290487,1,105,40,3
23,1,29,3209,1396.84316699156,1251.37788992112,565.28231513988,506.414612209462,1184860210290487,1,103,40,4
23,1,29,3295,618.619190761854,606.209625595969,250.346278384975,245.32430606008,1184860727290487,1,708,30,5
23,1,29,3311,803.795977253547,865.748481187676,325.284657332438,350.355943558523,1184860444290487,1,801,40,5
23,1,29,3317,726.191987794597,788.428026223593,293.879440295849,319.06546884911,1184860211290487,1,125,40,6
23,1,29,3339,620.026684978167,619.308984268364,250.915871026401,250.625427884033,1184860257290487,1,801,40,5
23,1,29,3343,496.344858337299,461.257046252754,200.863616803145,186.664084517024,1184860725290487,1,902,40,5
23,1,29,3347,996.448013845946,978.476163116225,403.248162352055,395.975213156387,1184860732290487,1,121,40,4
23,1,29,3356,407.680268358661,460.061758940153,164.982334008886,186.180368953751,1184860739290487,1,903,40,4
23,1,29,3368,907.534211730949,923.53428598101,367.266026994866,373.741026642797,1184860259290487,1,123,40,5
23,1,29,3385,759.885556775034,759.814216496639,307.514742474839,307.485872091472,1184860251290487,1,124,40,4
23,1,29,3411,912.317504487333,892.840302196727,369.201756693959,361.319613398664,1184860733290487,1,121,40,4
23,1,29,3430,843.626464126542,798.249285470387,341.403481810928,323.039991040155,1184860107290487,1,125,40,5
23,1,29,3436,771.659495636485,743.407031166228,312.279485987348,300.846120451724,1184860256290487,1,125,40,4
23,1,29,3487,1790.32981081917,1828.93135220856,724.520693689242,740.142181627332,1184860726290487,1,123,40,5
23,1,29,3491,1327.62258543509,1258.21004273312,537.269742560351,509.179486069478,1184860191290487,1,801,40,4
23,1,29,3493,956.431991705173,1034.11836049487,387.054254422403,418.492809187883,1184860708290487,1,123,40,4
23,1,29,3527,856.395899876188,842.388680844134,346.571088578935,340.902568740617,1184860729290487,1,801,40,3
23,1,29,3548,826.547764660616,734.91535049549,334.49197807034,297.409659564478,1184860740290487,1,121,40,5
23,1,29,3558,840.588768723113,767.131344929307,340.174170223974,310.447008601524,1184860723290487,2,962,40,5
23,1,29,3561,813.490988944119,839.301146797192,329.208088955444,339.65308817231,1184860437290487,1,801,40,5
23,1,29,3575,526.816130444508,532.084853609393,213.194901838614,215.327078233829,1184860114290487,2,901,40,5
23,1,29,3599,1064.70034516473,1074.96492161123,430.868898003196,435.022824281194,451063793489998,1,902,40,4
23,1,29,3639,767.70030637362,784.283065799096,310.677259104992,317.388063052747,1184860272290487,1,801,40,5
23,1,29,3644,561.981278839609,536.247760579378,227.425731015974,217.011746738722,1184860704290487,1,125,40,7
23,1,29,3649,761.35672095877,738.335319655154,308.110101435232,298.793671835838,1184860274290487,3,127,40,6
23,1,29,3650,968.643458599847,942.08789988325,391.996059229554,381.249407016993,1184860250290487,1,801,40,4
23,1,29,3651,1620.70798306292,1545.93476675655,655.877182550608,625.617538645735,1184860270290487,1,801,40,6
23,1,29,5146,1206.53557441681,1256.93751116206,488.267572854211,508.664510867125,1184860255290487,2,105,40,4
23,1,29,5349,1075.99358265858,1106.01267464874,435.439108594337,447.58740284783,1287087243290487,1,127,40,4
23,1,29,5350,1026.17127084463,957.009917076997,415.276736444522,387.288132498255,1287086812290487,1,801,40,6
23,1,29,5353,1001.22373964402,1090.05423173493,405.180829812084,441.129250802189,606237291126144,1,124,40,5
23,2,3,8,1048.71847569314,1102.10349097537,424.401265566964,446.005412507462,606237390126144,2,801,40,6
23,2,3,11,1201.51222109424,1152.61309667766,486.234694100855,466.445922596857,606237469126144,1,904,40,5
23,2,3,17,865.567515519066,933.553540993143,350.282709358343,377.795674868935,1287086838290487,1,801,40,5
23,2,3,26,1951.8369997174,1834.06847159477,789.880327332836,742.221099868412,721820181290487,1,902,40,3
23,2,3,27,1847.21379537369,1725.89372456119,747.540823109079,698.44433746028,721819800290487,1,901,40,4
23,2,3,40,485.001961719059,442.39739611588,196.273309879454,179.031855685593,721819731290487,2,904,40,4
23,2,3,42,1226.9885964573,1147.8435507981,496.54461635048,464.51575606086,721820179290487,1,123,40,4
23,2,3,45,959.044011464124,977.486864369279,388.111301205766,395.5748581994,1287086861290487,1,125,40,4
23,2,3,49,708.216860108267,663.215789108746,286.60516496303,268.393879544946,721820129290487,1,901,40,4
23,2,3,53,1197.55429846616,1156.00999551706,484.632979807357,467.820598641819,721820159290487,1,122,40,3
23,2,3,54,972.383766439268,950.32382620705,393.509707951735,384.582367802896,721819885290487,1,124,40,5
23,2,3,57,1101.80888110115,1151.47799598641,445.886188133748,465.986563692558,606237894126144,1,901,40,4
23,2,3,59,1307.89638304534,1283.18748125511,529.286832510533,519.287495764213,721819792290487,1,123,40,3
23,2,3,60,1044.20182957872,974.915921236671,422.573443924162,394.534434535215,721819879290487,1,962,40,4
23,2,3,67,1466.9172347553,1455.63850574164,593.640281297289,589.075942079159,721819761290487,1,384,30,3
23,2,3,73,948.429598481567,970.730268448596,383.815801119272,392.840561125281,1287086733290487,1,122,40,5
23,2,3,83,1190.05330471105,1192.83267157239,481.597435648974,482.722205394876,1287086981290487,1,801,30,4
23,2,3,85,1689.57422216619,1692.36278418836,683.746357841858,684.874848736937,1287087107290487,1,127,40,5
23,2,3,104,1439.20502879369,1423.3647623299,582.425550600392,576.015222862333,606237660126144,1,801,40,4
23,2,3,106,500.083709228548,561.501636869575,202.376675919381,227.231626817546,606237481126144,1,801,40,5
23,2,3,118,682.277022551892,749.896706365655,276.107686237626,303.472398553609,721820182290487,1,801,40,4
23,2,3,122,1109.36959117294,1064.72310599515,448.945898625576,430.878108983511,721819794290487,1,124,40,3
23,2,3,124,1385.22929754597,1404.10896764958,560.582349414969,568.222680038651,721819975290487,1,962,40,4
23,2,3,136,506.734224271823,499.946416799991,205.068043589977,202.321115650554,1287086820290487,1,125,40,4
23,2,3,144,1222.75583751765,1104.9308069824,494.831679759333,447.149586582157,606238092126144,1,124,40,4
23,2,3,153,2021.94823150143,1822.32647370961,818.253333234095,737.469282409058,1287086737290487,1,901,40,6
23,2,3,159,588.260450860707,650.465285976456,238.060533512836,263.233934534554,1287086824290487,1,801,40,5
23,2,3,166,746.269321170379,748.338638221427,302.004447999428,302.841870811821,721820197290487,1,121,40,5
23,2,3,168,586.705053086478,581.228244363183,237.431086431333,235.214700807061,606237749126144,1,801,40,5
23,2,3,170,928.339289933529,889.613791734337,375.685542550324,360.013891076285,606237648126144,1,122,40,5
23,2,3,171,976.643478986272,965.045015739913,395.233552279647,390.539821221716,606237810126144,1,801,40,6
23,2,3,176,1487.55703914455,1464.36766805443,601.992912920436,592.608508367208,606237818126144,1,121,40,5
23,2,3,179,687.716504145982,637.149302764828,278.308966110219,257.845147878966,1287086826290487,1,121,40,5
23,2,3,182,771.490903042023,911.968770369993,312.211258992103,369.060629018443,721820263290487,1,127,40,5
23,2,3,183,2002.86082541775,1615.63302635705,810.528934850678,653.823420651119,1287087061290487,1,805,40,5
23,2,3,184,1739.29676122303,1750.38192081765,703.868353393599,708.354357855243,1287087133290487,1,801,40,3
23,2,3,187,776.653062431607,782.322053498067,314.300310561972,316.594469613097,606237467126144,1,801,40,4
23,2,3,189,1087.81757713862,1019.42826645851,440.224108894889,412.547939668722,721820157290487,2,901,40,4
23,2,3,197,873.228135507455,860.874737142232,353.382851954716,348.383609525246,721820100290487,1,809,40,5
23,2,3,199,804.398240008384,758.988403079914,325.528384396737,307.151677293437,606238093126144,1,902,40,5
23,2,3,202,770.431277933628,756.060079242205,311.782443969337,305.966626804179,606237908126144,1,125,40,4
23,2,3,203,998.906653006128,988.757551567285,404.243138215777,400.135943010538,1287087167290487,1,127,40,5
23,2,3,204,512.08134678753,484.954282295944,207.23194707352,196.254014703503,1287087211290487,1,801,40,5
23,2,3,212,414.247537878195,350.423288038182,167.64001341476,141.811258573705,721819888290487,1,125,40,7
23,2,3,232,993.952898512436,968.757044066012,402.238425106244,392.042025632081,721819827290487,1,121,40,4
23,2,3,242,1746.03974311689,1746.69960123579,706.597141067104,706.864176145867,1287087064290487,1,127,40,4
23,2,3,248,1110.41092587698,1072.23629844802,449.367311785081,433.918589779216,606237805126144,1,801,40,4
23,2,3,250,434.202656514425,571.517942418898,175.715562573134,231.285081438557,1287086620290487,2,901,40,4
23,2,3,252,1703.29556258642,1588.59314313838,689.299186722623,642.880769286841,606237392126144,1,124,40,4
23,2,3,253,561.251095758687,552.176276088476,227.130236437762,223.457787594631,1287086952290487,1,701,40,4
23,2,3,259,809.04641990032,836.231363684139,327.409435865213,338.410791151334,721819882290487,1,121,30,4
23,2,3,271,761.058585979835,699.744877472027,307.989450502401,283.176675586694,1287086840290487,1,121,40,4
23,2,3,284,1285.17161521621,1252.15376469563,520.090446206741,506.72859755811,1287086763290487,1,121,40,4
23,2,3,290,1278.80350843762,1192.21103544749,517.513365094183,482.470638206689,606237654126144,1,121,40,5
23,2,3,299,1193.24784889894,1220.93634843066,482.890221680377,494.095358726471,1287086814290487,1,121,40,5
23,2,3,301,938.447270150976,901.344238970634,379.77609658941,364.761034154374,606237571126144,1,127,40,5
23,2,3,304,783.845035115968,797.716563292207,317.210798342927,322.824406045845,606237465126144,1,801,40,5
23,2,3,307,940.447724687918,924.919236513552,380.585651733965,374.301496180029,721819856290487,1,902,40,4
23,2,3,308,769.772060763202,705.85352745601,311.515668273193,285.648758270652,1287087139290487,1,801,40,6
23,2,3,311,1308.05279511892,1297.86389629839,529.350130224377,525.226829591852,1287087084290487,1,121,40,4
23,2,3,313,956.00534624434,1051.35857956457,386.881597148098,425.469677586236,606237893126144,1,124,40,4
23,2,3,322,1712.85804598285,1648.70682427645,693.168986053397,667.20791040641,1287086622290487,1,127,40,3
23,2,3,324,885.400089898719,880.018436514875,358.308666620717,356.130788992084,606237562126144,1,901,40,5
23,2,3,331,1101.68849615176,1073.04218670061,445.837470078273,434.244721150248,721820175290487,1,801,40,6
23,2,3,332,789.93659912638,795.090648534594,319.675966579419,321.761736156611,606237561126144,1,121,40,4
23,2,3,339,1074.97941951234,1069.07613612826,435.028691373003,432.639717594747,721820118290487,1,121,40,5
23,2,3,343,1112.53297196431,1107.6921429958,450.22607327916,448.267059503541,606237647126144,1,127,40,4
23,2,3,346,864.784630247809,907.173681079561,349.965886962613,367.120125431891,1287086947290487,2,902,40,4
23,2,3,347,773.51183092632,735.455123443793,313.029099405516,297.628097903925,606237574126144,1,124,40,4
23,2,3,349,1059.68119016526,1099.76123348254,428.837718250742,445.057534628622,721820178290487,1,801,40,4
23,2,3,356,1305.33348189153,1303.68788493753,528.249663319363,527.583713928675,721819791290487,1,701,40,5
23,2,3,357,597.249269757452,521.498079309658,241.698179081356,211.042763124277,606237462126144,2,809,40,5
23,2,3,362,1100.41990797061,1131.34089014459,445.324090709031,457.837366932698,606237393126144,1,902,40,4
23,2,3,368,950.133839913454,969.763006834029,384.50548308568,392.449124278433,1287086815290487,1,121,40,3
23,2,3,374,929.730454493178,920.408831987754,376.248526814844,372.476200418263,606237480126144,1,801,40,4
23,2,3,398,780.748588324472,936.493304254704,315.957710915242,378.985354728297,721820017290487,1,801,40,4
23,2,3,406,619.714704700692,643.543670905773,250.789617100622,260.432856586705,1287086743290487,1,801,40,5
23,2,3,408,982.343371764929,906.132312678815,397.540216808713,366.698698635814,721819843290487,1,121,40,5
23,2,3,411,1523.14766121798,1450.77495518587,616.395925168595,587.107733204367,1287086849290487,1,801,40,4
23,2,3,417,1218.17566482398,1198.86942204767,492.978149824691,485.165191383015,606237395126144,1,809,40,4
23,2,3,418,708.924627624601,700.809908202594,286.891588285038,283.607678186912,721819781290487,1,901,40,4
23,2,3,420,938.562465141335,913.596734799909,379.8227143432,369.719442780542,606237474126144,1,801,40,6
23,2,3,423,758.010024105831,735.234153047787,306.755741411283,297.538674366636,606237389126144,1,901,40,5
23,2,3,424,955.535021891808,994.615574712395,386.691263655299,402.50660062183,606237901126144,1,801,40,6
23,2,3,431,1180.85037177502,1150.98961955886,477.873141211997,465.788924784949,721820153290487,1,901,20,3
23,2,3,435,1737.31851794085,1666.22083666115,703.067786824004,674.295579016719,721820261290487,1,121,40,4
23,2,3,436,706.052435906731,693.256548342509,285.729253656377,280.550942219917,606237748126144,1,801,40,5
23,2,3,439,1375.91400428716,1384.05215384802,556.812584373352,560.105976311278,1287087062290487,1,901,40,5
23,2,3,453,1597.97666972905,1567.45243725308,646.678147375302,634.325430041225,721819893290487,1,127,40,5
23,2,3,454,908.689813613932,908.087764538923,367.733682436242,367.490041845093,606237567126144,1,124,30,4
23,2,3,459,814.356127121256,805.681001156123,329.558197917742,326.047499361466,721820264290487,1,801,40,5
23,2,3,462,875.922233355691,892.974602381803,354.473114558888,361.373962749641,606237398126144,1,801,40,4
23,2,3,465,641.316541048416,643.692788176385,259.531569204103,260.493202198833,1287086638290487,1,801,40,4
23,2,3,483,898.900289291446,879.119684530616,363.772002912082,355.767077006083,721820103290487,1,126,40,4
23,2,3,490,1218.18604280293,1194.15382198503,492.982349643329,483.256855942305,721820122290487,1,121,40,4
23,2,3,492,520.951758524453,480.331013384234,210.821674969523,194.383044350007,606237802126144,1,999,40,4
23,2,3,500,1115.41407324289,1031.89235034732,451.392013478743,417.591974935715,1287086732290487,1,801,40,4
23,2,3,506,1147.39950794971,1200.74313888803,464.336058314333,485.923457606786,1287087138290487,1,124,40,4
23,2,3,512,1247.67365659534,1132.64918794986,504.915562323479,458.366816215002,721819784290487,1,125,40,7
23,2,3,514,717.036352176813,717.644997074427,290.174286402485,290.420596228063,1287086850290487,1,127,40,5
23,2,3,518,765.978134721896,758.629047913209,309.980321036811,307.006251432186,606237382126144,1,127,40,5
23,2,3,524,900.448258074861,994.826161572562,364.39844358798,402.591822091689,1287087168290487,1,901,40,4
23,2,3,525,1044.77627249072,992.284196629909,422.805912698671,401.563125483693,1287086842290487,1,801,30,5
23,2,3,529,562.002412514081,635.681358643873,227.434283509708,257.251092031611,721820023290487,1,124,40,4
23,2,3,530,549.385827681293,574.429726582991,222.328533306701,232.463438560074,606237643126144,1,801,40,5
23,2,3,531,1677.56850630962,1331.52781637664,678.887817517012,538.85013328707,606237655126144,1,121,40,5
23,2,3,557,1205.95370300771,1156.7168201803,488.032097873897,468.106640404757,606237757126144,1,801,40,3
23,2,3,561,795.477697026546,835.877134203448,321.918369107806,338.267439581403,721819682290487,1,901,40,5
23,2,3,563,1751.96547795903,1679.77489035446,708.995200627137,679.780709368029,606237662126144,1,127,40,5
23,2,3,567,478.342131282111,451.940878189619,193.57817240318,182.893965454693,1287087114290487,1,127,40,5
23,2,3,575,1677.59912918605,1705.59792017993,678.900210154134,690.230917686767,1287087174290487,1,809,30,4
23,2,3,576,994.73756824494,1113.88340642807,402.555969647745,450.772574660387,721820014290487,1,121,40,5
23,2,3,578,482.317067444819,586.669143244601,195.186771829147,237.416554235427,1287086769290487,1,905,40,4
23,2,3,581,709.455966715188,735.254603057923,287.106613563716,297.546950191257,606237760126144,1,801,40,5
23,2,3,587,1123.79365464604,1032.08226048515,454.783109406626,417.668828833789,606237807126144,1,801,40,3
23,2,3,591,668.534029991173,681.378050749139,270.546095047396,275.743885294246,606237666126144,1,801,40,6
23,2,3,595,2104.55052486657,2016.12588635834,851.681291885943,815.897113996457,606237819126144,1,121,40,4
23,2,3,596,1754.10996314662,1670.19287402511,709.863042901968,675.903005340576,721820142290487,1,127,40,4
23,2,3,597,934.496870923291,944.553783425109,378.177426907715,382.24731457766,606237646126144,1,121,40,5
23,2,3,603,766.810748334249,727.384801974872,310.317267776095,294.362155018082,721819793290487,1,809,40,4
23,2,3,606,1178.25276766889,1157.74156698518,476.821928235745,468.521340680338,721820158290487,1,801,40,5
23,2,3,607,791.906029995816,774.055385427149,320.472966892475,313.249068084817,606237471126144,1,901,40,5
23,2,3,611,816.186591282021,748.031545805984,330.29896040492,302.717594933422,1287087081290487,1,801,40,4
23,2,3,621,738.167325776896,769.056130297796,298.725687132419,311.225941523242,1287086765290487,1,801,40,6
23,2,3,628,1094.91567129332,1117.72285319928,443.09660538674,452.326343480663,606237754126144,1,901,40,4
23,2,3,636,439.113418810604,434.722580358243,177.702877359421,175.925968265824,1287087136290487,1,121,40,4
23,2,3,646,777.565535973126,793.625281564832,314.669575464606,321.168723245233,721819789290487,1,801,40,4
23,2,3,647,1396.11363976516,1318.71022736648,564.987085976548,533.66303958794,721820121290487,1,801,40,5
23,2,3,649,1035.09008188117,1017.08445317151,418.88605084013,411.599432182384,721819844290487,1,801,40,5
23,2,3,650,501.861976263321,461.835727171198,203.096314981308,186.898268351713,1287086617290487,1,801,40,4
23,2,3,655,1443.75261409981,1478.18519838588,584.26589288855,598.200263919909,1287087137290487,1,124,40,4
23,2,3,666,709.317201732094,664.701511584839,287.050457373273,268.995130036618,1287087212290487,1,801,40,4
23,2,3,670,1906.38294046415,1879.60874954758,771.485724091499,760.650594575912,721820218290487,1,127,40,5
23,2,3,673,818.492568586882,801.336375073476,331.232156214124,324.289291748435,606237386126144,1,801,40,4
23,2,3,683,1152.29849820956,1113.50201140169,466.318609127035,450.6182295853,606238090126144,1,127,40,3
23,2,3,684,1078.78587366733,1131.99634578553,436.569108556588,458.102620392025,1287087172290487,1,127,40,5
23,2,3,691,1285.56436321394,1280.24405111466,520.249385665851,518.096331971767,721820213290487,1,904,40,4
23,2,3,698,1973.97232194977,1728.39483170148,798.838173491636,699.456499504013,721820221290487,1,901,40,5
23,2,3,702,1326.70138812816,1294.13897894344,536.896947275477,523.719409177113,1287087059290487,1,121,40,5
23,2,3,705,758.26881175802,748.000421201963,306.860469047581,302.704999254369,721819788290487,2,801,40,4
23,2,3,709,675.730290784991,678.273939727733,273.458318164499,274.487696263082,721819878290487,1,121,40,4
23,2,3,718,974.714414646443,931.914207497481,394.452887719845,377.132260209643,1287086954290487,1,122,40,5
23,2,3,719,965.465934703173,1024.20304366999,390.710161064914,414.480223249416,721819783290487,1,801,40,5
23,2,3,722,1287.45034354706,1252.57838956581,521.012614748548,506.900437128474,1287086819290487,1,121,40,4
23,2,3,729,849.739964793609,809.310133811858,343.877527496481,327.516157087732,721819845290487,1,121,40,4
23,2,3,737,800.433760664914,789.209336360955,323.924016694937,319.381653810835,721819665290487,1,801,40,5
23,2,3,746,829.759565643441,879.369554073907,335.791747678155,355.868195612132,1287087128290487,1,801,40,4
23,2,3,764,388.931688770615,328.276338024191,157.39505382915,132.848706819123,1287086799290487,1,124,40,5
23,2,3,769,492.017802623197,465.147895535516,199.11251966525,188.238655193528,721819785290487,1,701,40,6
23,2,3,772,1020.00406036344,1012.18380945481,412.780955170615,409.616212239505,606237752126144,1,801,30,4
