PLT_CN,asym_agb
188770276020004,221.33
188770361020004,218.86
188770910020004,221.19
188770308020004,220.05
188771064020004,224.41
188770943020004,214.67
188770908020004,212.03
188770905020004,220.76
188770906020004,225.71
188771058020004,225
188771029020004,213.37
188770869020004,204.69
188771032020004,223.04
188771060020004,224.27
188771031020004,219
188771065020004,222.85
188771033020004,213.27
188770401020004,231.75
188771030020004,222.71
188770907020004,215.61
188770863020004,211.38
188771061020004,231.45
188770673020004,200.88
188770828020004,207.83
188770759020004,218.83
188770519020004,204.1
188770357020004,221.08
188770754020004,203.69
188770756020004,205.99
188770575020004,227.76
188770827020004,244.37
188770521020004,203.61
188770259020004,206.82
188771129020004,202.91
188770332020004,191.95
188771116020004,211.27
188770265020004,206.81
188770993020004,203.3
188771080020004,206.13
188771096020004,195.69
188771128020004,204.95
188771126020004,202.02
188771047020004,201.07
188770365020004,198.44
188771018020004,202.76
188771110020004,211.41
188771015020004,208.33
188771017020004,202.04
188771016020004,222.1
188771130020004,226.73
188771095020004,189.41
188770277020004,201.35
188770331020004,202.59
188771014020004,212.75
188770344020004,225.22
188770877020004,219.28
188770274020004,214.9
188770813020004,217.13
188771078020004,214.82
188770944020004,208.7
188770878020004,209.36
188770328020004,217.12
188771000020004,213.39
188770809020004,212.73
188770938020004,199.26
188770812020004,213.04
188770880020004,231.57
188770879020004,217.09
188770847020004,208.82
188770810020004,216.46
188771003020004,215.54
188771077020004,213.79
188770826020004,214.78
188770898020004,212.09
188771002020004,212.67
188770876020004,212.01
188771075020004,218.94
188770934020004,209.4
188770811020004,216.39
188770939020004,217.34
188770271020004,218.7
188770933020004,215.53
188770825020004,228.8
188770932020004,211.03
188770291020004,222.14
188771022020004,215.86
188771023020004,226.16
188771063020004,217.63
188770290020004,223.09
188771024020004,224.44
188771004020004,217.77
188771020020004,217.73
188771021020004,214.85
188771062020004,225.4
188771084020004,179.33
188771048020004,201.46
188770978020004,220.48
188770381020004,212.15
188770284020004,213.08
188771059020004,218.49
188771050020004,209.54
188770950020004,207.58
188770850020004,219.24
188770967020004,214.74
188770817020004,214.19
188770400020004,214.41
188770815020004,185.48
188770748020004,206.26
188770862020004,228.23
188770379020004,196.06
188770953020004,218.54
188770749020004,192.56
188770860020004,222.34
188770377020004,205.29
188770919020004,216.28
188770249020004,219.16
188770846020004,217.25
188770854020004,222.31
188770855020004,225.23
188770336020004,201.76
188770746020004,211.01
188770263020004,187.6
188770250020004,215.05
188770845020004,216.2
188770948020004,233.17
188770751020004,167.77
188770947020004,222.71
188770951020004,216.01
188770857020004,200.76
188770399020004,205
188770856020004,193.32
188770745020004,191.74
188770882020004,210.95
188770918020004,210.23
188770337020004,217.18
188770747020004,196.49
188770816020004,175.86
188770859020004,201.23
188770864020004,201.42
188770273020004,208.1
188770889020004,217.49
188770946020004,210.46
188770861020004,210.93
188770853020004,225.2
188770852020004,215.9
188770949020004,200.6
188770750020004,212.25
188770952020004,210.34
188770297020004,209.22
188770999020004,216.62
188770369020004,203.25
188770343020004,215.85
188770975020004,209.59
188770366020004,208.18
188770298020004,214.55
188771115020004,207.61
188771087020004,200.59
188771100020004,159.12
188771104020004,198.71
188770329020004,175.13
188771088020004,188.64
188771119020004,204.32
188771081020004,216.29
188771085020004,190.95
188771118020004,185.21
188771051020004,200.73
188771102020004,189.7
188771099020004,200.95
188771083020004,195.44
188771052020004,203.66
188771025020004,221.02
188771053020004,205.07
188770368020004,201.35
188771089020004,200.29
188771117020004,168.69
188771049020004,208.23
188771082020004,178
188771086020004,201.34
188771101020004,194.77
188771103020004,202.77
188770764020004,218.43
188770679020004,211.83
188770675020004,210.21
188770922020004,213.76
188770677020004,213.51
188770405020004,214.88
188770762020004,215.36
188770676020004,217.31
188770674020004,217.94
188770382020004,224.53
188770979020004,222.14
188771027020004,220.94
188770980020004,222.03
188770981020004,214.88
188770982020004,230.23
188771026020004,221.65
188770418020004,238.85
188771005020004,219.47
188770983020004,228.42
188771028020004,224.14
188771007020004,215.75
188770923020004,210.48
188770325020004,209.55
188770924020004,215.96
188770925020004,212.32
188771073020004,218.28
188771076020004,217.63
188770936020004,214.01
188770935020004,220.37
188770945020004,197.86
188770913020004,208.9
188771056020004,217.72
188770894020004,187.61
188770839020004,177.11
188770891020004,189.56
188770942020004,171.09
188770895020004,199.96
188770900020004,216.01
188770837020004,186.11
188770253020004,223.65
188770899020004,215.05
188770836020004,178.47
188770340020004,175.12
188770903020004,190.61
188770915020004,216.64
188770851020004,222.99
188770373020004,224.76
188770841020004,176.08
188770307020004,216.88
188770901020004,217.69
188770904020004,215.84
188770893020004,193.56
188770911020004,212.86
188770844020004,183.4
188770897020004,218.56
188770916020004,241.83
188770883020004,208.98
188770914020004,214.02
188770838020004,171.92
188770902020004,228.67
188770843020004,203.97
188770842020004,181.47
188771054020004,219.78
188770917020004,227.49
188770940020004,197.49
188771055020004,212.62
188770892020004,186.11
188770744020004,172.39
188770941020004,205.74
188770912020004,214.16
188770585020004,203.41
188771057020004,214.94
188770835020004,175.96
188770881020004,184.44
188770896020004,212.48
188770849020004,190.19
188770834020004,179.64
188770848020004,223.28
188770833020004,179.29
188770920020004,209.11
188770417020004,214.21
188771070020004,214.9
188770921020004,214.87
188771071020004,214.17
188770404020004,212.73
188770251020004,213.21
188770840020004,213.02
188770324020004,213.78
188770971020004,216.38
188771072020004,211.16
188771069020004,209.99
188770342020004,217.69
188771122020004,199.6
188771120020004,201.11
188770977020004,212.67
188771006020004,230.47
188770807020004,211.97
188770808020004,213.75
188770806020004,212.64
188770289020004,217.62
188770345020004,220.82
188771074020004,219.42
188770873020004,206.78
188770380020004,214.55
188770868020004,210.97
188770384020004,210.92
188771046020004,220.9
188770267020004,213.68
188771142020004,212.98
188770976020004,213.87
188770363020004,220.15
188771143020004,211.95
188771141020004,207.57
188771019020004,206.69
188770295020004,217.09
188770272020004,215.53
188770974020004,212.08
188771040020004,216.13
188771001020004,214.96
188770362020004,212.52
188771045020004,219.65
188771138020004,211.19
188770383020004,211.96
188770269020004,212.78
188771139020004,217.71
188771140020004,214.06
188770871020004,214.43
188771038020004,213.12
188771039020004,222.27
188771041020004,212.74
188771044020004,204.67
188770326020004,218.95
188770874020004,205.43
188771105020004,203.31
188771079020004,192.83
188770319020004,212.24
188771090020004,201.82
188771091020004,206.31
188770330020004,201.66
188771121020004,235.96
188770256020004,220.15
188770742020004,219.1
188770305020004,214.49
188770678020004,218.7
188770926020004,215.21
188770937020004,208.7
188770376020004,216.23
188770359020004,211.49
188770599020004,215.1
188770928020004,213.63
188770927020004,215.86
188770929020004,210.75
188770814020004,215.18
188770306020004,210.11
188770681020004,216.98
188770285020004,209.19
188770930020004,215.42
188770358020004,211.25
188770393020004,215.3
188770257020004,214.84
188770680020004,213.49
188770765020004,214.06
188771356020004,182.5
188771525020004,184.99
188771524020004,181.77
188771526020004,168.86
188771523020004,182.16
188771154020004,191.15
188771355020004,190.31
188771616020004,172.3
188771696020004,180.51
188771619020004,180.13
188771623020004,194.5
188771398020004,163.61
188771531020004,172.41
188771377020004,180.06
188771344020004,163.36
188771212020004,206.63
188771198020004,163.95
188771346020004,165.76
188771292020004,208.88
188771670020004,176.64
188771617020004,197.06
188771545020004,181.37
188771618020004,184.1
188771397020004,164.34
188771310020004,184.15
188771669020004,176.76
188771345020004,164.24
188771613020004,183.26
188771309020004,177.15
188771622020004,179.15
188771621020004,178.92
188771470020004,174.59
188771376020004,189.14
188771471020004,180.23
188771472020004,179.54
188771614020004,180.48
188771375020004,191.93
188771612020004,167.42
188771615020004,174.2
188771469020004,169.05
188771620020004,164.82
188771435020004,200.42
188771583020004,181.43
188771262020004,219.24
188771567020004,188.54
188771568020004,182.91
188771476020004,179.51
188771477020004,191.46
188771473020004,151.5
188771478020004,184.56
188771293020004,178.78
188771497020004,172.89
188771580020004,197.08
188771215020004,198.72
188771581020004,204.48
188771214020004,198.13
188771566020004,191.68
188771200020004,172.44
188771479020004,212.83
188771565020004,182.04
188771169020004,202.13
188771273020004,177.49
188771162020004,194.23
188771582020004,174.75
188771480020004,197.28
188771579020004,190.98
188771284020004,170.22
188771738020004,191.01
188771481020004,171.67
188771305020004,169.92
188771736020004,162.06
188771496020004,192.03
188771370020004,191.11
188771628020004,180.23
188771444020004,162.74
188771570020004,176.08
188771442020004,182.16
188771201020004,198.26
188771270020004,167.44
188771504020004,151.88
188771306020004,203.3
188771371020004,180.67
188771789020004,175.73
188771253020004,178.45
188771649020004,199.4
188771572020004,198.71
188771243020004,158.28
188771441020004,205.41
188771530020004,176.79
188771325020004,194.64
188771499020004,179.23
188771313020004,186
188771647020004,214.76
188771483020004,170.78
188771584020004,193.71
188771625020004,175.39
188771645020004,173.32
188771430020004,155.48
188771285020004,161.7
188771652020004,159.07
188771484020004,203.8
188771627020004,195.16
188771501020004,179.09
188771440020004,157.73
188771641020004,187.27
188771180020004,190.06
188771643020004,184.49
188771459020004,182.58
188771369020004,191.41
188771650020004,190.59
188771507020004,150.23
188771788020004,161.4
188771585020004,181.09
188771642020004,180.97
188771447020004,190.39
188771443020004,163.29
188771458020004,179.01
188771439020004,172.77
188771424020004,225.83
188771626020004,181.76
188771500020004,186.14
188771540020004,198.7
188771255020004,154.92
188771510020004,177.1
188771229020004,166.16
188771529020004,171.18
188771503020004,172.97
188771651020004,166.25
188771460020004,197.58
188771832020004,165.91
188771644020004,185.82
188771793020004,169.14
188771216020004,180.65
188771703020004,188.9
188771202020004,155.71
188771569020004,222.91
188771446020004,198.53
188771656020004,200.82
188771655020004,193.71
188771571020004,169.93
188771792020004,167.14
188771646020004,199.27
188771438020004,162.56
188771485020004,177.13
188771445020004,153.11
188771437020004,197.73
188771242020004,201.21
188771648020004,205.68
188771502020004,191.81
188771814020004,178.65
188771163020004,182.27
188771482020004,183.53
188771322020004,170.71
188771737020004,159.28
188771149020004,184.33
188771573020004,161.63
188771511020004,207.45
188771461020004,184.16
188771372020004,203.45
188771505020004,152.92
188771353020004,187
188771348020004,202.67
188771354020004,182.1
188771694020004,195.53
188771347020004,201.3
188771699020004,188.25
188771518020004,183.67
188771288020004,182.89
188771350020004,190.92
188771519020004,181.77
188771352020004,183.48
188771522020004,197.52
188771351020004,175.99
188771521020004,189.43
188771148020004,200.42
188771520020004,192.02
188771349020004,176.02
188771332020004,182.96
188771362020004,183.67
188771599020004,194.6
188771451020004,166.64
188771527020004,190.48
188771199020004,179.51
188771373020004,184.61
188771374020004,170.02
188771528020004,179.88
188771359020004,190.54
188771311020004,193.77
188771361020004,189.45
188771367020004,171.69
188771455020004,177.46
188771457020004,185.63
188771456020004,175.6
188771170020004,171.1
188771454020004,178.21
188771453020004,178.32
188771364020004,186.72
188771366020004,187.92
188771365020004,168.31
188771611020004,182.79
188771233020004,214.88
188771363020004,178.35
188771333020004,194.74
188771368020004,181.73
188771289020004,189.7
188771452020004,174.91
188771697020004,189.13
188771575020004,181.01
188771431020004,203.63
188771578020004,172.66
188771422020004,196.84
188771434020004,206.6
188771576020004,171.7
188771432020004,175.57
188771698020004,186.88
188771536020004,172.54
188771577020004,186.94
188771534020004,178.79
188771537020004,188.64
188771701020004,207.03
188771700020004,172.66
188771550020004,199.47
188771433020004,209.26
188771423020004,180.54
188771533020004,197.81
188771551020004,217.53
188771532020004,181.65
188771241020004,201.08
188771535020004,192.99
188771539020004,195.1
188771213020004,172.01
188771538020004,195.65
188771360020004,215.16
188771602020004,208.22
188771151020004,211.35
188771381020004,220.35
188771327020004,206.88
188771465020004,204.41
188771603020004,212.4
188771601020004,213.52
188771605020004,216.04
188771604020004,212.27
188771326020004,183.26
188771171020004,187.87
188771343020004,180.87
188771688020004,188.39
188771687020004,189.51
188771685020004,174.02
188771234020004,176.16
188771686020004,175.51
188771330020004,212.73
188771544020004,205.99
188771684020004,207.95
188771517020004,196.23
188771150020004,206.59
188771402020004,194
188771689020004,194.97
188771342020004,190.75
188771275020004,202.25
188771725020004,218.95
188771164020004,220.82
188771600020004,189.31
188771474020004,200.06
188771630020004,216.56
188771462020004,176.82
188771464020004,178.86
188771726020004,204.02
188771172020004,178.8
188771632020004,168.89
188771160020004,205.51
188771221020004,178.65
188771631020004,175.87
188771272020004,190.16
188771463020004,175.66
188771624020004,202.11
188771727020004,219.91
188771561020004,180.14
188771378020004,213.68
188771415020004,211.62
188771380020004,217.5
188771414020004,214.67
188771379020004,210.44
188771416020004,212.65
188771290020004,222.9
188771636020004,195.21
188771486020004,208.22
188771467020004,217.26
188771488020004,199.52
188771498020004,195.88
188771466020004,209.79
188771491020004,208.06
188771731020004,211.88
188771732020004,197.54
188771639020004,213.87
188771638020004,205.46
188771468020004,220.04
188771629020004,220.98
188771161020004,216.87
188771733020004,167.84
188771244020004,192.52
188771489020004,195.33
188771492020004,206.8
188771640020004,231.01
188771633020004,184.5
188771729020004,216.44
188771490020004,210.32
188771637020004,210.32
188771182020004,203.52
188771295020004,209.83
188771487020004,211.37
188771676020004,222.59
188771695020004,222.98
188771674020004,217.25
188771672020004,214.57
188771222020004,203.51
188771665020004,235.94
188771634020004,187.15
188771493020004,216.39
188771635020004,190.74
188771690020004,196.84
188771303020004,185.29
188771409020004,212.46
188771691020004,192.16
188771410020004,213.57
188771693020004,206.62
188771450020004,194.52
188771407020004,208.93
188771165020004,213.17
188771514020004,221.17
188771167020004,210.48
188771856020004,213.53
188771338020004,218.19
188771411020004,213.71
188771287020004,211.96
188771426020004,212.44
188771428020004,216.06
188771223020004,212.02
188771236020004,206.35
188771547020004,211.21
188771276020004,211.47
188771324020004,219.67
188771682020004,211.09
188771251020004,217.83
188771419020004,206.42
188771159020004,215.12
188771391020004,215.33
188771678020004,211.16
188771855020004,212.1
188771383020004,211.43
188771385020004,217.91
188771382020004,209.94
188771157020004,219.43
188771719020004,221.7
188771399020004,219.62
188771495020004,208.62
188771549020004,212.26
188771548020004,214.57
188771331020004,221.65
188771421020004,212.83
188771341020004,217.56
188771871020004,213.35
188771304020004,221.59
188771610020004,218.69
188771238020004,213.93
188771429020004,218.23
188771224020004,212.8
188771384020004,206.44
188771394020004,212.77
188771392020004,214.18
188771606020004,216.09
188771388020004,220.67
188771237020004,206.93
188771420020004,215.38
188771268020004,212.74
188771516020004,218.45
188771291020004,210.94
188771546020004,220.38
188771854020004,211.4
188771683020004,217.7
188771146020004,216.59
188771607020004,223.26
188771418020004,211.11
188771608020004,214.88
188771609020004,215.5
188771396020004,218.07
188771153020004,207.65
188771393020004,220.65
188771512020004,221.53
188771702020004,217.71
188771166020004,212.61
188771494020004,213.81
188771386020004,205.72
188771147020004,215.29
188771269020004,213.43
188771680020004,213.65
188771389020004,215.29
188771395020004,211.81
188771158020004,210.99
188771427020004,212.77
188771857020004,215.45
188771168020004,210.45
188771417020004,209.04
188771513020004,216.79
188771152020004,225.66
188771339020004,215.71
188771340020004,213.21
188771387020004,211.98
188771677020004,213.25
188771358020004,217.45
188771308020004,224.79
188771515020004,218.19
188771235020004,206.87
188771413020004,211.22
188771408020004,207.67
188771475020004,201.68
188771271020004,199.45
188771557020004,200.77
188771707020004,145.21
188771721020004,174.42
188771704020004,176.01
188771257020004,170.24
188771556020004,196.21
188771541020004,157.77
188771256020004,154.09
188771706020004,180.16
188771217020004,175.45
188771553020004,186.95
188771558020004,189.11
188771509020004,191.66
188771425020004,197.91
188771559020004,193.35
188771220020004,149.17
188771552020004,191.97
188771294020004,193.66
188771449020004,185.6
188771274020004,221.89
188771555020004,181.57
188771560020004,203.93
188771542020004,191.86
188771307020004,176.86
188771554020004,207.43
188771177020004,166.73
188771508020004,199.97
188771506020004,155.69
188771708020004,190.38
188771218020004,169.96
188771543020004,189.78
188771705020004,137.11
188771562020004,177.94
188771219020004,181.72
188771406020004,198.13
188771412020004,197.33
188771390020004,199.37
188771403020004,198.95
188771156020004,199.51
188771334020004,192.56
188771155020004,191.17
188771336020004,182.82
188771401020004,189.25
188771404020004,203.26
188771400020004,204.08
188771335020004,190.59
188771692020004,188.64
188771209020004,200.92
188771405020004,197.58
188771357020004,201.95
188771337020004,197.5
188771319020004,214.3
188771901020004,210.08
188771894020004,195.04
188772034020004,216.96
188771896020004,215.55
188771897020004,208.96
188771898020004,204.95
188771899020004,210.89
188772035020004,211.12
188771188020004,217.56
188772037020004,183.75
188772002020004,205.34
188772027020004,212.19
188772001020004,195.22
188772003020004,206.88
188772028020004,209.24
188772025020004,220.56
188772029020004,207.39
188771320020004,223.89
188772024020004,210.52
188772013020004,200.65
188772015020004,204.65
188772026020004,204.77
188772033020004,214.12
188771191020004,221.18
188771970020004,219.11
188772032020004,205.93
188771916020004,204.9
188771968020004,224.92
188771192020004,218.13
188771893020004,214.21
188771329020004,216.91
188771187020004,223.06
188771917020004,201.65
188771892020004,220.13
188772030020004,214.38
188771967020004,219.48
188772031020004,223.76
188771965020004,224.17
188772020020004,202.55
188771891020004,217.73
188771969020004,221.96
188771918020004,202.92
188771868020004,213.62
188771975020004,218.21
188771852020004,214.41
188771664020004,221.24
188771785020004,214.26
188771781020004,222.26
188771853020004,197.13
188771971020004,214.57
188771973020004,214.31
188771772020004,215.29
188771972020004,210.37
188771867020004,205.64
188771863020004,201.59
188771869020004,215.4
188771780020004,213.15
188771974020004,212.55
188771259020004,206.05
188771851020004,179.59
188771864020004,206.07
188771663020004,195.39
188771779020004,212.38
188771933020004,217.34
188771865020004,210.83
188771862020004,229.68
188771666020004,231.71
188771934020004,214.82
188771773020004,211.04
188771783020004,216.93
188771866020004,204.82
188771932020004,222.04
188771997020004,202.59
188771915020004,208.69
188771888020004,232.44
188771996020004,206.73
188771887020004,209.62
188772009020004,182.67
188771990020004,194.77
188771992020004,191.04
188771994020004,194.14
188771909020004,232.27
188771993020004,187.79
188772010020004,195.96
188771183020004,199.53
188771912020004,217.92
188771266020004,220.6
188771913020004,218.37
188771298020004,230.44
188771889020004,218.06
188771991020004,206.89
188772021020004,203.38
188772019020004,220.49
188771886020004,229.55
188771890020004,241.07
188771995020004,189.87
188771914020004,216.63
188771211020004,225.27
188771250020004,232.75
188771778020004,219.89
188771813020004,221.51
188771771020004,204.48
188771929020004,232.91
188771267020004,216.75
188771804020004,226.34
188771957020004,226.59
188771807020004,222.89
188771777020004,212.49
188771962020004,215.21
188771930020004,215.29
188771809020004,212.1
188771190020004,229.12
188771812020004,224.83
188771203020004,214.76
188771808020004,237.52
188771958020004,222.41
188771931020004,223.57
188771806020004,210.7
188771966020004,227.63
188771769020004,210.71
188771810020004,217.43
188771226020004,241.11
188771227020004,203.15
188771436020004,198.53
188771586020004,199.11
188771734020004,220.01
188771277020004,202.77
188771668020004,228.79
188771730020004,222.47
188771827020004,211.1
188771667020004,205.29
188771176020004,210.77
188771179020004,203.82
188771671020004,195.92
188771919020004,204.82
188772011020004,203.02
188772000020004,198.48
188771998020004,190.89
188771206020004,217.62
188772022020004,203.84
188771921020004,204.79
188771900020004,219.37
188771225020004,210.96
188771185020004,223.14
188771197020004,204.11
188771895020004,210.29
188772023020004,206.25
188771240020004,188.91
188771207020004,223.16
188771301020004,196.01
188771184020004,204.98
188772016020004,196.92
188772012020004,201.83
188771920020004,187.38
188771999020004,193.39
188771302020004,215.86
188771711020004,212.03
188771316020004,214.58
188771786020004,215.37
188771980020004,217.88
188771715020004,214.37
188771843020004,197.27
188771193020004,214.9
188771906020004,224.87
188771982020004,211.28
188771265020004,210.79
188771714020004,208.71
188771717020004,220.08
188771787020004,229.51
188771741020004,209.53
188771195020004,222.67
188771204020004,215.48
188771842020004,207.38
188771981020004,215.42
188771716020004,213.26
188771232020004,215.34
188771841020004,216.09
188771833020004,217.17
188771194020004,217.08
188771196020004,227.43
188771297020004,210.33
188771254020004,211.68
188771834020004,209.17
188771252020004,203.65
188771317020004,210.9
188771876020004,206.97
188771925020004,216.77
188771880020004,216.05
188771877020004,220.44
188771879020004,217.7
188771926020004,224.62
188771949020004,210.97
188771923020004,237.54
188771961020004,224.33
188771947020004,219.65
188771959020004,224.44
188771908020004,213.77
188771281020004,215.36
188771924020004,218.99
188771286020004,207.54
188771881020004,225.37
188771878020004,227.94
188771847020004,207.9
188771760020004,209.13
188771762020004,213.33
188771770020004,207.71
188771662020004,229.77
188771258020004,199.63
188771657020004,179.65
188771767020004,227.44
188771766020004,221.68
188771724020004,184.93
188771753020004,206.48
188771564020004,187.94
188771764020004,213.3
188771761020004,226.2
188771758020004,214.3
188771757020004,217.04
188771858020004,213.26
188771768020004,204.37
188771860020004,201.69
188771658020004,209.96
188771723020004,189.94
188771751020004,201.03
188771826020004,215.86
188771296020004,226.93
188771661020004,198.79
188771849020004,179.59
188771574020004,176.18
188771315020004,221.57
188771759020004,221.69
188771323020004,182.45
188771763020004,179.46
188771805020004,208.96
188771750020004,197.45
188771765020004,205.32
188771660020004,162.56
188771181020004,203.91
188771848020004,226.1
188771264020004,221.43
188771728020004,227.5
188771861020004,201.33
188771845020004,200.42
188771811020004,210.01
188771850020004,208.32
188771722020004,171.11
188771563020004,195.69
188771791020004,209.5
188771314020004,223.45
188771859020004,213.26
188771210020004,198.59
188771754020004,200.06
188771248020004,209.31
188771659020004,184.25
188771752020004,220.3
188771903020004,210.45
188771875020004,211
188771922020004,202.66
188771902020004,213.92
188771904020004,215.42
188772014020004,207.68
188771299020004,194.17
188771282020004,185.5
188771239020004,198.68
188771300020004,200.78
188771952020004,207.84
188772007020004,179.59
188771985020004,202.74
188772008020004,195.09
188772006020004,200.64
188771984020004,210.19
188771927020004,215.23
188771950020004,189.68
188772005020004,191.9
188771951020004,195.72
188771953020004,215.46
188772004020004,193.67
188771948020004,210
188771983020004,190.17
188771590020004,211.41
188771829020004,211.42
188771588020004,222.74
188771587020004,212.08
188771278020004,209.2
188771591020004,213.62
188771589020004,204.22
188771673020004,211.46
188771228020004,216.81
188771882020004,219.67
188771186020004,229.23
188771928020004,220.03
188771910020004,218.59
188771318020004,218.47
188771963020004,222.11
188771884020004,231.73
188771328020004,226.12
188771885020004,224.71
188771883020004,226.01
188771964020004,226.04
188771830020004,211.27
188771838020004,211.69
188771837020004,218.83
188771836020004,216.72
188771260020004,214.95
188771245020004,215.17
188771801020004,213.3
188771173020004,217.52
188771803020004,214.59
188771822020004,212.93
188771448020004,176.89
188771746020004,181.85
188771756020004,227.03
188771800020004,220.68
188771742020004,186.34
188771825020004,223.74
188771794020004,194.6
188771823020004,224.4
188771817020004,206.27
188771960020004,220.47
188771796020004,196.99
188771748020004,201.25
188771802020004,209.75
188771820020004,214.59
188771815020004,166.55
188771280020004,205.12
188771799020004,220.26
188771744020004,217.44
188771747020004,193.03
188771740020004,200.74
188771745020004,194.44
188771755020004,203.49
188771797020004,210.36
188771956020004,213.98
188771821020004,212.37
188771230020004,202.58
188771818020004,198.61
188771739020004,199.67
188771846020004,202.5
188771795020004,172.79
188771816020004,212.72
188771954020004,219.45
188771955020004,225.49
188771824020004,224.43
188771735020004,228.59
188771718020004,234.53
188771844020004,195.16
188771743020004,174.7
188771321020004,206.39
188771798020004,190.54
188771749020004,180.73
188771178020004,200.68
188771819020004,199.45
188771263020004,213.5
188771249020004,208.49
188771976020004,212.95
188771175020004,213.77
188771977020004,215.43
188771776020004,206.09
188771279020004,211.69
188771979020004,214.48
188771978020004,217.93
188771174020004,220.56
188771835020004,212.61
188771870020004,209.83
188771828020004,206.4
188771911020004,218.07
188772018020004,218.56
188771208020004,207.11
188772017020004,200.74
188771790020004,217.08
188771709020004,217.09
188771713020004,216.16
188771710020004,215.3
188771775020004,211.79
188771712020004,212.68
188771231020004,219.38
188771774020004,210.09
188772041020004,208
188771189020004,212.67
188771874020004,207.47
188772040020004,215.96
188771944020004,212.58
188771946020004,213.81
188771943020004,214.36
188771872020004,210.74
188771945020004,209.78
188771873020004,210.88
188771907020004,212.79
188771312020004,213.52
188771205020004,211.4
188771936020004,212.27
188771940020004,217.02
188772039020004,215.7
188771261020004,209.32
188772036020004,217.03
188771941020004,219.81
188771939020004,216.11
188771938020004,214.04
188771935020004,219.11
188772038020004,213.49
188771784020004,212.4
188771937020004,222.93
188771283020004,211.43
188771942020004,214.32
188771905020004,213.51
188771782020004,214.19
188771988020004,233.15
188771986020004,198.54
188771987020004,203.78
188771989020004,196.98
188771593020004,215.41
188771681020004,213.79
188771840020004,212.72
188771595020004,213.4
188771675020004,214.79
188771592020004,217.38
188771596020004,209.8
188771598020004,216.69
188771831020004,209.94
188771654020004,216.11
188771720020004,216.83
188771679020004,213.05
188771246020004,214.4
188771247020004,219.15
188771839020004,208.39
188771597020004,211.7
188771653020004,216.88
188771594020004,212.92
188772424020004,186.95
188772089020004,190.79
188772589020004,202.64
188772253020004,186.09
188772426020004,182.11
188772591020004,187.53
188772346020004,176.14
188772423020004,215.66
188772425020004,191.37
188772270020004,166.78
188772293020004,170.83
188772377020004,180.05
188772507020004,214.23
188772505020004,190.86
188772246020004,169.07
188772457020004,176.12
188772458020004,184.03
188772580020004,174.52
188772247020004,180.15
188772430020004,198.94
188772191020004,186.14
188772376020004,169.43
188772509020004,192.39
188772063020004,215.78
188772292020004,177.42
188772375020004,175.46
188772088020004,160.6
188772756020004,209.38
188772319020004,198.67
188772508020004,187.42
188772245020004,174.03
188772419020004,172.77
188772511020004,177.61
188772371020004,178.33
188772269020004,183.04
188772506020004,190.94
188772512020004,172.57
188772369020004,178.54
188772373020004,172.02
188772513020004,166.79
188772374020004,188.99
188772372020004,180.53
188772213020004,144.01
188772370020004,159.48
188772514020004,185.27
188772339020004,198.96
188772337020004,219.41
188772146020004,213.94
188772489020004,197.96
188772490020004,187.74
188772378020004,197.88
188772320020004,201.56
188772516020004,196.63
188772336020004,221.74
188772384020004,195.48
188772518020004,175.83
188772519020004,180.5
188772382020004,189.21
188772693020004,182.4
188772338020004,190.25
188772520020004,190.21
188772480020004,205.21
188772401020004,190
188772491020004,205.13
188772091020004,186.28
188772098020004,166.11
188772383020004,201.48
188772510020004,178.75
188772381020004,199.8
188772517020004,205.2
188772340020004,202.68
188772367020004,205.97
188772350020004,197.16
188772111020004,179.84
188772100020004,152.61
188772407020004,163.86
188772527020004,180.77
188772694020004,156.42
188772695020004,162.47
188772552020004,180.73
188772342020004,185.28
188772415020004,171.76
188772696020004,158.89
188772528020004,203.19
188772101020004,168.64
188772330020004,158.96
188772524020004,183.85
188772483020004,163.79
188772404020004,177.22
188772353020004,186.02
188772343020004,166.72
188772698020004,194.49
188772099020004,159.62
188772321020004,167.38
188772539020004,193.03
188772494020004,193.16
188772387020004,195.44
188772132020004,206.33
188772634020004,169.05
188772525020004,174.92
188772441020004,174.91
188772385020004,187.43
188772545020004,190.88
188772546020004,180.26
188772596020004,180.67
188772102020004,150.13
188772550020004,192.04
188772635020004,166.17
188772639020004,183.7
188772197020004,197.48
188772529020004,177.88
188772405020004,190.11
188772406020004,176.74
188772540020004,176.08
188772522020004,182.54
188772440020004,203.19
188772548020004,168.47
188772543020004,198.57
188772322020004,164.55
188772595020004,162.44
188772593020004,172.96
188772551020004,193.18
188772403020004,152.59
188772061020004,197.31
188772351020004,181.9
188772182020004,171.56
188772386020004,188.71
188772157020004,195.15
188772198020004,154.08
188772526020004,180.89
188772267020004,196.69
188772553020004,172.86
188772409020004,177.73
188772155020004,153.97
188772481020004,179.77
188772482020004,190.37
188772055020004,179.69
188772410020004,150.92
188772579020004,195.07
188772697020004,176.62
188772547020004,216.34
188772352020004,177.02
188772549020004,198.43
188772544020004,193.85
188772402020004,173.03
188772594020004,148.26
188772530020004,194.45
188772408020004,154.31
188772048020004,183.8
188772633020004,176.19
188772442020004,178.99
188772443020004,186.29
188772156020004,156.03
188772492020004,182.4
188772054020004,194.16
188772709020004,163.45
188772493020004,194.88
188772555020004,213.61
188772172020004,173.53
188772542020004,223.67
188772637020004,174.25
188772388020004,196.6
