PLT_CN,asym_agb
22931130010497,181.29
29395718010497,166.31
22931290010497,176.9
22931277010497,185.19
22933086010497,190.69
22933135010497,174.77
22933040010497,183.23
22933145010497,178.75
22933049010497,185.66
22933183010497,192.94
22933182010497,183.24
22933216010497,180.46
22933160010497,177.07
22933208010497,211.59
22933172010497,176.24
22933048010497,185.21
22933094010497,174.04
22933128010497,184.8
22933087010497,177.01
22933121010497,171.87
22933059010497,174.7
22933095010497,172.96
22933237010497,161.28
22933281010497,170.87
29395561010497,151.23
22933305010497,161.4
22931284010497,176.31
22933242010497,159.65
22933308010497,165.02
29395583010497,173.8
22933170010497,164.27
22931156010497,166.42
29395596010497,162.35
22931271010497,164.12
22933271010497,165.6
22933231010497,170.37
22933306010497,159.86
22931143010497,173.24
22933207010497,176.27
22931144010497,173.94
22933215010497,178.05
22931120010497,156.29
29395745010497,166.21
22933280010497,170.81
22933251010497,164.94
22933181010497,162.13
29395684010497,169.07
22931121010497,162.75
29395519010497,176.43
29395021010497,165.09
22933197010497,162.71
22933195010497,175.19
29395692010497,158.47
22931150010497,176.34
22933286010497,181.1
29395747010497,192.55
22933171010497,173.16
29395743010497,172.59
29395582010497,168.77
22933307010497,175.1
29395686010497,150.8
22933196010497,169.3
29395598010497,183.21
22931276010497,156.64
29395565010497,172.37
22930963010497,190.95
22930998010497,215.84
22931033010497,206.24
22930940010497,224.31
22931032010497,219.04
22930948010497,206.93
22930980010497,219.01
22930947010497,207.98
22930990010497,215.7
22930955010497,206.84
22930919010497,213.38
22931092010497,173.04
22933016010497,181.11
22932931010497,177.97
22931084010497,210.56
22932929010497,201.93
22932964010497,198.23
22931109010497,176.18
22933023010497,175.61
22932922010497,200.68
22931091010497,204.45
22932940010497,182.68
22933007010497,193.98
22932963010497,195.57
22933001010497,197.4
22933009010497,174.18
22932973010497,183.02
22932930010497,190.85
22932913010497,200.09
22931101010497,205.04
22931075010497,208.43
22932965010497,175.56
22933008010497,178.19
29881714010497,268.71
29883556010497,262.23
29883558010497,256.58
29883426010497,231.01
29883415010497,208.51
29881476010497,254.79
29882922010497,187.73
29883123010497,196.11
29882873010497,215.78
29882791010497,259.26
29883131010497,260.54
29882807010497,255.73
29883132010497,271.85
29883072010497,269.85
29882987010497,201.7
29883193010497,228.12
29882882010497,238.01
29882994010497,202.27
29882872010497,214.94
29883183010497,218.86
29882898010497,271.39
29883184010497,221.52
29883002010497,230.07
29883245010497,228.68
29882930010497,234.34
29882830010497,240.23
29882874010497,238.25
29883194010497,224.5
29883013010497,247.49
29882753010497,274.53
29883115010497,240.78
29883051010497,210.03
29883114010497,227.15
29882995010497,180.25
29883003010497,239.88
29883203010497,230.03
29883076010497,282.07
29882775010497,179.12
29882806010497,233.9
29882939010497,234.01
29882986010497,211.18
29883113010497,236.36
29883060010497,261.27
29881715010497,261.26
29883192010497,206.95
29883050010497,186.92
29883314010497,212
29883531010497,197.08
29882815010497,219.92
29882774010497,200.36
29882863010497,242.22
29883539010497,258.8
29883452010497,268.32
29883155010497,261.37
29883530010497,217.21
29882756010497,219.78
29883451010497,231.42
29883522010497,197.35
29883483010497,312.23
29882725010497,259.14
29882794010497,243.12
29883482010497,295.42
29882717010497,269.88
29882726010497,246.49
29882765010497,213.29
29882864010497,262.37
29882766010497,177.62
29881712010497,257.76
29881720010497,256.71
29883557010497,261.74
29881894010497,257.65
29883467010497,260.14
29881802010497,216.2
29881719010497,233.58
29881555010497,294.86
29881727010497,230.89
29881886010497,351.38
29881795010497,184.13
29882047010497,269.37
29881548010497,227.52
29881554010497,274.6
29881804010497,191.31
29883340010497,196.6
29881794010497,247.85
29882960010497,263.46
29881887010497,275.37
29881803010497,231.71
29881810010497,288.61
29881721010497,201.51
29881805010497,233.3
29881718010497,259.79
29881793010497,194.16
29881713010497,257.4
29883332010497,226.73
29881879010497,224.59
29881968010497,270.63
29881549010497,195.48
29883220010497,259.08
29881878010497,193.5
29881560010497,270.6
29883427010497,193.35
29883017010497,288.6
29881470010497,263.77
29883254010497,249.08
29882706010497,297.94
29881478010497,219.62
29882840010497,263.26
29883457010497,191.49
29882835010497,261.94
29883383010497,278.38
29882754010497,228.91
29882745010497,222.81
29883315010497,290.56
29881462010497,306.09
29883416010497,284.4
29883006010497,265.71
29883384010497,297.77
29883275010497,278.59
29881477010497,156.45
29883366010497,134.96
29883323010497,210.64
29882708010497,334.03
29883246010497,163.98
29883023010497,288.06
29883373010497,214.73
29882891010497,278.57
29883262010497,190.99
29883253010497,226.47
29881469010497,186.46
29883374010497,281.61
29883385010497,276.5
29882752010497,279.84
29883149010497,245.53
29883337010497,292.74
29882841010497,261.66
29882707010497,261.15
29881711010497,255.69
29883549010497,182.89
29881716010497,260.85
29883462010497,242.49
29883266010497,295.68
29883551010497,276.94
29881636010497,322.62
29881960010497,246.31
29883509010497,308.15
29883543010497,203.09
29881642010497,218.99
29883469010497,218.48
29882951010497,235.27
29883550010497,215.45
29883544010497,291.52
29883515010497,272.58
29883516010497,223.44
29883468010497,185.58
29881630010497,279.16
29883559010497,261.37
29881717010497,256.9
29883497010497,215.08
29883548010497,189.95
29882884010497,270.4
29883474010497,214.75
29881631010497,312.41
29883219010497,286.56
29882885010497,211.36
29882944010497,257.36
29881637010497,308.54
29883552010497,221.7
29883508010497,309.97
29881959010497,271.21
29883502010497,186.64
29883007010497,273.84
29883503010497,225.18
29883560010497,257.19
29883561010497,256.92
29882736010497,259.54
29882737010497,261.25
29882738010497,258.44
29882741010497,256.85
29882742010497,257.42
29882743010497,260.92
29883380010497,229.68
29881475010497,243.62
29883027010497,277.47
29882895010497,231.12
29883074010497,216.63
29882826010497,217.96
29883330010497,303.59
29883286010497,265.99
29883425010497,222.44
29883381010497,314.48
29883312010497,208.69
29883454010497,216.24
29883321010497,197.59
29882735010497,264.38
29883413010497,206.98
29883012010497,227.38
29883313010497,287.06
29881468010497,221.82
29881467010497,256.06
29883205010497,284.35
29883329010497,232.42
29883456010497,220.6
29883372010497,259.2
29883371010497,310.81
29883412010497,185
29882824010497,238.22
29883455010497,213.59
29883202010497,240.04
29881461010497,256.89
29882949010497,235.38
29883424010497,220.51
29882739010497,260.74
29883480010497,188.52
29882715010497,168.35
29882879010497,180.1
29883000010497,239.96
29882870010497,172.55
29882733010497,222.91
29882783010497,208.23
29882804010497,198.57
29882862010497,227.41
29882772010497,164.31
29883088010497,293.79
29882880010497,164.58
29883448010497,200.92
29883143010497,233.85
29883479010497,221.8
29883489010497,171.23
29883481010497,171.76
29882993010497,217.4
29882992010497,210.55
29882871010497,182.94
29883282010497,206.31
29883008010497,238.67
29883449010497,181.75
29882829010497,217.83
29883537010497,179.7
29883538010497,181.96
29882723010497,153.28
29882764010497,154.69
29882937010497,215.75
29882734010497,253.75
29882744010497,259
29883251010497,278.77
29882792010497,286.17
29883128010497,302.55
29882790010497,226.07
29883243010497,262.67
29883199010497,214.46
29883068010497,239.86
29883182010497,212.86
29883414010497,260.37
29883121010497,219.74
29883058010497,216.63
29883112010497,197.51
29883382010497,221.36
29883130010497,284.14
29883252010497,299.21
29883191010497,213.74
29883122010497,268.4
29883261010497,179.85
29883244010497,280.75
29883129010497,283.08
29883322010497,196.04
29883049010497,223.17
29882814010497,218.3
29882773010497,198.49
29882805010497,188.29
29883339010497,155.87
29883059010497,235.39
29882928010497,176.37
29882929010497,205.75
29883001010497,210.13
29882938010497,199.88
29882813010497,169.35
29883144010497,300.82
29882881010497,212.45
29883490010497,191.34
29882755010497,216.34
29883520010497,209.66
29882724010497,224.59
29883442010497,192.52
29882716010497,180.24
29883443010497,191.18
29883491010497,223.08
29883521010497,216.24
29882532010497,216.88
29882536010497,189.52
29882609010497,190.43
29882524010497,223.5
29882529010497,207.83
29882523010497,228.04
29883223010497,209.84
29883110010497,189.44
29883097010497,171.11
29882626010497,182.71
29882693010497,198.28
29882613010497,207.95
29882608010497,185.15
29883111010497,229.44
29883098010497,187.34
29883160010497,215.7
29882746010497,224.24
29881843010497,172.21
29883135010497,229.99
29883046010497,230.02
29883362010497,178.83
29882889010497,217.37
29883338010497,256.64
29883231010497,194.91
29883352010497,218.54
29883363010497,232.8
29882894010497,245.73
29882825010497,253.68
29883432010497,185.65
29883292010497,250.28
29883307010497,160.09
29883230010497,202.47
29883291010497,199.52
29883300010497,213.91
29881980010497,249.64
29883299010497,152.92
29883082010497,253.56
29883401010497,209.58
29883441010497,200.37
29883308010497,298.44
29883433010497,188.74
29883392010497,226.21
29883207010497,254.73
29883241010497,197.89
29882837010497,201.64
29883306010497,185.26
29883240010497,196.99
29883393010497,202.51
29883351010497,200.35
29883403010497,254.08
29883210010497,241.09
29882043010497,253.63
29883218010497,209.27
29883402010497,251.68
29882832010497,200.54
29883137010497,251.06
29883274010497,221.79
29883152010497,211.73
29883232010497,222.62
29883400010497,201.76
29882740010497,257.94
29883350010497,197.94
29883361010497,188.99
29883239010497,233.17
29883168010497,194.42
29883290010497,181.03
29883298010497,182.61
29883450010497,184.61
29883391010497,173.67
29883109010497,260.77
29883399010497,189.54
29883349010497,224.93
29883390010497,176.47
29882615010497,243.35
29882048010497,228.78
29883171010497,226.89
29881844010497,238.84
29882788010497,226.84
29882750010497,203.1
29882703010497,219.55
29883090010497,244.45
29882622010497,241.63
29883089010497,199.91
29882525010497,190.55
29882541010497,259.47
29882526010497,208.7
29882781010497,250.47
216958138020004,204.82
29883283010497,247.77
29881977010497,251.22
29883085010497,241.04
29883201010497,259.39
29882956010497,235.32
29883099010497,228.7
29882694010497,222.9
29882900010497,215.5
29882527010497,228.35
29882952010497,215.2
29882897010497,242.65
29882533010497,205.91
29882614010497,200.15
29883273010497,197.63
29882537010497,234.7
29882538010497,241.04
29882748010497,244.8
29882621010497,244.82
29883335010497,255.81
29882903010497,238.34
29883215010497,247.89
29883162010497,260.25
29881974010497,250.34
29883020010497,237.37
29883021010497,241.94
29883336010497,239.07
29883161010497,235.33
29883284010497,243.28
29883081010497,260.37
29882795010497,221.73
29883216010497,235.54
29882950010497,223.92
216958136020004,198.55
29883136010497,260.81
29883024010497,257.98
29883279010497,234.3
29883172010497,254.49
29883170010497,199.26
29882702010497,178.66
29882692010497,216.29
29883159010497,181.68
29883169010497,190.01
29883417010497,260.58
29883429010497,168.59
29883015010497,178.8
29882996010497,183.95
29883153010497,225.32
29883116010497,177.8
29883324010497,233.81
29882886010497,164.61
29883206010497,181.18
29883255010497,276.01
29883217010497,197.43
29881722010497,282.22
29882044010497,202.67
29883078010497,220.05
29881811010497,242.62
29883063010497,174.29
29883263010497,267.18
29882899010497,172.42
29883196010497,165.61
29883117010497,182.24
29881561010497,212.56
29882924010497,198.75
29883418010497,241
29883256010497,193.41
29881471010497,164.51
29883375010497,164.69
29883316010497,229.47
29883118010497,192.98
29883185010497,278.74
29883062010497,230.06
29883247010497,178.6
216958123020004,165.87
29883086010497,235.33
29882749010497,237.44
29883272010497,186.19
29882961010497,165.79
29882989010497,198.8
29882945010497,225.92
29882953010497,219.25
216958134020004,179.18
29883141010497,203.36
29883331010497,272.89
29883195010497,249.18
29883281010497,177.81
29883368010497,182.21
29883428010497,231.86
29882941010497,171.75
29882827010497,198.39
29882784010497,186.04
29881728010497,235.48
216958087020004,191.91
29883269010497,196.78
29883204010497,175.07
29881978010497,219.94
29881973010497,227.57
29883325010497,170.12
216958121020004,179.25
29883139010497,169.9
29883077010497,167.11
216958100020004,179.99
29883367010497,192.88
29881479010497,212.52
29883309010497,182.74
29882997010497,194.97
29883005010497,194.58
29883133010497,186.05
29883187010497,190.05
29883326010497,180.34
29883178010497,191.37
29883387010497,178.06
29883004010497,200.24
29883376010497,175.53
29883257010497,186.42
29883264010497,193.08
29883248010497,180.69
29883186010497,190.15
29883124010497,187.67
29883419010497,176.42
29883410010497,187.83
29883317010497,182.07
29883053010497,196.31
29883212010497,215.29
29882865010497,169.93
29882940010497,260
29882892010497,260.51
29882923010497,228.32
29882931010497,207.73
29883052010497,200.46
29882816010497,204.96
29883532010497,183.08
29883475010497,205.88
29881970010497,223.69
29882780010497,268.03
29882727010497,204.29
29883138010497,201.39
29882831010497,262.97
29882866010497,219.84
29883271010497,192.94
29883009010497,204.03
29882769010497,198.44
29882988010497,228.88
29882875010497,195.44
29883524010497,197
29882798010497,196.43
29882817010497,188.25
29882719010497,205.39
29882758010497,202.2
29883214010497,178.61
29883533010497,202.69
29882948010497,206.22
29882767010497,185.82
29883014010497,197.04
29882751010497,212.82
29883540010497,204.29
216958126020004,232.83
29882757010497,209.46
29883525010497,206.91
29883061010497,272.93
29882786010497,178.37
29883445010497,200.49
29883485010497,206.89
216958107020004,226.46
29883147010497,210.5
29882045010497,258.27
29882768010497,199.81
29882838010497,218.44
29882776010497,180.41
29882046010497,203.59
29882624010497,220.23
29882619010497,197.97
29882617010497,212.58
29882535010497,222.42
29882540010497,229.13
29882612010497,200.18
29882611010497,219.06
29882605010497,199.81
29882623010497,198.35
29882607010497,218.49
29882542010497,209.14
29882534010497,218.03
29882539010497,215.44
29882530010497,237.05
29882543010497,229.37
29882610010497,197.13
29882528010497,219.73
29882616010497,199.12
29882618010497,241.41
29882606010497,185.77
29882531010497,224.36
29882821010497,165.6
29881797010497,164.57
29882836010497,167.36
29882710010497,182.26
29881808010497,170.86
29882887010497,177.08
29881564010497,176.8
29883504010497,207.81
29883142010497,184.78
29883518010497,189.32
29882785010497,172.28
29881644010497,169.43
29882709010497,168.52
29883554010497,189.51
29882823010497,159.68
29881791010497,167.38
29882957010497,170.48
29881639010497,180.89
29881563010497,186.79
29883211010497,188.88
29881975010497,164.01
29881806010497,186.45
29883555010497,148.78
29881638010497,179.09
29881463010497,182.54
29882896010497,164.48
29881796010497,161.32
29881472010497,181.64
29882901010497,158.88
29881976010497,195.48
29882747010497,162.37
29881562010497,164.99
29883505010497,172.75
29883511010497,185.52
29883458010497,174.88
29881647010497,164.73
29881464010497,182.76
29881633010497,172.23
29883073010497,166.64
29883459010497,178.26
29883470010497,190.77
29883026010497,167.84
29881890010497,181.83
29883025010497,169.92
29881724010497,164.7
29882049010497,155.69
29881557010497,179.13
29881971010497,154.12
29882955010497,171.59
29881882010497,163.88
29883151010497,180.4
29882964010497,154.86
29882958010497,178.41
29883075010497,176.22
29883463010497,170.13
29882946010497,157.95
29883464010497,159.73
29882902010497,155.22
29882796010497,200.97
29881962010497,168.22
29881551010497,185.83
29883386010497,186.68
29881807010497,183.62
29883517010497,172.28
29882888010497,166.52
29881790010497,196.69
29881881010497,172.47
29881880010497,215.18
216958077020004,168.78
29881723010497,192.81
29882963010497,163.79
29882789010497,174.59
29881969010497,170.07
29881961010497,173.6
29883420010497,187.43
29882962010497,183.29
29883499010497,167.76
29881979010497,168.97
29883148010497,173.23
29883471010497,173.67
29881643010497,166.54
29881966010497,177.82
29881874010497,163.62
29883498010497,178.49
29883270010497,166.19
29881873010497,160.93
29881556010497,165.43
29881544010497,185.35
29883545010497,207.31
29883553010497,185.31
29881550010497,177.54
29881632010497,175.77
29883134010497,180.47
29881889010497,174.85
29881798010497,176.82
29883510010497,173.74
29883546010497,163.07
29883278010497,177.51
29881888010497,195.74
29882793010497,221.15
29883163010497,226.42
29883435010497,197.93
29883444010497,198.98
29883091010497,192.79
29883175010497,223.06
29883233010497,192.7
29883365010497,205.1
29882690010497,199.53
29883224010497,232.16
29883174010497,224.2
29882834010497,208.92
29883523010497,207.85
29882042010497,181.38
29883493010497,189.04
29882777010497,221.95
29883225010497,219.76
29882704010497,223.03
29883070010497,233.54
29883293010497,215.77
29883173010497,210.87
29882820010497,207.36
29883164010497,234.74
29882695010497,210.68
29883404010497,245.32
29882696010497,220.41
29883453010497,201.34
29883234010497,230.75
29883364010497,208.16
29883156010497,231.97
29883100010497,216.73
29883102010497,192.07
29883434010497,237.92
29881845010497,193.51
29881840010497,199.28
29883242010497,230.49
29883492010497,268.43
29883344010497,207.75
29881846010497,207.64
29883101010497,190.01
29883333010497,171.8
29883301010497,223.52
29883394010497,206.16
29883354010497,228.37
29883353010497,192.71
29883287010497,216.57
29882697010497,217.77
29883484010497,200.76
29882718010497,261.88
29882822010497,205.36
29883302010497,205.84
29882934010497,189.48
29882771010497,199.55
29883487010497,211.43
29882801010497,190.37
29883534010497,215.94
29882713010497,202.46
29882926010497,194.63
29883495010497,217.23
29882730010497,205.29
29882721010497,199.77
29883526010497,224.89
29882877010497,191.55
29882800010497,192.32
29882761010497,205.46
29882770010497,200.87
29882714010497,195.63
29882811010497,191.51
29882878010497,193.62
29882819010497,202.59
29882731010497,199.61
29882868010497,193.96
29883527010497,210.11
29883535010497,198.81
29883289010497,194.51
29883238010497,189.31
29883108010497,172.64
29883158010497,172.2
29883285010497,181.02
29883096010497,185.38
29883229010497,173.69
29882833010497,176.99
29883345010497,233.84
29883355010497,228.3
29883406010497,222.51
29883294010497,211.12
29883165010497,211.2
29883043010497,219.12
29883105010497,223.8
29882620010497,224.45
29883226010497,219.65
29883235010497,222.56
29881847010497,215.64
29881841010497,222.8
29882625010497,220.59
29883104010497,219.78
29881842010497,209.66
29883395010497,224.46
29883093010497,217.4
29883103010497,220.78
29883303010497,228.04
29883295010497,224.77
29883176010497,221.97
29883092010497,221.41
29883221010497,189.09
29883305010497,193.22
29883167010497,187.11
29883222010497,190.08
29883228010497,191.42
29883200010497,183.65
29883397010497,221
29883095010497,200.32
29883083010497,191.37
29883297010497,190.83
29883347010497,200.65
29883094010497,181.57
29881708010497,160.51
29881546010497,166.04
29882779010497,155.7
29883500010497,167.43
29881792010497,155.84
29881627010497,171.35
29882883010497,147.75
29883460010497,171.76
29883472010497,165.3
29883277010497,162.7
29883265010497,158.82
29881875010497,160.83
29883506010497,158.38
29881473010497,166.73
29881891010497,157.64
29883010010497,170.41
29883154010497,153.48
29883069010497,161
29883018010497,173.31
29881628010497,181.23
29881709010497,178.64
29881634010497,161.24
29881965010497,171.01
29881545010497,188.27
29882959010497,183.57
29881799010497,167.97
29883430010497,174.43
29883011010497,196.57
29883213010497,166.41
29883512010497,174.42
29881552010497,165.71
29883377010497,171.17
29881883010497,157.21
29882893010497,160.45
29882947010497,158.66
29882890010497,167.3
29881963010497,157.68
29881884010497,165.88
29883421010497,171.06
29882965010497,180.52
29881640010497,177.08
29883431010497,170.78
29881725010497,164.32
29883236010497,213.27
29883356010497,215.94
29883388010497,215.8
29883357010497,219.08
29883346010497,215.88
29883477010497,205.95
29883288010497,218.61
29883438010497,219.24
29883436010497,217.35
29883437010497,220.37
29883227010497,221.11
29883446010497,208.5
29883107010497,201.14
29883408010497,185.69
29882797010497,197.62
29883237010497,199.21
29883439010497,199.5
29883398010497,210.54
29883348010497,194.74
29883208010497,190.03
29882933010497,210.58
29882876010497,205.22
29882932010497,201.77
29882720010497,220.96
29882760010497,209.89
29883054010497,197.51
29883486010497,208.2
29882759010497,219.78
29882728010497,215.12
29883327010497,186.59
29883476010497,216.68
29882925010497,200.89
29882990010497,201.49
29882729010497,215.96
29882942010497,212.24
29883064010497,192.56
29882810010497,210.86
29882818010497,214.83
29882809010497,217.66
29882712010497,219.17
29883494010497,219.52
29882867010497,203.34
29883179010497,199.18
29882799010497,208.49
29883405010497,227.68
29882808010497,214.82
29883055010497,199.39
29882999010497,183.42
29883249010497,187.81
29883318010497,174.68
29883120010497,187.36
29883369010497,175.89
29883056010497,184.6
29883197010497,185.89
29883127010497,179.8
29883126010497,184.43
29883188010497,185.87
29883260010497,173.2
29883180010497,186.79
29883250010497,184.16
29883125010497,183.26
29883310010497,179.13
29883065010497,191.86
29882943010497,201.06
29883259010497,184.14
29883370010497,178.79
29883119010497,187.37
29883047010497,187.51
29883258010497,189.19
29883048010497,200.51
29882998010497,188.03
29883542010497,182.86
29882839010497,181.02
29883334010497,183.92
29882787010497,180.92
29883473010497,182.64
29881474010497,162.56
29883466010497,162.01
29883016010497,173.77
29881972010497,160.55
29881877010497,166.07
29883547010497,170
29883019010497,176.26
29881710010497,194.79
29883267010497,164.66
29883084010497,178.97
29883087010497,202.4
29883145010497,163.8
216958091020004,184.17
29883280010497,180.64
29882778010497,157.81
29881876010497,182.12
29881629010497,164.89
29883268010497,182.88
29881726010497,167.11
29883146010497,157.19
29881547010497,166.32
29881646010497,172.38
29881885010497,177.72
29883150010497,177.48
29881626010497,183.35
29881466010497,178.61
29883071010497,152.99
29883501010497,169.43
29883190010497,183.34
29883066010497,173.95
29883067010497,174.69
29883319010497,168.95
29883189010497,171.87
29883198010497,180.01
29882935010497,187.26
29882991010497,174.93
29883328010497,177.83
29883422010497,177.79
29882984010497,186.74
29881460010497,191.73
29883181010497,174.73
29883311010497,180.5
29883320010497,180.15
29883057010497,171.78
29883423010497,194.87
29883378010497,172.3
29883276010497,177.95
29881641010497,167.62
29882711010497,172.1
29881565010497,170.8
29881892010497,175.22
29882782010497,204.62
29883379010497,158.23
29883461010497,172.17
29883465010497,157.63
29882705010497,158.25
29882828010497,171.24
29881809010497,146.42
29881801010497,172.93
29881459010497,164.2
29883541010497,182.38
29881893010497,171.34
29883514010497,180.83
29883140010497,156.4
29881964010497,163.16
29883507010497,161.71
29881553010497,166.47
29882954010497,173.04
29881558010497,169.02
29883079010497,158.49
29883080010497,192.16
29881559010497,153.13
29883411010497,165.33
29881645010497,185.29
29881635010497,169.11
29881465010497,173.83
29881967010497,167.63
29883513010497,156.99
29881800010497,183.17
29883209010497,163.68
29883296010497,212.06
29883177010497,204.16
29883045010497,188.47
29882691010497,211.32
29882699010497,216.07
29883106010497,209.02
29883304010497,208.37
29883358010497,211.8
29883389010497,215.5
29882701010497,207.02
29883166010497,205.21
29883157010497,211.47
29882698010497,222.14
29882700010497,211.06
29883044010497,189.86
29883396010497,214.43
29882927010497,191.73
29882762010497,175.61
29882985010497,176
29883488010497,206.14
29883447010497,168.74
29883359010497,203.68
29882860010497,195.16
29883440010497,175.39
29882812010497,173.76
29882861010497,178.23
29883496010497,202.6
29882802010497,194.91
29883478010497,203.82
29882722010497,202.87
29883409010497,178.42
29882732010497,199.52
29883528010497,199.23
29882803010497,191.27
29883536010497,176.1
29883407010497,213.36
29882936010497,181.32
29883360010497,199.33
29883529010497,182.21
29883519010497,190.35
29882763010497,183.35
29882869010497,176.65
40220589010497,224.99
15655122010497,256.72
40220662010497,209.98
40220630010497,181.36
40220596010497,217.73
40220492010497,185.25
9827887010902,261.22
9827888010902,257.79
40220458010497,251.4
40220431010497,174.23
40220493010497,283.9
40220537010497,243.76
40403484010497,240.99
40403603010497,271.09
40220407010497,246.31
40220528010497,231.01
40403524010497,242.71
40403503010497,247.41
40403601010497,236.55
40403559010497,283.48
40220484010497,284.58
216958145020004,254.62
40220441010497,233.7
40220518010497,233.19
40220474010497,226.69
40220466010497,223.43
40220483010497,217.65
40220406010497,235.55
216958080020004,242.58
40220440010497,195.12
40220448010497,243.69
40220423010497,227.15
40220500010497,254.68
40220530010497,255.9
40220397010497,233.24
40220509010497,221.18
40220517010497,222.21
40996220010497,247.8
216958146020004,262.51
40220529010497,286.53
216958104020004,219.67
9827876010902,253.99
40220457010497,224.13
40220465010497,200.79
40220553010497,234.55
9827849010902,257.75
40220499010497,248.58
40220362010497,188.38
40220879010497,257.52
40220347010497,189.48
40220808010497,266.57
40220310010497,197.55
40220320010497,251.4
40220353010497,200.73
40220311010497,224.32
40220312010497,286.21
40220422010497,225.53
40220865010497,250.86
40220810010497,224.72
40220377010497,202.25
40220371010497,250.51
40220421010497,197.07
9827846010902,233.31
40220396010497,199.12
40220337010497,239.53
40220829010497,289.67
40220386010497,218.37
40220285010497,273.93
40220329010497,260.48
40220354010497,254.51
40220846010497,283.5
40220363010497,243.1
40220361010497,193.88
15655123010497,261.89
9827957010902,264.92
9827880010902,258.72
9827881010902,260.49
40220716010497,206.57
40220715010497,236.82
9827865010902,258.55
9827866010902,265.99
40220851010497,246.85
40220706010497,200.65
40220671010497,263.58
40220704010497,198.69
40220893010497,230.52
40220683010497,292.63
40220853010497,269.65
40220703010497,188.86
40220900010497,218.79
40220676010497,275.74
40220811010497,267.55
40220826010497,270.56
40220682010497,198.34
40220695010497,197.31
40220864010497,248.52
40220677010497,272.61
40220849010497,255.21
40220859010497,274.53
40220899010497,304.27
40220895010497,273.74
40220670010497,192.39
40220663010497,205.11
40220837010497,243.53
40220717010497,261.86
40220828010497,291.66
40220690010497,267.17
40220725010497,238.28
40220705010497,204.26
40220694010497,220.17
40220718010497,228.82
40220870010497,297.81
40403369010497,184.36
40220848010497,226.46
40220712010497,206.5
40220711010497,262.01
40220812010497,291.13
40220890010497,238.46
40220855010497,273.58
40220597010497,147.04
40220604010497,256.09
40220887010497,273.84
40220572010497,250.89
40220614010497,277.07
40220545010497,213.71
40220653010497,282.79
40220880010497,278.74
40220615010497,242.2
9827842010902,260.87
40220563010497,228.56
40220903010497,303.19
40220622010497,297.55
40220562010497,196.21
9827867010902,260.89
40220645010497,251.73
40220613010497,197.09
40220554010497,234.2
40220898010497,271.18
40220824010497,272.98
40220646010497,242.22
40220571010497,163.41
40220638010497,278.47
40220886010497,225.91
40220854010497,270.1
40220807010497,250.34
40220821010497,259.24
40220580010497,281.96
40220564010497,183.11
40220621010497,157.86
40220637010497,174.18
9827868010902,257
9827874010902,262.27
9827886010902,259.92
40220770010497,271.21
40220763010497,340.81
9827843010902,237.31
40220867010497,286.65
40220784010497,203.99
40220789010497,185.83
40220762010497,211.69
40220739010497,240.74
40220782010497,191.84
40220783010497,305.32
40220769010497,269.67
40220776010497,275.1
40220745010497,248.3
40220768010497,299.19
9827879010902,256.92
40220847010497,277.2
40220738010497,315.9
40220877010497,282.76
40220733010497,277.74
40220836010497,261
40220744010497,235.11
40220749010497,209.31
40220757010497,237.07
40220756010497,193.45
40220702010497,214.68
40220723010497,197.23
40220897010497,288.57
40220724010497,259.76
40220777010497,246.2
9827877010902,260.48
9827878010902,256.82
9827962010902,256.35
9827889010902,256.73
15655121010497,263.49
9827890010902,257.92
9827870010902,258.83
9827871010902,260.45
9827924010902,257.88
9827926010902,260.01
40220612010497,205.89
40220586010497,269.33
40220831010497,230.77
40220603010497,247.19
40220620010497,229.75
40220587010497,277.52
40220619010497,207.48
40220561010497,331.69
40220816010497,222.83
40220595010497,296.9
40220578010497,320.21
40220885010497,239.12
40220570010497,251.06
40220577010497,197.37
40220629010497,179.11
9827925010902,257.24
40220602010497,203.58
40220628010497,202.89
40220652010497,265.7
40220611010497,223.8
40220569010497,315.31
9827875010902,262.02
40220429010497,205.7
40220326010497,164.97
40220345010497,172.46
40220437010497,206.12
40220817010497,213.12
40220308010497,200.66
40220359010497,178.12
40220430010497,217.05
40220309010497,185.98
40220327010497,186.85
40220862010497,251.61
40220360010497,173.15
40220840010497,189.12
40220394010497,172.53
40220352010497,183.37
40220863010497,231.35
40220319010497,175.58
40220335010497,190.87
40220395010497,182.06
40220318010497,174.38
40220438010497,203.81
40220375010497,202.79
40220385010497,174.11
40220403010497,203.24
9827947010902,257.33
9827933010902,260.02
40220544010497,241.94
40220508010497,206.09
40220472010497,208.13
40220526010497,288.49
40220535010497,305.57
40220552010497,254.89
40220515010497,218.81
40220498010497,271
40220588010497,213.23
40220490010497,257.54
40220550010497,226.95
9827953010902,259.09
40220579010497,199.04
9827948010902,258.88
40220527010497,277.55
40220852010497,207.56
40220516010497,232.24
40220536010497,269.71
40220873010497,241.11
40220551010497,205.46
40220560010497,255.85
40220892010497,219.46
40220497010497,273.45
40220842010497,216.51
40220481010497,257.6
40220464010497,217.85
40220525010497,275.25
40220446010497,195.16
9827934010902,209.46
40220473010497,280.23
40220839010497,173.93
40220447010497,187.2
40220376010497,205.05
40220369010497,147.54
40220482010497,294.74
40220405010497,170.03
40220404010497,188.44
40220841010497,193.74
40220834010497,177.31
40220822010497,199.24
40220813010497,230.18
40220439010497,169.63
