STATECD,n_plots,n_l3_ecoregions,pct_hcb_known,pct_agree
13,23533,6,55.83223558407343,56.92006968937237
23,6288,3,49.07760814249364,48.05979643765903
27,63032,7,32.67546642974997,73.97829673816474
53,11775,9,45.29936305732484,41.112526539278136
