STATECD,COUNTYCD,FORTYPCD,n_plots,sdimax_metric_mean,sdimax_metric_median,sdimax_metric_p25,sdimax_metric_p75,sdimax_english_mean,sdimax_english_median
36,17,805,7,628.2,637.1,485.5,769.5,254.2,257.8
36,17,809,9,1092.9,1046.1,916.7,1216.2,442.3,423.4
36,17,962,2,967.5,921.5,707.5,1227.5,391.5,372.9
36,17,999,2,626,618.4,456.9,795.1,253.3,250.3
36,19,103,7,1004.5,922,758.8,1165.7,406.5,373.1
36,19,104,1,1430.1,1321.2,1430.1,1430.1,578.7,534.7
36,19,105,3,1067,1054.8,1039.9,1120.1,431.8,426.9
36,19,121,8,1128.8,1118.7,947.8,1403.6,456.8,452.7
36,19,127,3,979.1,1113.6,841.1,1186.8,396.2,450.7
36,19,401,2,585.2,583.7,549.5,620.8,236.8,236.2
36,19,503,2,744.3,708.6,618.3,870.3,301.2,286.8
36,19,505,1,834.3,739.6,834.3,834.3,337.6,299.3
36,19,509,1,563.3,571.2,563.3,563.3,228,231.1
36,19,513,1,700,670.4,700,700,283.3,271.3
36,19,516,1,983.2,986.8,983.2,983.2,397.9,399.4
36,19,517,4,754.8,578.2,481.6,876.5,305.5,234
36,19,519,1,777.5,781.1,777.5,777.5,314.6,316.1
36,19,701,2,701.5,679.5,644.3,758.7,283.9,275
36,19,705,1,1359.3,1314.4,1359.3,1359.3,550.1,531.9
36,19,706,1,926.2,912.6,926.2,926.2,374.8,369.3
36,19,707,1,1006.9,1013.9,1006.9,1006.9,407.5,410.3
36,19,708,3,556.7,555.2,503.3,616.8,225.3,224.7
36,19,801,30,969.2,921.9,760.2,1192.1,392.2,373.1
36,19,805,8,900.1,763.3,726.3,931.2,364.3,308.9
36,19,809,5,697.4,767.4,542.7,775.5,282.2,310.6
36,19,901,6,1127.2,1117.2,827.9,1493.3,456.2,452.1
36,19,902,2,668.2,691.1,600.1,736.3,270.4,279.7
36,19,999,1,338.7,380,338.7,338.7,137.1,153.8
36,21,103,4,904.3,976.4,604.6,1227.3,366,395.1
36,21,105,1,1218.7,1195.9,1218.7,1218.7,493.2,484
36,21,171,1,878.7,837.8,878.7,878.7,355.6,339
36,21,401,1,956.1,910.5,956.1,956.1,386.9,368.4
36,21,503,8,952.5,939.9,836.7,1097.5,385.5,380.4
36,21,505,3,890.6,880.7,885.7,897.4,360.4,356.4
36,21,512,1,815.9,866,815.9,815.9,330.2,350.5
36,21,515,1,747.3,727.2,747.3,747.3,302.4,294.3
36,21,516,1,694.8,692.9,694.8,694.8,281.2,280.4
36,21,517,1,1308.2,1217,1308.2,1308.2,529.4,492.5
36,21,705,1,482.9,516,482.9,482.9,195.4,208.8
36,21,706,1,744,708.8,744,744,301.1,286.8
36,21,708,2,765.5,774.3,725.1,805.9,309.8,313.4
36,21,801,8,980.2,928.9,833.9,1082.3,396.7,375.9
36,21,802,1,383,452.3,383,383,155,183
36,21,805,5,736.3,722.4,610.4,845.4,298,292.3
36,21,902,1,633,702.1,633,633,256.2,284.1
36,21,962,2,783.8,750.7,724.8,842.8,317.2,303.8
36,21,999,1,394.5,411.8,394.5,394.5,159.7,166.7
36,23,103,2,1697.7,1590.9,1603.6,1791.9,687,643.8
36,23,123,1,520.8,410.7,520.8,520.8,210.7,166.2
36,23,384,1,2580.6,2181.9,2580.6,2580.6,1044.3,883
36,23,516,2,829.3,795.2,640.2,1018.4,335.6,321.8
36,23,517,5,750.3,737.7,660.5,718.4,303.6,298.6
36,23,519,2,756.8,746.7,551.1,962.5,306.3,302.2
36,23,703,1,337.4,330.4,337.4,337.4,136.5,133.7
36,23,801,13,746.9,772,548.8,901.9,302.3,312.4
36,23,802,2,620.5,662.9,514.3,726.7,251.1,268.3
36,23,805,12,962.6,838.6,765.2,1022.3,389.6,339.4
36,23,809,3,837.8,782.9,780.5,879.3,339,316.8
36,23,962,1,774.1,749.5,774.1,774.1,313.3,303.3
36,23,999,1,567.6,592.1,567.6,567.6,229.7,239.6
36,25,103,2,1091.2,1088.1,946.9,1235.4,441.6,440.3
36,25,105,2,1061.3,1073.5,1001.7,1120.8,429.5,434.4
36,25,401,4,871.9,833.9,729.8,1014.2,352.9,337.5
36,25,503,3,1099.8,845.7,739.9,1333.2,445.1,342.2
36,25,505,2,1143,1057.3,1040.9,1245.1,462.6,427.9
36,25,516,3,1127.1,1265.5,785.8,1588.6,456.1,512.1
36,25,517,3,489.9,402.7,452,519.3,198.3,163
36,25,519,4,890,889.6,708.4,1064.9,360.2,360
36,25,520,1,1098,1068.4,1098,1098,444.3,432.4
36,25,708,1,286.6,293.7,286.6,286.6,116,118.8
36,25,801,60,923.7,857.8,691.1,1046.4,373.8,347.2
36,25,802,1,754.1,745.4,754.1,754.1,305.2,301.7
36,25,805,16,1006.1,910.9,778.5,1208.3,407.2,368.6
36,25,809,23,975,960.4,849.7,1082.9,394.6,388.6
36,25,901,1,704.9,621.1,704.9,704.9,285.2,251.4
36,25,962,1,1014.1,861.1,1014.1,1014.1,410.4,348.5
36,27,171,1,1041.6,1005.6,1041.6,1041.6,421.5,406.9
36,27,381,1,605.4,581.5,605.4,605.4,245,235.3
36,27,401,1,913.4,898.4,913.4,913.4,369.6,363.6
36,27,402,1,431.6,444.5,431.6,431.6,174.6,179.9
36,27,502,3,731.4,719.4,653.8,818.6,296,291.1
36,27,503,9,862.4,815.1,651.8,985.4,349,329.9
36,27,504,1,1096.7,1065.2,1096.7,1096.7,443.8,431.1
36,27,505,6,802.2,771.6,728.3,888.2,324.6,312.3
36,27,506,3,846.9,900.1,762.4,994.8,342.7,364.2
36,27,507,1,1181.6,1167.4,1181.6,1181.6,478.2,472.4
36,27,510,1,1390.5,1354.5,1390.5,1390.5,562.7,548.2
36,27,512,1,668.6,703.3,668.6,668.6,270.6,284.6
36,27,515,5,866.6,803.2,745.2,867.7,350.7,325
36,27,519,1,757.6,735.7,757.6,757.6,306.6,297.7
36,27,701,1,996.9,986.5,996.9,996.9,403.4,399.2
36,27,704,1,622.5,640.9,622.5,622.5,251.9,259.4
36,27,708,4,807.8,783.3,642.2,915.6,326.9,317
36,27,801,7,740.3,711.4,571.9,840.5,299.6,287.9
36,27,802,2,739.5,727.8,648.9,830.1,299.3,294.5
36,27,805,5,525.8,526.6,447.1,575.6,212.8,213.1
36,27,999,2,614.9,603.3,536.9,692.9,248.8,244.1
36,29,103,1,1117.8,1080.9,1117.8,1117.8,452.3,437.4
36,29,381,2,428.9,448.6,427.3,430.6,173.6,181.5
36,29,503,4,784.1,900.9,580.6,1073.2,317.3,364.6
36,29,517,1,561,623.2,561,561,227,252.2
36,29,519,2,905.3,869.4,898.4,912.1,366.4,351.8
36,29,701,3,700.8,774.5,609.5,839.5,283.6,313.4
36,29,702,1,382.6,411.2,382.6,382.6,154.9,166.4
36,29,703,3,658.1,575.4,561.3,741.2,266.3,232.9
36,29,706,5,520.5,426.2,394.9,572.5,210.6,172.5
36,29,707,1,572.8,562.8,572.8,572.8,231.8,227.8
36,29,708,5,794.3,803.7,679.1,856.3,321.4,325.3
36,29,801,7,894.2,960.3,715.3,1080,361.9,388.6
36,29,802,1,1218.1,1165.6,1218.1,1218.1,492.9,471.7
36,29,805,5,969.1,700,695.4,1383.5,392.2,283.3
36,29,809,4,1107.5,1075.3,819.1,1366.5,448.2,435.2
36,29,901,3,562.9,585.4,511.3,629.2,227.8,236.9
36,29,995,1,402.3,408,402.3,402.3,162.8,165.1
36,29,999,2,570.4,640.9,546,594.7,230.8,259.4
36,31,102,2,530.7,556,450.7,610.8,214.8,225
36,31,103,9,1130.3,937.2,790.6,1364.8,457.4,379.3
36,31,104,2,1813,1797.5,1326.1,2300,733.7,727.4
36,31,105,5,1081,1025.9,1041.3,1229.3,437.5,415.2
36,31,121,10,925.9,1036.8,894.4,1084.4,374.7,419.6
36,31,123,3,1044,936.6,888.9,1154.4,422.5,379
36,31,124,8,1095,1150.9,941.4,1232.9,443.1,465.8
36,31,127,2,1664.3,1620,1521,1807.7,673.5,655.6
36,31,401,12,1058.4,1042.9,922.6,1168.1,428.3,422
36,31,409,1,608.8,608.7,608.8,608.8,246.4,246.3
36,31,503,5,950.4,871.2,750.6,1118.7,384.6,352.6
36,31,505,5,747.2,764.1,706.8,815.1,302.4,309.2
36,31,517,2,571.1,555.4,446.9,695.2,231.1,224.8
36,31,703,1,482.6,463.1,482.6,482.6,195.3,187.4
36,31,801,95,927,901.5,743.8,1074.7,375.2,364.8
36,31,805,11,874.1,783.4,624.2,1150.9,353.7,317
36,31,809,3,1011.5,1051.6,979,1035.6,409.3,425.6
36,31,901,1,1028.2,1032.4,1028.2,1028.2,416.1,417.8
36,31,902,7,956.1,975.1,833.9,1065.4,386.9,394.6
36,31,962,1,835,774.6,835,835,337.9,313.5
36,31,999,1,504.8,552.1,504.8,504.8,204.3,223.4
36,33,103,5,959.3,781.9,756.1,831.4,388.2,316.4
36,33,104,2,867.7,863,796.9,938.5,351.1,349.2
36,33,121,8,890.2,844.1,775.4,1032.8,360.3,341.6
36,33,123,5,788,782.4,669.9,937.7,318.9,316.6
36,33,124,5,1092.3,926.6,888,1212.4,442,375
36,33,125,6,662.1,580.4,478.6,696.3,268,234.9
36,33,127,3,1199.4,1093.3,1046.2,1301.4,485.4,442.4
36,33,381,1,1044.9,1023,1044.9,1044.9,422.8,414
36,33,384,4,1058.2,1020.7,984.1,1112,428.2,413.1
36,33,401,1,889.4,966.6,889.4,889.4,359.9,391.2
36,33,503,1,1210.1,1191.9,1210.1,1210.1,489.7,482.4
36,33,516,1,252.1,310.5,252.1,252.1,102,125.6
36,33,517,1,519.8,504.2,519.8,519.8,210.3,204
36,33,701,3,754.3,633,619.1,829.9,305.3,256.2
36,33,702,1,648.9,558.5,648.9,648.9,262.6,226
36,33,705,1,391.7,478.6,391.7,391.7,158.5,193.7
36,33,706,1,479,455.5,479,479,193.8,184.3
36,33,708,2,641.3,606.5,597.5,685.1,259.5,245.5
36,33,801,78,945.5,884,767.3,1110.5,382.6,357.7
36,33,805,7,851.2,785.6,715.4,916.6,344.5,317.9
36,33,809,15,893.3,812.7,742.9,1037.7,361.5,328.9
36,33,901,2,448.5,299.9,434.3,462.7,181.5,121.4
36,33,902,1,1028.6,1036.4,1028.6,1028.6,416.2,419.4
36,33,903,1,743.6,708.1,743.6,743.6,300.9,286.6
36,35,103,2,1342.3,1292.4,1334.2,1350.4,543.2,523
36,35,104,2,1176.7,1138.7,1174.5,1179,476.2,460.8
36,35,105,2,1073.8,1125.4,1022.6,1125,434.6,455.4
36,35,123,1,828.3,852.3,828.3,828.3,335.2,344.9
36,35,401,5,1346.6,1335.3,1246.3,1518.3,544.9,540.4
36,35,505,2,866.6,867.8,846.1,887.1,350.7,351.2
36,35,517,1,566.7,557,566.7,566.7,229.3,225.4
36,35,704,1,810.8,739.4,810.8,810.8,328.1,299.2
36,35,801,26,1033.7,1032.2,855,1208.4,418.3,417.7
36,35,805,2,769.2,767.7,711.9,826.5,311.3,310.7
36,35,809,4,1088.5,1119.4,1065.5,1142,440.5,453
36,35,962,2,803.7,778.7,608.6,998.9,325.3,315.1
36,35,995,1,604.5,667.9,604.5,604.5,244.6,270.3
36,37,102,1,1133.9,1136.6,1133.9,1133.9,458.9,460
36,37,503,2,801.1,790.1,735.5,866.6,324.2,319.8
36,37,517,1,387.7,379.6,387.7,387.7,156.9,153.6
36,37,701,1,441.6,439.9,441.6,441.6,178.7,178
36,37,706,3,468.2,422.6,376.8,541.7,189.5,171
36,37,707,3,978.2,1020.6,883.7,1124.3,395.8,413
36,37,708,2,909.6,872.8,839.2,980.1,368.1,353.2
36,37,805,6,810.9,812,529.3,1105.2,328.1,328.6
36,37,809,1,1138,1072.2,1138,1138,460.5,433.9
36,39,103,3,1144.6,1248.4,1093.9,1233.1,463.2,505.2
36,39,105,1,1256.1,1231.4,1256.1,1256.1,508.3,498.3
36,39,401,2,980.1,1027,917.1,1043.2,396.6,415.6
36,39,402,1,670.9,652.8,670.9,670.9,271.5,264.2
36,39,503,5,1143.4,992.7,922.3,1308.3,462.7,401.8
36,39,505,3,1128.8,1104.2,944.1,1293.5,456.8,446.9
36,39,515,3,828.4,952.1,700.6,1014,335.2,385.3
36,39,516,1,605.1,759.2,605.1,605.1,244.9,307.2
36,39,517,1,652.7,628.8,652.7,652.7,264.1,254.5
36,39,520,1,930.2,934.2,930.2,930.2,376.4,378
36,39,701,1,1252,1268.2,1252,1252,506.6,513.2
36,39,706,1,682.6,697.8,682.6,682.6,276.2,282.4
36,39,708,1,330.2,317.7,330.2,330.2,133.6,128.6
36,39,801,21,1054.6,1033,868.8,1209.8,426.8,418
36,39,805,11,956.8,838.1,788.4,1135.1,387.2,339.2
36,39,809,1,980.1,889.8,980.1,980.1,396.7,360.1
36,39,902,1,1043.9,1009.5,1043.9,1043.9,422.5,408.5
36,39,999,2,661.3,707,660.3,662.4,267.6,286.1
36,41,103,3,1025.2,947.4,973.2,1065.4,414.9,383.4
36,41,105,8,1055.4,978.8,862.3,1318.3,427.1,396.1
36,41,121,3,786.8,729.7,570.8,944.1,318.4,295.3
36,41,123,3,1239.3,1171,1229.9,1253.3,501.5,473.9
36,41,124,9,1136.2,925.4,860,1556.9,459.8,374.5
36,41,126,3,706.1,872.6,590.9,873.8,285.8,353.1
36,41,384,1,1008.1,978.7,1008.1,1008.1,408,396.1
36,41,401,1,1099,1048,1099,1099,444.7,424.1
36,41,708,1,635.8,637.1,635.8,635.8,257.3,257.8
36,41,801,128,988.5,941.8,806.8,1126.8,400,381.1
36,41,805,5,882.3,891.3,764.7,947.2,357,360.7
36,41,809,10,965.6,983,931.2,1079.7,390.8,397.8
36,41,901,1,447,418.8,447,447,180.9,169.5
36,41,902,1,1002.5,1138.8,1002.5,1002.5,405.7,460.8
36,43,102,1,723.4,689.1,723.4,723.4,292.7,278.9
36,43,105,3,1106.5,1225.1,962.8,1310.6,447.8,495.8
36,43,121,2,832.3,860.7,760.1,904.6,336.8,348.3
36,43,123,3,1048.8,1133.5,983.9,1163.6,424.4,458.7
36,43,124,3,837.7,811.7,807,869.6,339,328.5
36,43,126,1,772.7,761.6,772.7,772.7,312.7,308.2
36,43,381,1,740.4,760.5,740.4,740.4,299.6,307.8
36,43,503,3,820.3,777.3,806,835.5,332,314.6
36,43,516,1,788.1,756.3,788.1,788.1,318.9,306.1
36,43,517,2,424.3,483.8,384.7,463.8,171.7,195.8
36,43,706,1,562.7,552.2,562.7,562.7,227.7,223.5
36,43,708,1,982.2,1019.2,982.2,982.2,397.5,412.5
36,43,801,68,893.9,867.2,713.2,1052.5,361.7,350.9
36,43,802,2,868.5,847.4,814.5,922.4,351.5,342.9
36,43,805,8,955.9,986,735,1072.5,386.8,399
36,43,809,13,931.8,900.6,773.4,1017.7,377.1,364.5
36,43,901,3,488.9,522.8,425.2,542.3,197.9,211.6
36,43,962,2,545,537.5,527.5,562.4,220.5,217.5
36,43,995,1,254.1,243.5,254.1,254.1,102.8,98.6
36,45,102,1,891,867.4,891,891,360.6,351
36,45,103,4,690.4,686.8,387.3,984.6,279.4,277.9
36,45,104,1,1566.8,1425.2,1566.8,1566.8,634,576.8
36,45,105,1,1116.8,1152.4,1116.8,1116.8,452,466.4
36,45,122,2,479.4,518.1,427.3,531.5,194,209.7
36,45,127,2,735.1,768.2,532.2,938,297.5,310.9
36,45,171,2,891.8,839.7,698.1,1085.6,360.9,339.8
36,45,401,3,961.7,987.6,846.2,1106,389.2,399.7
36,45,402,1,520.6,568.4,520.6,520.6,210.7,230
36,45,503,7,773.3,804.1,650,870,313,325.4
36,45,505,1,391.9,367.5,391.9,391.9,158.6,148.7
36,45,509,2,713.9,668.8,657.1,770.6,288.9,270.7
36,45,513,1,673.3,578.5,673.3,673.3,272.5,234.1
36,45,516,1,938.4,886.7,938.4,938.4,379.8,358.8
36,45,517,3,611.2,644.9,528.4,662.3,247.4,261
36,45,519,1,935.5,912.3,935.5,935.5,378.6,369.2
36,45,520,1,530.7,603.7,530.7,530.7,214.8,244.3
36,45,701,4,537.8,505.6,401.8,626.4,217.7,204.6
36,45,706,5,1164.3,902.4,905.8,1632.2,471.2,365.2
36,45,708,2,686.3,658.3,516.1,856.5,277.7,266.4
36,45,801,12,761.8,698.9,496,957.1,308.3,282.8
36,45,802,1,444.2,550.6,444.2,444.2,179.8,222.8
36,45,805,11,862.9,744.3,658.9,1088.3,349.2,301.2
36,45,809,1,1071.7,1022.4,1071.7,1071.7,433.7,413.7
36,45,901,2,648.6,642.6,619.2,677.9,262.5,260.1
36,45,902,1,596.8,626.1,596.8,596.8,241.5,253.4
36,45,903,2,892.1,796.3,683.9,1100.4,361,322.3
36,45,962,1,158.6,159.1,158.6,158.6,64.2,64.4
36,45,995,5,360.2,338.9,262.4,441.8,145.8,137.2
36,45,999,2,410.5,417.3,331,490,166.1,168.9
36,49,102,2,1146.5,1153.1,1064.7,1228.2,464,466.7
36,49,103,10,867.4,807.9,718,881.5,351,327
36,49,105,2,999.3,1005.1,942.5,1056.2,404.4,406.7
36,49,121,3,882.4,926.6,715.3,1106.9,357.1,375
36,49,122,1,630.3,742.2,630.3,630.3,255.1,300.4
36,49,126,1,701.8,692.2,701.8,701.8,284,280.1
36,49,127,1,1425.5,1396.9,1425.5,1425.5,576.9,565.3
36,49,401,1,1779.4,1742.4,1779.4,1779.4,720.1,705.1
36,49,503,1,1323.3,1336.6,1323.3,1323.3,535.5,540.9
36,49,517,1,744.9,774,744.9,744.9,301.5,313.2
36,49,701,3,669.4,656.7,506.9,764.2,270.9,265.7
36,49,706,1,537,540.7,537,537,217.3,218.8
36,49,707,1,1098.1,1096.3,1098.1,1098.1,444.4,443.7
36,49,708,5,846.9,856.3,776,973.5,342.7,346.5
36,49,801,58,944.7,923.5,783.7,1107.3,382.3,373.7
36,49,802,1,899,906.2,899,899,363.8,366.7
36,49,805,6,983.3,951.6,913.5,1011.2,397.9,385.1
36,49,809,13,983.4,899.5,777.7,1139.2,398,364
36,49,901,2,545.6,574.3,457.7,633.5,220.8,232.4
36,49,903,2,801.1,768.7,693.7,908.5,324.2,311.1
36,49,962,1,402.3,386.9,402.3,402.3,162.8,156.6
36,49,995,1,165,163.4,165,165,66.8,66.1
36,49,999,1,603.3,614.9,603.3,603.3,244.2,248.8
36,51,401,1,1661.7,1614.6,1661.7,1661.7,672.5,653.4
36,51,502,1,1179.8,1141.7,1179.8,1179.8,477.4,462
36,51,503,4,1068.4,1047.2,829.4,1332.4,432.4,423.8
36,51,505,3,825.1,787.2,771,869.2,333.9,318.6
36,51,512,1,521.1,581.7,521.1,521.1,210.9,235.4
36,51,517,1,693.9,740.1,693.9,693.9,280.8,299.5
36,51,520,3,679,731.9,651.5,700.9,274.8,296.2
36,51,706,2,446.6,446.2,413.1,480,180.7,180.6
36,51,709,1,1090.7,1049,1090.7,1090.7,441.4,424.5
36,51,801,5,706,846.1,579.2,865.3,285.7,342.4
36,51,805,7,900.6,940,535.4,1010.6,364.5,380.4
36,51,901,1,490.6,317.8,490.6,490.6,198.5,128.6
36,51,962,1,293,300.4,293,293,118.6,121.6
36,51,999,1,615.4,609.6,615.4,615.4,249.1,246.7
36,53,103,1,686.8,631.7,686.8,686.8,277.9,255.7
36,53,121,1,1276.8,1296.8,1276.8,1276.8,516.7,524.8
36,53,122,1,1126.8,1145.4,1126.8,1126.8,456,463.5
36,53,127,1,1442.1,1463.9,1442.1,1442.1,583.6,592.4
36,53,384,1,793.6,823.3,793.6,793.6,321.1,333.2
36,53,401,1,919.7,942.6,919.7,919.7,372.2,381.5
36,53,409,2,1155.7,1138.8,1137.6,1173.8,467.7,460.8
36,53,503,1,693.6,638.8,693.6,693.6,280.7,258.5
36,53,516,1,703.2,707.8,703.2,703.2,284.6,286.4
36,53,517,2,903.5,845.3,772.7,1034.3,365.6,342.1
36,53,520,1,546.5,560.2,546.5,546.5,221.2,226.7
36,53,703,1,768.3,839.5,768.3,768.3,310.9,339.7
36,53,704,1,819.2,800.5,819.2,819.2,331.5,324
36,53,705,1,949.9,944.1,949.9,949.9,384.4,382.1
36,53,706,1,696.7,707.3,696.7,696.7,282,286.3
36,53,708,1,747.3,733.5,747.3,747.3,302.4,296.9
36,53,801,8,798,785,715.6,854.5,323,317.7
36,53,802,2,732.3,648.1,633.8,830.8,296.3,262.3
36,53,805,12,735.5,716.5,545.2,853.9,297.7,290
36,53,809,1,899.2,1019.4,899.2,899.2,363.9,412.5
36,53,901,2,857.7,760.7,740.8,974.5,347.1,307.9
36,53,962,1,386.1,416,386.1,386.1,156.2,168.4
36,55,381,1,750.4,789.2,750.4,750.4,303.7,319.4
36,55,503,2,797.8,765.8,797.4,798.2,322.9,309.9
36,55,513,1,881.6,848.2,881.6,881.6,356.8,343.3
36,55,517,1,1144.1,1203.4,1144.1,1144.1,463,487
36,55,519,1,1256.4,1187.5,1256.4,1256.4,508.5,480.6
36,55,701,1,331.5,336.8,331.5,331.5,134.2,136.3
36,55,703,2,1125,1076.1,1032.6,1217.5,455.3,435.5
36,55,704,1,922.7,896.8,922.7,922.7,373.4,362.9
36,55,706,5,894.2,986.1,580.4,1109.6,361.9,399.1
36,55,708,2,1069.8,1012.6,975.9,1163.7,432.9,409.8
36,55,709,1,536.1,549.2,536.1,536.1,217,222.3
36,55,801,3,863.3,790.8,516.7,1166.8,349.4,320
36,55,805,3,493.8,616.4,417.7,596.7,199.8,249.5
36,55,995,1,514.4,496.7,514.4,514.4,208.2,201
36,55,999,1,686.7,642.1,686.7,686.7,277.9,259.8
36,57,123,1,791.4,774.3,791.4,791.4,320.3,313.4
36,57,401,2,841.9,807,820.6,863.1,340.7,326.6
36,57,409,1,1078,1079.5,1078,1078,436.3,436.9
36,57,503,1,434.1,454.9,434.1,434.1,175.7,184.1
36,57,505,1,752.4,808.3,752.4,752.4,304.5,327.1
36,57,801,5,1138.8,1190.6,991.5,1283.1,460.9,481.8
36,57,901,3,900.9,919.6,881.9,932.3,364.6,372.1
36,57,962,1,788.3,752.8,788.3,788.3,319,304.7
36,59,103,2,756.4,761.5,736.9,775.8,306.1,308.2
36,59,513,1,473.4,466.4,473.4,473.4,191.6,188.7
36,59,995,1,500.2,501,500.2,500.2,202.4,202.7
36,61,802,1,349.5,329,349.5,349.5,141.4,133.2
36,63,381,1,747.4,798,747.4,747.4,302.5,323
36,63,503,2,532.7,546,482.2,583.3,215.6,220.9
36,63,505,1,1256.5,1236,1256.5,1256.5,508.5,500.2
36,63,516,1,259.3,249.6,259.3,259.3,104.9,101
36,63,517,2,981.3,993.9,777.1,1185.4,397.1,402.2
36,63,519,1,487.3,459.3,487.3,487.3,197.2,185.9
36,63,520,1,1448.2,1318.4,1448.2,1448.2,586.1,533.5
36,63,701,3,1199.6,845.6,754.3,1513.1,485.5,342.2
36,63,703,1,911.7,908.9,911.7,911.7,368.9,367.8
36,63,706,3,868.8,901.5,696.5,1040.8,351.6,364.8
36,63,707,1,1511.1,1445.5,1511.1,1511.1,611.5,585
36,63,801,1,647.7,629.5,647.7,647.7,262.1,254.7
36,63,802,1,983.4,975.1,983.4,983.4,398,394.6
36,63,962,1,920.4,844.4,920.4,920.4,372.5,341.7
36,63,999,1,1085.8,1073.3,1085.8,1085.8,439.4,434.4
36,65,103,6,998.6,1045.3,769.6,1267.6,404.1,423
36,65,105,2,704.4,719.8,573.4,835.3,285,291.3
36,65,126,1,271,264.2,271,271,109.7,106.9
36,65,381,1,469.8,553.9,469.8,469.8,190.1,224.2
36,65,384,1,1476.8,1445.7,1476.8,1476.8,597.7,585.1
36,65,401,2,1061.8,1046.4,1000.1,1123.5,429.7,423.4
36,65,503,1,634.8,691.2,634.8,634.8,256.9,279.7
36,65,505,1,1025.3,1082.1,1025.3,1025.3,414.9,437.9
36,65,516,1,517,486.1,517,517,209.2,196.7
36,65,517,4,926.4,866.9,829.3,992.8,374.9,350.8
36,65,701,2,1117.4,1117.5,1047.4,1187.3,452.2,452.2
36,65,703,2,709.4,694.3,541.4,877.5,287.1,281
36,65,704,2,663.8,625.2,644.1,683.5,268.6,253
36,65,706,2,508.6,530.4,458.9,558.3,205.8,214.6
36,65,707,1,601.9,584.8,601.9,601.9,243.6,236.7
36,65,708,5,771.9,671.6,536.3,971.4,312.4,271.8
36,65,709,1,916.6,915.2,916.6,916.6,370.9,370.4
36,65,801,34,887.4,862.9,705.8,1031.9,359.1,349.2
36,65,802,4,497.1,510.3,458.2,535.7,201.2,206.5
36,65,805,10,825.8,800.1,598.5,902.3,334.2,323.8
36,65,809,7,944.3,977.9,803.7,1099.5,382.1,395.7
36,65,901,4,772.2,776.5,591.4,964.5,312.5,314.2
36,65,903,2,701.5,671.8,664.7,738.4,283.9,271.9
36,65,962,5,613.1,549.4,525.7,765.6,248.1,222.3
36,65,995,2,749.1,770.4,726.8,771.4,303.1,311.8
36,67,503,1,824.3,815.3,824.3,824.3,333.6,329.9
36,67,517,1,429.7,458.3,429.7,429.7,173.9,185.5
36,67,701,2,941.1,971.8,939.4,942.7,380.8,393.3
36,67,703,1,751.9,731.5,751.9,751.9,304.3,296
36,67,704,2,1251.3,1339.4,1152.6,1350,506.4,542
36,67,705,2,931.3,993.4,895.1,967.6,376.9,402
36,67,706,5,511.9,467.6,413.1,473.9,207.2,189.2
36,67,707,2,842.7,846.4,782,903.4,341,342.5
36,67,708,1,809.3,846.5,809.3,809.3,327.5,342.6
36,67,801,11,862.8,819.1,672.1,1053.4,349.1,331.5
36,67,805,10,890.1,812.2,807.8,943.8,360.2,328.7
36,67,809,1,418.7,352.6,418.7,418.7,169.5,142.7
36,67,901,1,566.4,510.8,566.4,566.4,229.2,206.7
36,67,962,2,478.4,485.4,318,638.8,193.6,196.4
36,67,999,1,326.3,374.7,326.3,326.3,132,151.6
36,69,102,3,1139.6,1099.6,1012.5,1243.1,461.2,445
36,69,401,1,919,920,919,919,371.9,372.3
36,69,503,9,808.1,851.7,645.8,1053.6,327,344.7
36,69,505,1,1109.2,1149.4,1109.2,1109.2,448.9,465.1
36,69,513,1,404.7,371.4,404.7,404.7,163.8,150.3
36,69,515,1,1075.3,1038.1,1075.3,1075.3,435.1,420.1
36,69,516,2,802,801.3,786.9,817.1,324.5,324.3
36,69,517,2,801.6,748,763.3,839.9,324.4,302.7
36,69,520,1,626.3,610.6,626.3,626.3,253.4,247.1
36,69,707,1,1054.2,987.9,1054.2,1054.2,426.6,399.8
36,69,708,2,812.5,806.1,780.7,844.4,328.8,326.2
36,69,801,6,795.9,837.1,595,984.1,322.1,338.7
36,69,805,6,789.9,717.2,663.7,946.4,319.7,290.2
36,69,962,1,405,377.4,405,405,163.9,152.7
36,69,995,1,258,284,258,258,104.4,114.9
36,69,999,1,352.6,342.8,352.6,352.6,142.7,138.7
36,71,103,2,1174.7,1198.9,1025.1,1324.4,475.4,485.2
36,71,171,1,731.5,684.6,731.5,731.5,296,277
36,71,502,3,551.3,580.9,528.4,578,223.1,235.1
36,71,503,17,797.4,865.6,605.9,994.8,322.7,350.3
36,71,505,3,916.7,913.4,885.5,958,371,369.6
36,71,515,3,810.5,805.4,658.1,959.4,328,325.9
36,71,517,3,542.8,598.5,391.1,738,219.7,242.2
36,71,519,1,369.6,389.7,369.6,369.6,149.6,157.7
36,71,520,3,399.7,424.8,372.4,435.9,161.8,171.9
36,71,701,4,599.5,605.7,403.2,796.7,242.6,245.1
36,71,703,1,924.3,899.8,924.3,924.3,374,364.1
36,71,705,1,509.1,522.6,509.1,509.1,206,211.5
36,71,707,1,573.5,596.3,573.5,573.5,232.1,241.3
36,71,708,4,771.5,738.2,753.7,781.5,312.2,298.7
36,71,801,6,866,837.4,766,956.6,350.5,338.9
36,71,802,1,829.9,757.9,829.9,829.9,335.9,306.7
36,71,962,2,896.4,947.3,714.6,1078.2,362.8,383.4
