cycle,sim,scenario,n_conditions,mean_ba,mean_vol,mean_carbon,total_tpa,n_harvested,harvest_rate,n_planted,plant_rate,gross_growth,mortality,harvest_removals,net_change,gr_ratio,climate_rcp
6,4,No_harvest,15801,75.85998639526198,1765.821133781116,42487.56823208209,771.1771201765155,0,0,0,0,403.27011191603856,512.4020242088612,0,-109.13191229282268,Inf,8.5
7,4,No_harvest,15631,73.2944922709034,1784.8781067073837,41986.875964312705,875.1996490494201,0,0,0,0,388.7680264224625,568.5255218720627,0,-179.75749544960013,Inf,8.5
8,4,No_harvest,15540,70.2196594789338,1790.6940841516755,41093.80364869036,1021.8579867007458,0,0,0,0,382.41655228285265,609.3846559391797,0,-226.968103656327,Inf,8.5
9,4,No_harvest,15437,66.994422666814,1781.3885820813894,39891.33032040235,1224.6668669871196,0,0,0,0,385.6270954645842,642.2563636830351,0,-256.62926821845093,Inf,8.5
10,4,No_harvest,15356,63.568298641053126,1756.4566868261352,38472.61096478049,1507.2763611334549,0,0,0,0,369.0986837490398,670.9647707263231,0,-301.86608697728326,Inf,8.5
11,4,No_harvest,15288,60.03381267257701,1716.5573453747659,36814.730347834186,1912.2754662149503,0,0,0,0,377.8215881856097,694.5231429263631,0,-316.7015547407534,Inf,8.5
12,4,No_harvest,15221,56.30661231873477,1671.6153633473411,35051.848465099974,2519.007365609042,0,0,0,0,382.0131997989381,713.7055568933736,0,-331.69235709443547,Inf,8.5
13,4,No_harvest,15166,52.451343952653865,1604.081040554815,33018.540217071226,3478.5662125845624,0,0,0,0,384.3689894675429,724.2652147112004,0,-339.8962252436575,Inf,8.5
14,4,No_harvest,15120,48.83705427096029,1527.3994999083102,31034.239905892297,4722.640895908793,0,0,0,0,380.8479030308875,718.7764249669342,0,-337.9285219360467,Inf,8.5
15,4,No_harvest,15087,45.50044438806121,1453.1810019233988,29140.271254618892,6906.369655785631,0,0,0,0,394.5011793870131,706.260027886808,0,-311.75884849979485,Inf,8.5
1,5,No_harvest,21412,72.2372101660993,1300.0545553607305,35387.78123339865,563.8141527635262,0,0,0,0,264.71147846945905,133.31941226968917,0,131.39206619976989,Inf,8.5
2,5,No_harvest,17121,76.86712540187106,1457.0380291146041,38676.70112516808,604.6660604827839,0,0,0,0,390.3882448729806,287.550680574565,0,102.8375642984156,Inf,8.5
3,5,No_harvest,16447,78.85414232399255,1580.1295656314373,40874.39524076297,628.4759179865993,0,0,0,0,390.26963615737975,345.38309733676755,0,44.8865388206122,Inf,8.5
4,5,No_harvest,16209,79.21495770926077,1676.2895008988414,42256.984042713186,654.3130077862288,0,0,0,0,396.41972919291095,408.1256903543968,0,-11.705961161485845,Inf,8.5
5,5,No_harvest,16052,78.31842438258846,1746.4574221714122,42927.3621712626,690.0145944999833,0,0,0,0,389.520663549912,471.27783951880593,0,-81.75717596889393,Inf,8.5
6,5,No_harvest,15929,76.3320489887149,1796.394110885493,42923.382170069446,753.3112069174192,0,0,0,0,384.4482765512374,527.8278403268362,0,-143.37956377559874,Inf,8.5
7,5,No_harvest,15770,73.5862476162184,1821.5875978028732,42380.296202817226,855.4205348288255,0,0,0,0,379.86271240881905,579.0881708657637,0,-199.22545845694464,Inf,8.5
8,5,No_harvest,15675,70.5568724925514,1836.7803257962337,41541.423321850285,1014.5957870620396,0,0,0,0,367.26343980981335,627.961504888808,0,-260.69806507899466,Inf,8.5
9,5,No_harvest,15585,67.26581202337255,1818.9120871071675,40321.20488205445,1232.4772538852424,0,0,0,0,369.93456960495007,673.5262075315773,0,-303.5916379266272,Inf,8.5
10,5,No_harvest,15504,63.70398551489743,1794.9719242854999,38834.314057992,1558.5304538456646,0,0,0,0,361.5278831512675,698.995134158551,0,-337.4672510072835,Inf,8.5
11,5,No_harvest,15446,60.03087307659075,1751.9659201689774,37151.20166275032,2035.000684947367,0,0,0,0,364.0121695282093,724.2401835046927,0,-360.2280139764834,Inf,8.5
12,5,No_harvest,15392,56.4527315411657,1703.2636435392892,35447.45173698003,2740.5437162821668,0,0,0,0,366.6925788236045,729.9434574899761,0,-363.25087866637165,Inf,8.5
13,5,No_harvest,15345,52.69807483226634,1643.2137566772506,33439.70791258949,3709.870997624062,0,0,0,0,370.3923940382042,740.4033453910903,0,-370.0109513528861,Inf,8.5
14,5,No_harvest,15305,49.166081898765874,1585.2385545163957,31530.68516007804,5378.019847102102,0,0,0,0,368.48744734335196,747.7217488349139,0,-379.23430149156195,Inf,8.5
15,5,No_harvest,15264,45.976160638316145,1526.6026110597045,29746.687594427134,8056.391522272208,0,0,0,0,379.4890967006081,734.5424614521272,0,-355.0533647515191,Inf,8.5
1,6,No_harvest,21374,72.67855082153838,1308.4470094215299,35551.74927339609,558.7053412714265,0,0,0,0,279.07699492519083,129.01109935691923,0,150.0658955682716,Inf,8.5
2,6,No_harvest,17095,77.63218380308302,1471.5857685930457,39044.43660154909,602.0485591149977,0,0,0,0,399.21432762458323,294.0613423755417,0,105.15298524904154,Inf,8.5
3,6,No_harvest,16448,79.28237260410742,1588.3850068993945,41100.913715435956,618.5775294597588,0,0,0,0,417.6476974720576,349.24672903887347,0,68.40096843318412,Inf,8.5
4,6,No_harvest,16216,79.45052774385938,1675.8935251456467,42384.93628064341,644.3664822734685,0,0,0,0,412.61625729415454,414.91415315870603,0,-2.297895864551492,Inf,8.5
5,6,No_harvest,16047,78.72429355530015,1745.4187597586526,43114.010433507545,681.4980791057648,0,0,0,0,405.0515042486964,467.85249035906975,0,-62.800986110373344,Inf,8.5
6,6,No_harvest,15893,77.11086433667374,1802.2886094603693,43388.223208497475,742.1964812119663,0,0,0,0,388.5026316402761,523.2467397694171,0,-134.744108129141,Inf,8.5
7,6,No_harvest,15756,74.2428187062769,1816.867423735115,42731.60395527629,836.0724254477751,0,0,0,0,377.3721763428878,583.413235354694,0,-206.04105901180623,Inf,8.5
8,6,No_harvest,15674,71.04898554689622,1818.182237750889,41762.773125435604,985.396459377008,0,0,0,0,376.05540440799126,624.9024433942768,0,-248.84703898628555,Inf,8.5
9,6,No_harvest,15595,67.42499238285778,1801.3267049090355,40408.44322614701,1207.2430834309553,0,0,0,0,372.8180183717836,657.2594066086299,0,-284.4413882368463,Inf,8.5
10,6,No_harvest,15519,63.91482877194153,1781.0269754365347,38942.08669353722,1537.1911623141953,0,0,0,0,371.2870189154619,688.9519177094834,0,-317.6648987940215,Inf,8.5
11,6,No_harvest,15456,60.25706291367847,1740.9424187661652,37280.40791556462,2066.0616087492663,0,0,0,0,368.7714711391868,718.7013552912935,0,-349.92988415210664,Inf,8.5
12,6,No_harvest,15393,56.40456728957916,1694.7670027154177,35423.587304296685,2907.8833442831824,0,0,0,0,373.6637759349518,728.4323923713358,0,-354.76861643638404,Inf,8.5
13,6,No_harvest,15342,52.61851892916259,1639.0138481699996,33480.77151063317,4436.348704763366,0,0,0,0,369.1546650229859,750.1834304708266,0,-381.02876544784067,Inf,8.5
14,6,No_harvest,15291,48.925600111356324,1574.1372778976236,31544.25343954097,6317.539206674546,0,0,0,0,379.1157943228596,751.5440271156184,0,-372.4282327927588,Inf,8.5
15,6,No_harvest,15250,45.619026821179716,1506.085018394859,29679.932263753937,10031.885314342037,0,0,0,0,379.6462684740579,747.1959847731027,0,-367.54971629904486,Inf,8.5
1,7,No_harvest,21389,71.98608102549429,1289.0482933882922,35093.19245550314,563.2812938860492,0,0,0,0,277.63044657961007,128.80049042908507,0,148.829956150525,Inf,8.5
2,7,No_harvest,17111,76.97106079990864,1446.5369222811296,38503.71086576692,612.3519656021875,0,0,0,0,404.7489762985247,284.0164370454619,0,120.73253925306284,Inf,8.5
3,7,No_harvest,16414,79.24372733281653,1566.2773196659703,40773.09908590489,639.9515731069889,0,0,0,0,410.4496847729036,337.6722256183228,0,72.77745915458081,Inf,8.5
4,7,No_harvest,16168,79.63314749126089,1664.9901604636914,42246.38713090528,672.2346278354314,0,0,0,0,406.4553997790838,396.157186967601,0,10.298212811482813,Inf,8.5
5,7,No_harvest,16040,78.96866669421786,1739.1319711246779,43053.20870411056,722.2412685776634,0,0,0,0,395.69984827324976,464.3985804856015,0,-68.69873221235173,Inf,8.5
6,7,No_harvest,15929,77.26459868280418,1798.3716340461451,43250.44546645775,794.4966736382703,0,0,0,0,395.7836819254492,523.1746109262815,0,-127.39092900083233,Inf,8.5
7,7,No_harvest,15768,74.7280673287028,1835.6776078005075,42854.793754741826,903.6845433585414,0,0,0,0,389.8161436814411,577.5379777594252,0,-187.7218340779841,Inf,8.5
8,7,No_harvest,15688,71.57273395512065,1849.2911771905756,42010.44440371735,1060.592810939851,0,0,0,0,381.3278359713177,638.097487205617,0,-256.76965123429926,Inf,8.5
9,7,No_harvest,15615,68.09107069750563,1827.2316178103845,40703.43994908135,1302.0592796619455,0,0,0,0,372.98832579366615,677.7121241087979,0,-304.7237983151317,Inf,8.5
10,7,No_harvest,15550,64.6308071975101,1797.8176808015016,39221.288110193214,1650.0159814883455,0,0,0,0,369.9032785242913,700.2286142302295,0,-330.3253357059382,Inf,8.5
11,7,No_harvest,15492,61.0782481254008,1770.1615178174748,37634.07246005707,2099.8906750513934,0,0,0,0,366.8793003977143,722.5085399441454,0,-355.62923954643105,Inf,8.5
12,7,No_harvest,15445,57.36981467171608,1725.5212958326658,35839.45997752431,2758.549485372915,0,0,0,0,368.0140383038572,748.0472113800581,0,-380.0331730762009,Inf,8.5
13,7,No_harvest,15405,53.461980747501805,1657.026343869493,33812.568061064965,3663.962839434176,0,0,0,0,363.6708502763181,762.1286463607,0,-398.4577960843819,Inf,8.5
14,7,No_harvest,15369,49.773069637191895,1584.5700941665464,31762.77512860176,5014.955814239959,0,0,0,0,374.8933402264832,751.0009539757324,0,-376.1076137492492,Inf,8.5
15,7,No_harvest,15325,46.374618293246016,1494.7132573499337,29777.419400316372,7251.26626010752,0,0,0,0,378.08014855128624,735.6148958901651,0,-357.5347473388789,Inf,8.5
1,8,No_harvest,21259,72.9864754378132,1314.2934157091124,35708.68224350029,567.2124577543823,0,0,0,0,276.5023343842184,131.44764998235135,0,145.05468440186704,Inf,8.5
2,8,No_harvest,17003,77.34033592097133,1463.7823143247974,38768.39385141459,610.1680215951459,0,0,0,0,394.35683116149403,299.15457457158004,0,95.20225658991399,Inf,8.5
3,8,No_harvest,16324,79.08599634160916,1578.7140798822036,40774.80683286608,628.8139175530031,0,0,0,0,399.0645570613683,358.3676830764785,0,40.696873984889805,Inf,8.5
4,8,No_harvest,16094,79.58398038917578,1676.803524859751,42231.315813878005,647.3479672288383,0,0,0,0,401.962756794105,420.40963966717305,0,-18.446882873068034,Inf,8.5
5,8,No_harvest,15958,78.92375884057839,1757.9741226453923,43090.83972826523,688.6081569218372,0,0,0,0,405.38459190478824,478.76366946229166,0,-73.37907755750342,Inf,8.5
6,8,No_harvest,15837,77.10999288857482,1811.6877570884228,43237.37873985314,746.5028248210775,0,0,0,0,383.74368633659606,551.5967507809235,0,-167.8530644443274,Inf,8.5
7,8,No_harvest,15696,74.41661348295015,1838.1927635569282,42747.95321197596,846.7736622583707,0,0,0,0,381.9253619020885,601.4072900996683,0,-219.4819281975798,Inf,8.5
8,8,No_harvest,15606,71.1331016229439,1834.7839551217012,41732.26404117507,978.6948772581316,0,0,0,0,372.0758137901772,648.755969282939,0,-276.68015549276174,Inf,8.5
9,8,No_harvest,15520,67.60830070268281,1820.3487294330196,40398.468439142045,1196.9928913281349,0,0,0,0,369.5407651596435,683.0231618964389,0,-313.48239673679535,Inf,8.5
10,8,No_harvest,15444,64.12103174693736,1794.6817472203602,38945.80703288214,1547.099814955371,0,0,0,0,371.04428977465057,707.6067468864862,0,-336.56245711183567,Inf,8.5
11,8,No_harvest,15386,60.349957744409785,1734.3651403514941,37124.57222877856,2060.597141379976,0,0,0,0,371.46550427802595,727.2250972888155,0,-355.75959301078956,Inf,8.5
12,8,No_harvest,15338,56.49268847201673,1684.8650716930156,35230.611821102255,2800.4977436257486,0,0,0,0,374.7837740028397,721.7642637584261,0,-346.98048975558635,Inf,8.5
13,8,No_harvest,15294,52.643531200830814,1609.0173490844518,33197.578452783586,4050.0123840002393,0,0,0,0,380.7276222189317,732.8300804063108,0,-352.1024581873791,Inf,8.5
14,8,No_harvest,15244,48.983496107156505,1531.2482589203514,31183.168754085713,6093.624402836517,0,0,0,0,381.10969221823683,724.0614665890238,0,-342.95177437078695,Inf,8.5
15,8,No_harvest,15200,45.66109604465568,1455.56990317701,29283.90062815197,9696.438886744123,0,0,0,0,386.41460155121365,694.1524999212762,0,-307.73789837006257,Inf,8.5
1,9,No_harvest,21305,72.27648387873035,1294.4291169560859,35271.82445367848,565.95163964248,0,0,0,0,271.8486657255087,130.77004497111093,0,141.07862075439775,Inf,8.5
2,9,No_harvest,17018,77.04030922114505,1450.2415813397777,38602.56203766856,608.5862333293803,0,0,0,0,393.41425731803827,287.4306327451229,0,105.98362457291535,Inf,8.5
3,9,No_harvest,16292,78.78889133823566,1567.420516931334,40642.895538253404,629.4466498494495,0,0,0,0,395.28070565208156,351.04964393113323,0,44.23106172094833,Inf,8.5
4,9,No_harvest,16063,79.33814298626204,1665.4701166019322,42052.66766629662,660.5788055761327,0,0,0,0,400.7025651846268,408.39338263243883,0,-7.690817447812037,Inf,8.5
5,9,No_harvest,15922,78.65367967561772,1732.2942912182584,42727.83935955187,706.7357047912828,0,0,0,0,403.5398039781483,473.3035397303762,0,-69.76373575222789,Inf,8.5
6,9,No_harvest,15809,76.69345036454628,1773.9079245406656,42697.24120440216,773.1016292816956,0,0,0,0,387.24285604941014,523.9501376659521,0,-136.70728161654193,Inf,8.5
7,9,No_harvest,15650,73.83390166216944,1787.8221087314164,42059.73589611167,882.208493453157,0,0,0,0,383.481858129669,572.4263445020824,0,-188.94448637241345,Inf,8.5
8,9,No_harvest,15566,70.69933541485878,1786.0639666022432,41096.748654077586,1043.0699988559359,0,0,0,0,377.2294269637198,605.2632818361521,0,-228.03385487243236,Inf,8.5
9,9,No_harvest,15499,67.28659879733708,1766.6832895070063,39782.77674083693,1292.144570364909,0,0,0,0,369.0606803130741,640.1316052747892,0,-271.0709249617151,Inf,8.5
10,9,No_harvest,15425,63.64633775826809,1728.3859507110744,38210.95069495849,1693.9815211637747,0,0,0,0,369.15673343317326,664.2566264687508,0,-295.09989303557757,Inf,8.5
11,9,No_harvest,15365,59.81379811314588,1673.1025822482209,36384.358973721886,2388.0481072127577,0,0,0,0,369.0575553510032,672.5717594439133,0,-303.51420409291006,Inf,8.5
12,9,No_harvest,15307,55.89679016953727,1605.7639907105363,34437.287319729156,3527.374133918611,0,0,0,0,368.3470226040858,674.6416358536485,0,-306.2946132495627,Inf,8.5
13,9,No_harvest,15258,51.88487345021414,1530.634394793497,32318.37831027949,5547.6735023610545,0,0,0,0,371.04392172522864,665.4376040612894,0,-294.3936823360608,Inf,8.5
14,9,No_harvest,15224,48.206754833076,1464.9713501620686,30289.545194371236,9045.260482346373,0,0,0,0,375.0689400680702,656.5846722056389,0,-281.51573213756865,Inf,8.5
15,9,No_harvest,15189,44.77475687926635,1396.9309869331455,28319.51406952068,15222.723389880406,0,0,0,0,384.12586508373886,650.8927828296296,0,-266.76691774589074,Inf,8.5
1,10,No_harvest,21301,72.441028026315,1305.8649939356558,35447.040782544624,564.8869616649731,0,0,0,0,272.7052139566447,132.16024577699525,0,140.54496817964943,Inf,8.5
2,10,No_harvest,17002,77.17698976220404,1459.0838709055595,38733.664860392055,608.98423092685,0,0,0,0,396.60784405512663,293.43781612822823,0,103.1700279268984,Inf,8.5
3,10,No_harvest,16239,78.98373776652555,1571.7250571248042,40773.81269359555,628.101759660668,0,0,0,0,406.04557209417095,353.79259287233765,0,52.2529792218333,Inf,8.5
4,10,No_harvest,16001,79.45779894091463,1660.9412044601954,42120.12696433585,656.3780060960723,0,0,0,0,401.2126708764696,403.169947645178,0,-1.9572767687084252,Inf,8.5
5,10,No_harvest,15850,78.94920098139279,1728.628203812037,42890.185109125385,698.7065077028429,0,0,0,0,405.2740283059048,466.2215245015598,0,-60.94749619565505,Inf,8.5
6,10,No_harvest,15746,77.14494454955258,1774.8475355071,42976.16887469434,766.0041679193871,0,0,0,0,400.1985232572612,516.2148067313587,0,-116.01628347409758,Inf,8.5
7,10,No_harvest,15572,74.5092091685405,1791.9225960112492,42379.9411782669,876.8117417843537,0,0,0,0,390.07690068852344,570.3970130987694,0,-180.320112410246,Inf,8.5
8,10,No_harvest,15491,71.34112671713001,1793.9122289526902,41348.917205832644,1049.5397711561527,0,0,0,0,384.3301354051133,607.6414913269446,0,-223.31135592183125,Inf,8.5
9,10,No_harvest,15401,67.7483451376458,1774.0019102590843,39956.27124866201,1325.371502847242,0,0,0,0,379.2649387555813,641.1939356230723,0,-261.92899686749104,Inf,8.5
10,10,No_harvest,15346,63.9885544147297,1733.0143850575041,38344.11402781965,1742.2351099629234,0,0,0,0,379.901657854569,670.1475551516008,0,-290.24589729703183,Inf,8.5
11,10,No_harvest,15283,60.25933881246673,1688.4917554040605,36656.97376074032,2362.4117742917138,0,0,0,0,381.5461575426766,680.9850998191923,0,-299.4389422765157,Inf,8.5
12,10,No_harvest,15228,56.33296209135845,1628.3484864864904,34795.16631879414,3319.7000163193875,0,0,0,0,370.5890830970726,685.0093282234548,0,-314.42024512638216,Inf,8.5
13,10,No_harvest,15180,52.39156099255557,1560.2099052592334,32765.152385571004,4743.8258007406575,0,0,0,0,379.261732075108,685.0894619220672,0,-305.82772984695924,Inf,8.5
14,10,No_harvest,15140,48.716513188443074,1489.649403110746,30819.60312638628,7301.940999313961,0,0,0,0,374.1719743100735,683.9156340345477,0,-309.7436597244742,Inf,8.5
15,10,No_harvest,15091,45.254836588163265,1408.2704337299774,28830.316942727633,11016.857021303247,0,0,0,0,380.3414935230031,661.6011088393951,0,-281.259615316392,Inf,8.5
1,11,No_harvest,21454,72.68530886378119,1296.113946223179,35381.17432746059,570.7140939727949,0,0,0,0,273.5799194020329,130.55718611093823,0,143.02273329109465,Inf,8.5
2,11,No_harvest,17061,77.23380681246029,1450.1677670296574,38590.92749061869,612.5867803169406,0,0,0,0,403.8524376169905,287.33109503243924,0,116.52134258455129,Inf,8.5
3,11,No_harvest,16342,78.85994173996697,1568.8592369134483,40657.46705111586,631.0890650164113,0,0,0,0,413.39934354224454,340.31902652896827,0,73.08031701327627,Inf,8.5
4,11,No_harvest,16094,79.09160531866495,1662.17800669351,41997.67247609951,655.3959298228012,0,0,0,0,404.43606916007326,405.78277439324285,0,-1.3467052331695868,Inf,8.5
5,11,No_harvest,15941,78.20025034880311,1736.5489518445456,42682.13205427546,701.8826652335052,0,0,0,0,407.6903010351784,466.25265346375795,0,-58.56235242857957,Inf,8.5
