"cell_key","ft_group","ecoregion","owner","treatment","asymptote_tonac","prod_mult","n_plots"
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated",63.5,1.107,323
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested",63.5,1.107,124
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated",70.6,1.231,308
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested",58.1,1.013,149
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","untreated",43.3,0.754,320
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","harvested",43.3,0.754,25
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","untreated",44.8,0.781,316
"Spruce-fir|ME_APH|NIPF","Spruce-fir","ME_APH","NIPF","harvested",44.8,0.781,90
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","untreated",41.1,0.716,286
"Spruce-fir|ME_NH|NIPF","Spruce-fir","ME_NH","NIPF","harvested",32.4,0.565,42
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","untreated",46.3,0.807,263
"Northern hardwood|ME_NH|Industrial","Northern hardwood","ME_NH","Industrial","harvested",46.3,0.807,64
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","untreated",54.9,0.957,224
"Northern hardwood|ME_NH|NIPF","Northern hardwood","ME_NH","NIPF","harvested",33.1,0.577,63
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","untreated",63.5,1.108,167
"Northern hardwood|ME_NCZ|Industrial","Northern hardwood","ME_NCZ","Industrial","harvested",63.5,1.108,62
"Spruce-fir|ME_NCZ|NIPF","Spruce-fir","ME_NCZ","NIPF","untreated",41.2,0.719,158
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","untreated",107.7,1.878,145
"White/Red pine|ME_APH|NIPF","White/Red pine","ME_APH","NIPF","harvested",37.5,0.654,35
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","untreated",36.7,0.64,136
"Spruce-fir|ME_APH|Industrial","Spruce-fir","ME_APH","Industrial","harvested",35.2,0.613,42
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","untreated",84.2,1.468,113
"Northern hardwood|ME_APH|Industrial","Northern hardwood","ME_APH","Industrial","harvested",31.8,0.555,48
"Spruce-fir|ME_NCZ|Industrial","Spruce-fir","ME_NCZ","Industrial","untreated",42.8,0.747,121
"Aspen-birch|ME_APH|NIPF","Aspen-birch","ME_APH","NIPF","untreated",70.2,1.224,104
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","untreated",88.5,1.544,84
"Oak/Pine/Hemlock|ME_APH|NIPF","Oak/Pine/Hemlock","ME_APH","NIPF","harvested",53.5,0.933,26
"Aspen-birch|ME_NH|NIPF","Aspen-birch","ME_NH","NIPF","untreated",45,0.785,73
"Aspen-birch|ME_NH|Industrial","Aspen-birch","ME_NH","Industrial","untreated",44.1,0.77,70
"Spruce-fir|ME_NH|State","Spruce-fir","ME_NH","State","untreated",43.6,0.761,69
"Aspen-birch|ME_NCZ|NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",93.7,1.634,66
"Northern hardwood|ME_NCZ|State","Northern hardwood","ME_NCZ","State","untreated",74.8,1.304,60
"Aspen-birch|ME_APH|Industrial","Aspen-birch","ME_APH","Industrial","untreated",65.4,1.141,50
"Northern hardwood|ME_NH|State","Northern hardwood","ME_NH","State","untreated",119.3,2.081,51
"White/Red pine|ME_APH|Industrial","White/Red pine","ME_APH","Industrial","untreated",66.2,1.154,48
"Aspen-birch|ME_NCZ|Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",48.7,0.849,44
"Northern hardwood|ME_APH|Public-Other","Northern hardwood","ME_APH","Public-Other","untreated",69.3,1.209,43
"Mixedwood|ME_APH|NIPF","Mixedwood","ME_APH","NIPF","untreated",40.8,0.712,41
"White/Red pine|ME_NCZ|NIPF","White/Red pine","ME_NCZ","NIPF","untreated",65.1,1.135,34
"Spruce-fir|ME_APH|Public-Other","Spruce-fir","ME_APH","Public-Other","untreated",52.2,0.91,38
"Northern hardwood|ME_NCZ|Public-Other","Northern hardwood","ME_NCZ","Public-Other","untreated",94.1,1.64,28
"Spruce-fir|ME_NCZ|State","Spruce-fir","ME_NCZ","State","untreated",43.9,0.766,28
