"classifier_set","ft_group","ecoregion","owner","treatment","age","merch_vol_m3_ha","foliage_kgC_m2","other_above_kgC_m2","total_above_kgC_m2"
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",55,79.726,0.0182,0.0654,0.3633
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",60,82.539,0.0188,0.0678,0.3766
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",65,84.587,0.0193,0.0695,0.3864
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",70,86.068,0.0197,0.0708,0.3935
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",75,87.133,0.0199,0.0717,0.3986
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",80,87.898,0.0201,0.0724,0.4023
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",85,88.444,0.0202,0.0729,0.405
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",90,88.835,0.0203,0.0732,0.4069
"Mixedwood/ME_APH/NIPF/untreated","Mixedwood","ME_APH","NIPF","untreated",95,89.113,0.0204,0.0735,0.4082
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",10,0.946,0.0012,0.0043,0.0237
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",100,62.544,0.0157,0.0564,0.3131
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",105,62.819,0.0157,0.0567,0.3147
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",110,63.027,0.0158,0.0569,0.316
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",115,63.184,0.0159,0.0571,0.3171
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",120,63.303,0.0159,0.0572,0.3179
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",125,63.393,0.0159,0.0573,0.3186
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",130,63.461,0.016,0.0574,0.3191
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",135,63.512,0.016,0.0575,0.3195
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",140,63.551,0.016,0.0576,0.3198
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",145,63.58,0.016,0.0576,0.3201
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",15,3.856,0.0026,0.0094,0.0523
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",150,63.602,0.016,0.0576,0.3203
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",20,9.001,0.0043,0.0154,0.0857
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",25,15.696,0.006,0.0215,0.1197
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",30,22.998,0.0076,0.0273,0.1518
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",35,30.127,0.009,0.0325,0.1806
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",40,36.593,0.0103,0.037,0.2058
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",45,42.17,0.0114,0.0409,0.2272
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",5,0.057,3e-04,9e-04,0.0051
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",50,46.81,0.0123,0.0441,0.245
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",55,50.574,0.013,0.0468,0.2598
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",60,53.57,0.0136,0.0489,0.2719
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",65,55.923,0.0141,0.0507,0.2817
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",70,57.752,0.0145,0.0521,0.2896
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",75,59.163,0.0148,0.0533,0.296
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",80,60.245,0.0151,0.0542,0.3011
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",85,61.073,0.0153,0.0549,0.3052
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",90,61.702,0.0154,0.0555,0.3084
"Northern hardwood/ME_APH/Industrial/harvested","Northern hardwood","ME_APH","Industrial","harvested",95,62.181,0.0156,0.056,0.311
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",10,14.064,0.0058,0.021,0.1167
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",100,111.351,0.023,0.0828,0.4599
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",105,115.55,0.0236,0.0848,0.4714
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",110,119.644,0.0241,0.0868,0.4824
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",115,123.636,0.0246,0.0887,0.493
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",120,127.528,0.0252,0.0906,0.5032
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",125,131.323,0.0257,0.0924,0.5131
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",130,135.023,0.0261,0.0941,0.5227
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",135,138.631,0.0266,0.0957,0.5319
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",140,142.15,0.027,0.0973,0.5408
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",145,145.58,0.0275,0.0989,0.5494
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",15,20.763,0.0076,0.0272,0.1511
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",150,148.925,0.0279,0.1004,0.5577
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",20,27.277,0.0091,0.0326,0.181
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",25,33.617,0.0104,0.0374,0.2079
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",30,39.789,0.0116,0.0419,0.2325
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",35,45.801,0.0128,0.0459,0.2552
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",40,51.658,0.0138,0.0498,0.2764
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",45,57.364,0.0148,0.0533,0.2963
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",5,7.164,0.0037,0.0134,0.0746
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",50,62.924,0.0158,0.0567,0.315
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",55,68.343,0.0166,0.0599,0.3328
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",60,73.624,0.0175,0.0629,0.3496
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",65,78.771,0.0183,0.0658,0.3656
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",70,83.789,0.019,0.0686,0.3809
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",75,88.68,0.0198,0.0712,0.3955
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",80,93.447,0.0205,0.0737,0.4095
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",85,98.095,0.0211,0.0761,0.4229
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",90,102.626,0.0218,0.0784,0.4357
"Northern hardwood/ME_APH/Industrial/untreated","Northern hardwood","ME_APH","Industrial","untreated",95,107.044,0.0224,0.0807,0.4481
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",10,0.392,6e-04,0.0022,0.012
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",100,26.154,0.0094,0.0338,0.1877
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",105,28.195,0.0099,0.0355,0.1972
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",110,30.26,0.0103,0.0372,0.2065
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",115,32.345,0.0108,0.0388,0.2157
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",120,34.446,0.0112,0.0405,0.2247
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",125,36.559,0.0117,0.0421,0.2337
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",130,38.681,0.0121,0.0436,0.2424
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",135,40.809,0.0126,0.0452,0.2511
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",140,42.939,0.013,0.0467,0.2596
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",145,45.069,0.0134,0.0482,0.2679
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",15,0.864,0.001,0.0036,0.0202
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",150,47.196,0.0138,0.0497,0.2761
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",20,1.504,0.0014,0.0052,0.029
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",25,2.299,0.0019,0.0069,0.0383
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",30,3.237,0.0024,0.0086,0.0479
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",35,4.307,0.0029,0.0104,0.0577
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",40,5.5,0.0034,0.0122,0.0677
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",45,6.803,0.0039,0.014,0.0778
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",5,0.1,2e-04,9e-04,0.0049
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",50,8.209,0.0044,0.0158,0.088
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",55,9.708,0.0049,0.0177,0.0982
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",60,11.291,0.0054,0.0195,0.1084
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",65,12.952,0.0059,0.0213,0.1185
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",70,14.682,0.0064,0.0232,0.1287
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",75,16.474,0.0069,0.025,0.1387
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",80,18.322,0.0074,0.0268,0.1487
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",85,20.22,0.0079,0.0286,0.1586
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",90,22.161,0.0084,0.0303,0.1684
"Northern hardwood/ME_APH/NIPF/harvested","Northern hardwood","ME_APH","NIPF","harvested",95,24.141,0.0089,0.0321,0.1781
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",10,3.142,0.0017,0.0061,0.0339
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",100,149.611,0.0299,0.1077,0.5981
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",105,152.595,0.0302,0.1089,0.6049
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",110,155.175,0.0305,0.1099,0.6107
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",115,157.4,0.0308,0.1108,0.6156
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",120,159.318,0.031,0.1115,0.6196
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",125,160.967,0.0312,0.1121,0.623
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",130,162.385,0.0313,0.1127,0.6259
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",135,163.602,0.0314,0.1131,0.6283
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",140,164.645,0.0315,0.1135,0.6303
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",145,165.54,0.0316,0.1138,0.632
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",15,8.668,0.0037,0.0134,0.0747
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",150,166.307,0.0317,0.114,0.6334
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",20,16.783,0.0062,0.0224,0.1242
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",25,26.839,0.0089,0.0319,0.1774
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",30,38.114,0.0115,0.0415,0.2307
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",35,49.959,0.0141,0.0507,0.2817
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",40,61.851,0.0165,0.0592,0.3291
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",45,73.402,0.0186,0.067,0.372
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",5,0.475,4e-04,0.0014,0.0076
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",50,84.347,0.0205,0.0739,0.4103
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",55,94.519,0.0222,0.0799,0.444
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",60,103.833,0.0237,0.0852,0.4734
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",65,112.258,0.0249,0.0898,0.4989
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",70,119.807,0.026,0.0937,0.5207
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",75,126.517,0.027,0.0971,0.5394
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",80,132.443,0.0278,0.1,0.5553
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",85,137.648,0.0284,0.1024,0.5688
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",90,142.2,0.029,0.1045,0.5803
"Northern hardwood/ME_APH/NIPF/untreated","Northern hardwood","ME_APH","NIPF","untreated",95,146.166,0.0295,0.1062,0.5899
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",10,4.657,0.0042,0.0152,0.0846
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",100,125.752,0.0254,0.0916,0.5088
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",105,129.86,0.026,0.0937,0.5208
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",110,133.648,0.0266,0.0958,0.532
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",115,137.135,0.0271,0.0977,0.5426
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",120,140.34,0.0276,0.0994,0.5525
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",125,143.283,0.0281,0.1011,0.5617
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",130,145.981,0.0285,0.1027,0.5704
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",135,148.453,0.0289,0.1041,0.5785
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",140,150.716,0.0293,0.1055,0.5861
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",145,152.785,0.0297,0.1068,0.5933
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",15,9.844,0.0062,0.0222,0.1232
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",150,154.675,0.03,0.108,0.6
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",20,16.302,0.008,0.0287,0.1594
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",25,23.638,0.0097,0.0348,0.1934
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",30,31.53,0.0113,0.0405,0.2252
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",35,39.72,0.0128,0.0459,0.2551
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",40,48.008,0.0142,0.0509,0.283
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",45,56.241,0.0155,0.0557,0.3093
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",5,1.211,0.0022,0.0078,0.0436
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",50,64.302,0.0167,0.0601,0.3338
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",55,72.105,0.0178,0.0642,0.3569
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",60,79.592,0.0189,0.0681,0.3785
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",65,86.721,0.0199,0.0718,0.3987
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",70,93.467,0.0209,0.0752,0.4176
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",75,99.819,0.0218,0.0784,0.4354
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",80,105.772,0.0226,0.0814,0.452
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",85,111.331,0.0234,0.0842,0.4676
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",90,116.504,0.0241,0.0868,0.4822
"Northern hardwood/ME_APH/Public-Other/untreated","Northern hardwood","ME_APH","Public-Other","untreated",95,121.307,0.0248,0.0893,0.4959
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",10,0.045,0,2e-04,9e-04
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",100,70.127,0.0117,0.0421,0.2337
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",105,76.187,0.0126,0.0453,0.2514
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",110,82.125,0.0134,0.0484,0.2688
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",115,87.91,0.0143,0.0515,0.2859
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",120,93.516,0.0151,0.0545,0.3026
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",125,98.926,0.0159,0.0574,0.3189
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",130,104.124,0.0167,0.0602,0.3346
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",135,109.101,0.0175,0.063,0.3499
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",140,113.849,0.0182,0.0656,0.3646
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",145,118.367,0.0189,0.0682,0.3788
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",15,0.226,1e-04,5e-04,0.0029
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",150,122.653,0.0196,0.0706,0.3924
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",20,0.671,3e-04,0.0011,0.0063
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",25,1.507,6e-04,0.0021,0.0115
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",30,2.839,9e-04,0.0033,0.0185
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",35,4.739,0.0014,0.0049,0.0272
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",40,7.244,0.0019,0.0068,0.0376
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",45,10.361,0.0025,0.0089,0.0495
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",5,0.003,0,0,1e-04
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",50,14.068,0.0031,0.0113,0.0628
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",55,18.322,0.0039,0.0139,0.0773
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",60,23.065,0.0046,0.0167,0.0928
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",65,28.229,0.0055,0.0196,0.1091
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",70,33.739,0.0063,0.0227,0.1261
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",75,39.521,0.0072,0.0258,0.1436
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",80,45.503,0.0081,0.0291,0.1615
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",85,51.615,0.009,0.0323,0.1795
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",90,57.794,0.0099,0.0356,0.1976
"Northern hardwood/ME_NCZ/Industrial/harvested","Northern hardwood","ME_NCZ","Industrial","harvested",95,63.981,0.0108,0.0388,0.2157
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",10,9.165,0.0029,0.0106,0.0587
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",100,134.359,0.0271,0.0975,0.5416
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",105,138.231,0.0276,0.0993,0.5518
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",110,141.814,0.0281,0.101,0.5611
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",115,145.126,0.0285,0.1025,0.5693
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",120,148.184,0.0288,0.1038,0.5768
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",125,151.006,0.0292,0.105,0.5835
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",130,153.607,0.0295,0.1061,0.5895
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",135,156.003,0.0297,0.1071,0.5948
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",140,158.21,0.03,0.1079,0.5997
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",145,160.241,0.0302,0.1087,0.604
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",15,16.643,0.005,0.0178,0.0991
"Northern hardwood/ME_NCZ/Industrial/untreated","Northern hardwood","ME_NCZ","Industrial","untreated",150,162.109,0.0304,0.1094,0.6079
