"cell_key","ft_group","ecoregion","owner","treatment","response","a","b","c","rmse","n_plots","n_boot_succ"
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated","agb_tonac",63.498,0.03591,2.453,22.11,323,200
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated","ba_ft2ac",127.268,0.04237,1.928,38.708,323,200
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated","carbon_lbac",61636.413,0.0361,2.468,21424.339,323,200
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated","tpa_total",970.974,0.2,3.002,664.815,323,200
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","untreated","vol_cuftac",2441.466,0.0316,3.06,811.406,323,200
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested","agb_tonac",224.427,0.005,1.316,33.337,124,200
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested","ba_ft2ac",254.952,0.005,0.838,53.085,124,200
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested","carbon_lbac",219747.06,0.005,1.323,32616.884,124,200
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested","tpa_total",655.19,0.2,0.5,519.254,124,200
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","harvested","vol_cuftac",17146.698,0.005,2.012,1476.923,124,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated","agb_tonac",70.608,0.01706,1.152,21.187,308,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated","ba_ft2ac",132.308,0.02112,0.782,37.367,308,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated","carbon_lbac",68878.341,0.01692,1.145,20518.051,308,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated","tpa_total",943.62,0.2,1.735,693.197,308,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","untreated","vol_cuftac",2697.501,0.01801,1.68,764.251,308,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested","agb_tonac",58.109,0.02907,2.786,12.699,149,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested","ba_ft2ac",113.564,0.02118,1.343,28.281,149,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested","carbon_lbac",56812.83,0.02866,2.741,12406.757,149,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested","tpa_total",684.718,0.18498,5,618.12,149,200
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","harvested","vol_cuftac",2012.172,0.03579,5,455.987,149,200
