"cell_key","ft_group","ecoregion","owner","response","a","b","c","rmse","n_plots","n_boot_succ","asymptote"
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","agb_tonac",65.128,0.03416,2.26,22.12,285,200,65.128
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","ba_ft2ac",127.737,0.04351,1.908,40.055,285,200,127.737
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","carbon_lbac",63189.486,0.03441,2.275,21464.47,285,200,63189.486
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","tpa_total",990.777,0.2,3.126,703.926,285,200,990.777
"Northern hardwood|ME_APH|NIPF","Northern hardwood","ME_APH","NIPF","vol_cuftac",2560.303,0.02801,2.677,844.002,285,200,2560.303
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","agb_tonac",76.816,0.01796,1.463,21.221,254,200,76.816
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","ba_ft2ac",153.682,0.01286,0.73,37.334,254,200,153.682
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","carbon_lbac",74847.515,0.01777,1.449,20510.777,254,200,74847.515
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","tpa_total",921.081,0.2,1.876,661.701,254,200,921.081
"Northern hardwood|ME_NCZ|NIPF","Northern hardwood","ME_NCZ","NIPF","vol_cuftac",2594.661,0.02653,2.964,769.861,254,200,2594.661
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","agb_tonac",43.105,0.09711,5,19.016,316,200,43.105
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","ba_ft2ac",137.232,0.10781,5,56.421,316,200,137.232
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","carbon_lbac",42568.669,0.09756,5,18819.895,316,200,42568.669
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","tpa_total",1633.341,0.2,5,1223.88,316,200,1633.341
"Spruce-fir|ME_NH|Industrial","Spruce-fir","ME_NH","Industrial","vol_cuftac",2147.409,0.02535,1.495,786.076,316,200,2147.409
