FORTYPCD,MEANING,TYPGRPCD,wa_n,wa_area_ha,wa_pct,donor_n,donor_area_ha,donor_pct,gap_pct
201,Douglas-fir,200,2479,835.48096276417,0.416266314322872,5300,1722.97844854694,0.325935948735301,0.0903303655875703
301,Western hemlock,300,669,215.4387806001,0.107339258653978,350,107.5128284485,0.0203382089724512,0.0870010496815263
221,Ponderosa pine,220,522,179.784303807742,0.0895749309135086,2565,860.859802783034,0.162848906662066,-0.0732739757485574
911,Red alder,910,385,112.655781288872,0.0561291147905176,388,102.478881019716,0.0193859367995357,0.0367431779909819
264,Pacific silver fir,260,338,106.782389238742,0.0532027820908568,98,33.771211811888,0.00638850240473488,0.0468142796861219
999,Nonstocked,999,229,72.179593831058,0.0359624394001392,556,170.42241645674,0.032238819957635,0.00372361944250419
281,Lodgepole pine,280,214,68.89059213606,0.0343237418422094,1466,517.897223345708,0.0979706524947647,-0.0636469106525554
304,Western redcedar,300,192,59.7137462445,0.0297515110115388,106,36.561018352504,0.00691625029523837,0.0228352607163004
267,Grand fir,260,172,54.601732053514,0.0272045238258492,653,227.562791136516,0.0430480684703194,-0.0158435446444702
268,Subalpine fir,260,159,48.989347500002,0.0244082343389845,298,116.06455789929,0.0219559402065369,0.00245229413244758
266,Engelmann spruce / subalpine fir,260,118,43.159060174476,0.0215033779453564,473,188.421007201382,0.0356436145766278,-0.0141402366312715
321,Western larch,320,112,36.99807154347,0.0184337544059653,198,70.219720981416,0.0132834693302795,0.00515028507568578
270,Mountain hemlock,260,138,34.934528257778,0.0174056237886754,198,70.804344541026,0.0133940626082832,0.00401156118039217
912,Bigleaf maple,910,81,28.869555022446,0.0143838385324491,99,25.277320084218,0.00478171233661313,0.00960212619583597
263,Noble fir,260,39,12.731115212698,0.00634309414935829,55,16.803186341126,0.0031786598877599,0.00316443426159839
923,Oregon white oak,920,39,12.301417189782,0.00612900331995233,200,53.988120431038,0.0102129363649128,-0.00408393304496044
265,Engelmann spruce,260,41,12.272936198474,0.00611481307767462,138,48.38774452989,0.00915351287986896,-0.00303869980219434
703,Cottonwood,700,42,11.460260746656,0.00570990927956804,37,11.994256064236,0.0022689542245684,0.00344095505499964
962,Other hardwoods,960,44,8.428137132332,0.00419919751262349,46,11.626475404006,0.00219938113239209,0.0019998163802314
305,Sitka spruce,300,29,7.442972366734,0.00370835340694876,49,14.09982073011,0.00266726403370962,0.00104108937323914
975,Intermountain maple woodland,970,21,6.602736179572,0.00328971787079789,21,7.62173876506,0.00144180483365737,0.00184791303714052
902,Paper birch,900,19,6.459957697854,0.003218580555888,13,5.210310801642,0.000985634843994222,0.00223294571189378
901,Aspen,900,19,6.381189614814,0.00317933549696427,101,36.652703203292,0.00693359432461462,-0.00375425882765035
367,Whitebark pine,360,16,5.376187950868,0.00267860794339434,104,41.388741842548,0.00782951107182337,-0.00515090312842903
271,Alaska-yellow-cedar,260,18,4.865403398818,0.00242411692280728,1,0.361514502206,6.83877226424126e-05,0.00235572920016487
368,Miscellaneous western softwoods,360,20,4.107722346284,0.00204661328929884,39,9.296010135806,0.00175852686121648,0.000288086428082355
722,Oregon ash,700,9,3.196215693604,0.00159246827378999,15,3.816893943012,0.000722042083339353,0.000870426190450639
704,Willow,700,5,2.02343,0.00100814475245928,10,2.348782165932,0.000444319279948756,0.000563825472510528
709,Cottonwood / willow,700,9,1.780267537238,0.000886992569864093,7,2.50048599738,0.000473017103924142,0.000413975465939951
241,Western white pine,240,5,1.6494596674,0.000821819439309759,14,4.896561388016,0.000926282846363853,-0.000104463407054094
369,Western juniper,360,2,0.463051433664,0.000230708684247594,977,354.669565906974,0.0670928655833837,-0.0668621568991361
261,White fir,260,1,0.404686,0.000201628950491857,414,134.833888913686,0.0255065358140811,-0.0253049068635892
974,Cercocarpus (mountain brush) woodland,970,1,0.404686,0.000201628950491857,70,23.054240269548,0.0043611721788881,-0.00415954322839624
202,Port-Orford-cedar,200,5,0.152539103352,7.60004035667965e-05,17,2.0993288593,0.000397130181193152,-0.000321129777626355
222,Incense-cedar,220,1,0.099991435624,4.98192876033299e-05,41,11.250495805416,0.00212825704649601,-0.00207843775889268
182,,,,,0,106,41.764823826696,0.00790065452600233,-0.00790065452600233
184,,,,,0,42,13.525328889196,0.00255858737361158,-0.00255858737361158
185,,,,,0,1,0.404686,7.65544777772073e-05,-7.65544777772073e-05
224,,,,,0,20,6.973430174316,0.00131916425404037,-0.00131916425404037
225,,,,,0,21,5.835071928104,0.0011038209482128,-0.0011038209482128
260,,,,,0,1,0.0242609257,4.58944094274358e-06,-4.58944094274358e-06
262,,,,,0,61,20.939664865198,0.00396115780774469,-0.00396115780774469
341,,,,,0,1,0.136783868,2.58754134886961e-05,-2.58754134886961e-05
361,,,,,0,2,0.70223542836,0.000132841923107677,-0.000132841923107677
366,,,,,0,33,13.354638,0.00252629776664784,-0.00252629776664784
381,,,,,0,1,0.10926522,2.0669708999846e-05,-2.0669708999846e-05
517,,,,,0,1,0.404686,7.65544777772073e-05,-7.65544777772073e-05
706,,,,,0,1,0.404686,7.65544777772073e-05,-7.65544777772073e-05
922,,,,,0,33,9.724150926994,0.0018395182834167,-0.0018395182834167
933,,,,,0,49,15.570222625264,0.00294542005888996,-0.00294542005888996
941,,,,,0,144,47.375178070546,0.00896196561480469,-0.00896196561480469
942,,,,,0,36,11.917101868964,0.00225435896027122,-0.00225435896027122
943,,,,,0,35,11.694238860648,0.00221219995003245,-0.00221219995003245
961,,,,,0,102,34.013521196562,0.00643434008729428,-0.00643434008729428
976,,,,,0,9,3.642174,0.000688990299994866,-0.000688990299994866
