state_f,rcp_label,n_years,rmse_mmt,bias_mmt,pct_bias
MN,RCP 4.5,5,22.636916751183232,-6.620000000000002,-5.702963473466577
MN,RCP 8.5,5,23.25467694894943,-6.640000000000001,-5.720192970365265
WA,RCP 4.5,1,79,-79,-25.344882900224576
WA,RCP 8.5,1,77.39999999999998,-77.39999999999998,-24.831568816169387
GA,RCP 4.5,5,48.660846683961424,23.77999999999999,9.587163360748262
GA,RCP 8.5,5,51.87868541125536,27.219999999999988,10.974036445734553
ME,RCP 4.5,5,24.934554337304686,-8.560000000000002,-5.5656697009102745
