"forest_type","ecoregion","owner","treatment","period","age_yr","AGB_tonac","AGB_MgHa","Vol_m3Ha","Carbon_MgHa","Carbon_tonac"
"Sprucefir","ME_APH","NIPF","untreated",16,80,39.203,87.9,112,39.6,17.641
"Sprucefir","ME_APH","NIPF","untreated",17,85,39.881,89.4,115.7,40.2,17.946
"Sprucefir","ME_APH","NIPF","untreated",18,90,40.477,90.7,119.3,40.8,18.215
"Sprucefir","ME_APH","NIPF","untreated",19,95,41,91.9,122.6,41.4,18.45
"Sprucefir","ME_APH","NIPF","untreated",20,100,41.46,92.9,125.8,41.8,18.657
"Sprucefir","ME_APH","NIPF","untreated",21,105,41.864,93.8,128.8,42.2,18.839
"Sprucefir","ME_APH","NIPF","untreated",22,110,42.22,94.6,131.7,42.6,18.999
"Sprucefir","ME_APH","NIPF","untreated",23,115,42.532,95.3,134.4,42.9,19.139
"Sprucefir","ME_APH","NIPF","untreated",24,120,42.806,96,137,43.2,19.263
"Sprucefir","ME_APH","NIPF","untreated",25,125,43.047,96.5,139.4,43.4,19.371
"Sprucefir","ME_APH","NIPF","untreated",26,130,43.258,97,141.8,43.6,19.466
"Sprucefir","ME_APH","NIPF","untreated",27,135,43.444,97.4,144,43.8,19.55
"Sprucefir","ME_APH","NIPF","untreated",28,140,43.608,97.8,146,44,19.624
"Sprucefir","ME_APH","NIPF","untreated",29,145,43.751,98.1,148,44.1,19.688
"Sprucefir","ME_APH","NIPF","untreated",30,150,43.878,98.4,149.9,44.3,19.745
"Sprucefir","ME_APH","PublicOther","untreated",1,5,4.614,10.3,12.8,4.6,2.076
"Sprucefir","ME_APH","PublicOther","untreated",2,10,9.918,22.2,22.7,10,4.463
"Sprucefir","ME_APH","PublicOther","untreated",3,15,14.987,33.6,31.6,15.1,6.744
"Sprucefir","ME_APH","PublicOther","untreated",4,20,19.631,44,39.9,19.8,8.834
"Sprucefir","ME_APH","PublicOther","untreated",5,25,23.802,53.4,47.7,24,10.711
"Sprucefir","ME_APH","PublicOther","untreated",6,30,27.505,61.7,55.1,27.8,12.377
"Sprucefir","ME_APH","PublicOther","untreated",7,35,30.767,69,62.1,31,13.845
"Sprucefir","ME_APH","PublicOther","untreated",8,40,33.627,75.4,68.9,33.9,15.132
"Sprucefir","ME_APH","PublicOther","untreated",9,45,36.124,81,75.3,36.5,16.256
"Sprucefir","ME_APH","PublicOther","untreated",10,50,38.298,85.9,81.5,38.7,17.234
"Sprucefir","ME_APH","PublicOther","untreated",11,55,40.187,90.1,87.5,40.5,18.084
"Sprucefir","ME_APH","PublicOther","untreated",12,60,41.825,93.8,93.2,42.2,18.821
"Sprucefir","ME_APH","PublicOther","untreated",13,65,43.244,96.9,98.7,43.6,19.46
"Sprucefir","ME_APH","PublicOther","untreated",14,70,44.472,99.7,104.1,44.9,20.012
"Sprucefir","ME_APH","PublicOther","untreated",15,75,45.533,102.1,109.2,45.9,20.49
"Sprucefir","ME_APH","PublicOther","untreated",16,80,46.449,104.1,114.2,46.8,20.902
"Sprucefir","ME_APH","PublicOther","untreated",17,85,47.24,105.9,119.1,47.7,21.258
"Sprucefir","ME_APH","PublicOther","untreated",18,90,47.922,107.4,123.8,48.3,21.565
"Sprucefir","ME_APH","PublicOther","untreated",19,95,48.51,108.7,128.3,48.9,21.83
"Sprucefir","ME_APH","PublicOther","untreated",20,100,49.017,109.9,132.7,49.5,22.058
"Sprucefir","ME_APH","PublicOther","untreated",21,105,49.454,110.9,136.9,49.9,22.254
"Sprucefir","ME_APH","PublicOther","untreated",22,110,49.83,111.7,141.1,50.3,22.424
"Sprucefir","ME_APH","PublicOther","untreated",23,115,50.154,112.4,145.1,50.6,22.569
"Sprucefir","ME_APH","PublicOther","untreated",24,120,50.434,113.1,149,50.9,22.695
"Sprucefir","ME_APH","PublicOther","untreated",25,125,50.674,113.6,152.7,51.1,22.803
"Sprucefir","ME_APH","PublicOther","untreated",26,130,50.881,114.1,156.4,51.3,22.896
"Sprucefir","ME_APH","PublicOther","untreated",27,135,51.059,114.5,160,51.5,22.977
"Sprucefir","ME_APH","PublicOther","untreated",28,140,51.212,114.8,163.4,51.7,23.045
"Sprucefir","ME_APH","PublicOther","untreated",29,145,51.344,115.1,166.8,51.8,23.105
"Sprucefir","ME_APH","PublicOther","untreated",30,150,51.457,115.4,170.1,51.9,23.156
"Sprucefir","ME_NCZ","Industrial","untreated",1,5,0.646,1.4,1.2,0.6,0.291
"Sprucefir","ME_NCZ","Industrial","untreated",2,10,6.117,13.7,8.7,6.2,2.753
"Sprucefir","ME_NCZ","Industrial","untreated",3,15,15.584,34.9,22.7,15.7,7.013
"Sprucefir","ME_NCZ","Industrial","untreated",4,20,24.742,55.5,39.5,25,11.134
"Sprucefir","ME_NCZ","Industrial","untreated",5,25,31.6,70.8,56.3,31.9,14.22
"Sprucefir","ME_NCZ","Industrial","untreated",6,30,36.123,81,71.2,36.5,16.255
"Sprucefir","ME_NCZ","Industrial","untreated",7,35,38.913,87.2,83.5,39.2,17.511
"Sprucefir","ME_NCZ","Industrial","untreated",8,40,40.573,91,93.2,41,18.258
"Sprucefir","ME_NCZ","Industrial","untreated",9,45,41.54,93.1,100.7,41.9,18.693
"Sprucefir","ME_NCZ","Industrial","untreated",10,50,42.098,94.4,106.4,42.5,18.944
"Sprucefir","ME_NCZ","Industrial","untreated",11,55,42.417,95.1,110.6,42.8,19.088
"Sprucefir","ME_NCZ","Industrial","untreated",12,60,42.599,95.5,113.7,43,19.17
"Sprucefir","ME_NCZ","Industrial","untreated",13,65,42.702,95.7,116,43.1,19.216
"Sprucefir","ME_NCZ","Industrial","untreated",14,70,42.761,95.9,117.6,43.2,19.242
"Sprucefir","ME_NCZ","Industrial","untreated",15,75,42.795,95.9,118.8,43.2,19.258
"Sprucefir","ME_NCZ","Industrial","untreated",16,80,42.814,96,119.7,43.2,19.266
"Sprucefir","ME_NCZ","Industrial","untreated",17,85,42.825,96,120.3,43.2,19.271
"Sprucefir","ME_NCZ","Industrial","untreated",18,90,42.831,96,120.8,43.2,19.274
"Sprucefir","ME_NCZ","Industrial","untreated",19,95,42.834,96,121.1,43.2,19.275
"Sprucefir","ME_NCZ","Industrial","untreated",20,100,42.836,96,121.3,43.2,19.276
"Sprucefir","ME_NCZ","Industrial","untreated",21,105,42.838,96,121.5,43.2,19.277
"Sprucefir","ME_NCZ","Industrial","untreated",22,110,42.838,96,121.6,43.2,19.277
"Sprucefir","ME_NCZ","Industrial","untreated",23,115,42.839,96,121.7,43.2,19.278
"Sprucefir","ME_NCZ","Industrial","untreated",24,120,42.839,96,121.8,43.2,19.278
"Sprucefir","ME_NCZ","Industrial","untreated",25,125,42.839,96,121.8,43.2,19.278
"Sprucefir","ME_NCZ","Industrial","untreated",26,130,42.839,96,121.9,43.2,19.278
"Sprucefir","ME_NCZ","Industrial","untreated",27,135,42.839,96,121.9,43.2,19.278
"Sprucefir","ME_NCZ","Industrial","untreated",28,140,42.839,96,121.9,43.2,19.278
"Sprucefir","ME_NCZ","Industrial","untreated",29,145,42.839,96,121.9,43.2,19.278
"Sprucefir","ME_NCZ","Industrial","untreated",30,150,42.839,96,121.9,43.2,19.278
"Sprucefir","ME_NCZ","NIPF","untreated",1,5,0.219,0.5,1.1,0.2,0.099
"Sprucefir","ME_NCZ","NIPF","untreated",2,10,2.671,6,5.3,2.7,1.202
"Sprucefir","ME_NCZ","NIPF","untreated",3,15,8.334,18.7,12.2,8.4,3.75
"Sprucefir","ME_NCZ","NIPF","untreated",4,20,15.501,34.7,20.9,15.6,6.975
"Sprucefir","ME_NCZ","NIPF","untreated",5,25,22.333,50.1,30.7,22.5,10.05
"Sprucefir","ME_NCZ","NIPF","untreated",6,30,27.929,62.6,40.9,28.2,12.568
"Sprucefir","ME_NCZ","NIPF","untreated",7,35,32.124,72,51.1,32.4,14.456
"Sprucefir","ME_NCZ","NIPF","untreated",8,40,35.108,78.7,60.9,35.4,15.799
"Sprucefir","ME_NCZ","NIPF","untreated",9,45,37.161,83.3,70,37.5,16.722
"Sprucefir","ME_NCZ","NIPF","untreated",10,50,38.544,86.4,78.5,38.9,17.345
"Sprucefir","ME_NCZ","NIPF","untreated",11,55,39.464,88.5,86.2,39.8,17.759
"Sprucefir","ME_NCZ","NIPF","untreated",12,60,40.071,89.8,93.1,40.4,18.032
"Sprucefir","ME_NCZ","NIPF","untreated",13,65,40.469,90.7,99.2,40.8,18.211
"Sprucefir","ME_NCZ","NIPF","untreated",14,70,40.728,91.3,104.7,41.1,18.328
"Sprucefir","ME_NCZ","NIPF","untreated",15,75,40.898,91.7,109.5,41.3,18.404
"Sprucefir","ME_NCZ","NIPF","untreated",16,80,41.008,91.9,113.7,41.4,18.454
"Sprucefir","ME_NCZ","NIPF","untreated",17,85,41.08,92.1,117.3,41.4,18.486
"Sprucefir","ME_NCZ","NIPF","untreated",18,90,41.127,92.2,120.5,41.5,18.507
"Sprucefir","ME_NCZ","NIPF","untreated",19,95,41.157,92.3,123.3,41.5,18.521
"Sprucefir","ME_NCZ","NIPF","untreated",20,100,41.177,92.3,125.7,41.5,18.53
"Sprucefir","ME_NCZ","NIPF","untreated",21,105,41.189,92.3,127.8,41.5,18.535
"Sprucefir","ME_NCZ","NIPF","untreated",22,110,41.198,92.4,129.5,41.6,18.539
"Sprucefir","ME_NCZ","NIPF","untreated",23,115,41.203,92.4,131.1,41.6,18.541
"Sprucefir","ME_NCZ","NIPF","untreated",24,120,41.207,92.4,132.4,41.6,18.543
"Sprucefir","ME_NCZ","NIPF","untreated",25,125,41.209,92.4,133.5,41.6,18.544
"Sprucefir","ME_NCZ","NIPF","untreated",26,130,41.21,92.4,134.5,41.6,18.544
"Sprucefir","ME_NCZ","NIPF","untreated",27,135,41.211,92.4,135.3,41.6,18.545
"Sprucefir","ME_NCZ","NIPF","untreated",28,140,41.212,92.4,136,41.6,18.545
"Sprucefir","ME_NCZ","NIPF","untreated",29,145,41.212,92.4,136.7,41.6,18.545
"Sprucefir","ME_NCZ","NIPF","untreated",30,150,41.213,92.4,137.2,41.6,18.546
"Sprucefir","ME_NCZ","State","untreated",1,5,0.445,1,8.6,0.4,0.2
"Sprucefir","ME_NCZ","State","untreated",2,10,4.677,10.5,23.9,4.7,2.105
"Sprucefir","ME_NCZ","State","untreated",3,15,12.931,29,40.5,13.1,5.819
"Sprucefir","ME_NCZ","State","untreated",4,20,21.847,49,56.4,22,9.831
"Sprucefir","ME_NCZ","State","untreated",5,25,29.213,65.5,70.7,29.5,13.146
"Sprucefir","ME_NCZ","State","untreated",6,30,34.516,77.4,83,34.8,15.532
"Sprucefir","ME_NCZ","State","untreated",7,35,38.055,85.3,93.5,38.4,17.125
"Sprucefir","ME_NCZ","State","untreated",8,40,40.317,90.4,102.3,40.7,18.143
"Sprucefir","ME_NCZ","State","untreated",9,45,41.727,93.5,109.6,42.1,18.777
"Sprucefir","ME_NCZ","State","untreated",10,50,42.594,95.5,115.5,43,19.167
"Sprucefir","ME_NCZ","State","untreated",11,55,43.121,96.7,120.4,43.5,19.404
"Sprucefir","ME_NCZ","State","untreated",12,60,43.441,97.4,124.3,43.8,19.548
"Sprucefir","ME_NCZ","State","untreated",13,65,43.633,97.8,127.5,44,19.635
"Sprucefir","ME_NCZ","State","untreated",14,70,43.75,98.1,130.1,44.1,19.688
"Sprucefir","ME_NCZ","State","untreated",15,75,43.82,98.2,132.2,44.2,19.719
"Sprucefir","ME_NCZ","State","untreated",16,80,43.862,98.3,133.9,44.2,19.738
"Sprucefir","ME_NCZ","State","untreated",17,85,43.887,98.4,135.2,44.3,19.749
"Sprucefir","ME_NCZ","State","untreated",18,90,43.902,98.4,136.3,44.3,19.756
"Sprucefir","ME_NCZ","State","untreated",19,95,43.911,98.4,137.2,44.3,19.76
"Sprucefir","ME_NCZ","State","untreated",20,100,43.917,98.4,137.9,44.3,19.763
"Sprucefir","ME_NCZ","State","untreated",21,105,43.92,98.5,138.4,44.3,19.764
"Sprucefir","ME_NCZ","State","untreated",22,110,43.922,98.5,138.9,44.3,19.765
"Sprucefir","ME_NCZ","State","untreated",23,115,43.923,98.5,139.2,44.3,19.765
"Sprucefir","ME_NCZ","State","untreated",24,120,43.924,98.5,139.5,44.3,19.766
"Sprucefir","ME_NCZ","State","untreated",25,125,43.924,98.5,139.7,44.3,19.766
"Sprucefir","ME_NCZ","State","untreated",26,130,43.925,98.5,139.9,44.3,19.766
"Sprucefir","ME_NCZ","State","untreated",27,135,43.925,98.5,140.1,44.3,19.766
"Sprucefir","ME_NCZ","State","untreated",28,140,43.925,98.5,140.2,44.3,19.766
"Sprucefir","ME_NCZ","State","untreated",29,145,43.925,98.5,140.3,44.3,19.766
"Sprucefir","ME_NCZ","State","untreated",30,150,43.925,98.5,140.4,44.3,19.766
"Sprucefir","ME_NH","Industrial","harvested",1,5,0.183,0.4,0.3,0.2,0.082
"Sprucefir","ME_NH","Industrial","harvested",2,10,0.507,1.1,1,0.5,0.228
"Sprucefir","ME_NH","Industrial","harvested",3,15,0.914,2,2.1,0.9,0.411
"Sprucefir","ME_NH","Industrial","harvested",4,20,1.379,3.1,3.4,1.4,0.621
"Sprucefir","ME_NH","Industrial","harvested",5,25,1.89,4.2,5,1.9,0.85
"Sprucefir","ME_NH","Industrial","harvested",6,30,2.437,5.5,6.7,2.5,1.097
"Sprucefir","ME_NH","Industrial","harvested",7,35,3.012,6.8,8.7,3.1,1.355
"Sprucefir","ME_NH","Industrial","harvested",8,40,3.609,8.1,10.7,3.6,1.624
"Sprucefir","ME_NH","Industrial","harvested",9,45,4.225,9.5,12.9,4.3,1.901
"Sprucefir","ME_NH","Industrial","harvested",10,50,4.854,10.9,15.2,4.9,2.184
"Sprucefir","ME_NH","Industrial","harvested",11,55,5.495,12.3,17.5,5.5,2.473
"Sprucefir","ME_NH","Industrial","harvested",12,60,6.144,13.8,20,6.2,2.765
"Sprucefir","ME_NH","Industrial","harvested",13,65,6.799,15.2,22.4,6.8,3.06
"Sprucefir","ME_NH","Industrial","harvested",14,70,7.457,16.7,25,7.5,3.356
"Sprucefir","ME_NH","Industrial","harvested",15,75,8.117,18.2,27.5,8.2,3.653
"Sprucefir","ME_NH","Industrial","harvested",16,80,8.778,19.7,30.1,8.9,3.95
"Sprucefir","ME_NH","Industrial","harvested",17,85,9.438,21.2,32.7,9.5,4.247
"Sprucefir","ME_NH","Industrial","harvested",18,90,10.096,22.6,35.3,10.2,4.543
"Sprucefir","ME_NH","Industrial","harvested",19,95,10.751,24.1,37.9,10.8,4.838
"Sprucefir","ME_NH","Industrial","harvested",20,100,11.401,25.6,40.5,11.5,5.13
"Sprucefir","ME_NH","Industrial","harvested",21,105,12.047,27,43.1,12.2,5.421
"Sprucefir","ME_NH","Industrial","harvested",22,110,12.687,28.4,45.6,12.8,5.709
"Sprucefir","ME_NH","Industrial","harvested",23,115,13.321,29.9,48.2,13.5,5.994
"Sprucefir","ME_NH","Industrial","harvested",24,120,13.949,31.3,50.7,14.1,6.277
"Sprucefir","ME_NH","Industrial","harvested",25,125,14.569,32.7,53.2,14.7,6.556
"Sprucefir","ME_NH","Industrial","harvested",26,130,15.181,34,55.6,15.3,6.831
"Sprucefir","ME_NH","Industrial","harvested",27,135,15.786,35.4,58.1,15.9,7.104
"Sprucefir","ME_NH","Industrial","harvested",28,140,16.382,36.7,60.5,16.5,7.372
"Sprucefir","ME_NH","Industrial","harvested",29,145,16.97,38,62.8,17.1,7.636
"Sprucefir","ME_NH","Industrial","harvested",30,150,17.549,39.3,65.1,17.7,7.897
"Sprucefir","ME_NH","Industrial","untreated",1,5,0.389,0.9,7,0.4,0.175
"Sprucefir","ME_NH","Industrial","untreated",2,10,4.214,9.4,17.2,4.2,1.896
"Sprucefir","ME_NH","Industrial","untreated",3,15,11.924,26.7,28.3,12,5.366
"Sprucefir","ME_NH","Industrial","untreated",4,20,20.512,46,39.4,20.7,9.23
"Sprucefir","ME_NH","Industrial","untreated",5,25,27.807,62.3,50,28,12.513
"Sprucefir","ME_NH","Industrial","untreated",6,30,33.19,74.4,60,33.5,14.935
"Sprucefir","ME_NH","Industrial","untreated",7,35,36.864,82.6,69.2,37.2,16.589
"Sprucefir","ME_NH","Industrial","untreated",8,40,39.261,88,77.7,39.6,17.667
"Sprucefir","ME_NH","Industrial","untreated",9,45,40.784,91.4,85.5,41.1,18.353
"Sprucefir","ME_NH","Industrial","untreated",10,50,41.737,93.6,92.5,42.1,18.782
"Sprucefir","ME_NH","Industrial","untreated",11,55,42.326,94.9,98.8,42.7,19.047
"Sprucefir","ME_NH","Industrial","untreated",12,60,42.689,95.7,104.5,43.1,19.21
"Sprucefir","ME_NH","Industrial","untreated",13,65,42.912,96.2,109.6,43.3,19.31
"Sprucefir","ME_NH","Industrial","untreated",14,70,43.049,96.5,114.2,43.4,19.372
"Sprucefir","ME_NH","Industrial","untreated",15,75,43.132,96.7,118.3,43.5,19.409
"Sprucefir","ME_NH","Industrial","untreated",16,80,43.183,96.8,121.9,43.6,19.432
"Sprucefir","ME_NH","Industrial","untreated",17,85,43.214,96.9,125.1,43.6,19.446
"Sprucefir","ME_NH","Industrial","untreated",18,90,43.233,96.9,128,43.6,19.455
"Sprucefir","ME_NH","Industrial","untreated",19,95,43.245,96.9,130.6,43.6,19.46
"Sprucefir","ME_NH","Industrial","untreated",20,100,43.252,97,132.9,43.6,19.463
"Sprucefir","ME_NH","Industrial","untreated",21,105,43.256,97,134.9,43.6,19.465
"Sprucefir","ME_NH","Industrial","untreated",22,110,43.259,97,136.7,43.6,19.467
"Sprucefir","ME_NH","Industrial","untreated",23,115,43.26,97,138.3,43.6,19.467
"Sprucefir","ME_NH","Industrial","untreated",24,120,43.261,97,139.7,43.6,19.467
"Sprucefir","ME_NH","Industrial","untreated",25,125,43.262,97,140.9,43.6,19.468
"Sprucefir","ME_NH","Industrial","untreated",26,130,43.262,97,142,43.6,19.468
"Sprucefir","ME_NH","Industrial","untreated",27,135,43.263,97,143,43.6,19.468
"Sprucefir","ME_NH","Industrial","untreated",28,140,43.263,97,143.8,43.6,19.468
"Sprucefir","ME_NH","Industrial","untreated",29,145,43.263,97,144.6,43.6,19.468
"Sprucefir","ME_NH","Industrial","untreated",30,150,43.263,97,145.3,43.6,19.468
"Sprucefir","ME_NH","NIPF","harvested",1,5,1.992,4.5,1.7,2,0.896
"Sprucefir","ME_NH","NIPF","harvested",2,10,11.809,26.5,14.3,11.9,5.314
"Sprucefir","ME_NH","NIPF","harvested",3,15,21.565,48.3,33.4,21.7,9.704
"Sprucefir","ME_NH","NIPF","harvested",4,20,27.328,61.3,49.9,27.6,12.298
"Sprucefir","ME_NH","NIPF","harvested",5,25,30.139,67.6,60.9,30.4,13.563
"Sprucefir","ME_NH","NIPF","harvested",6,30,31.409,70.4,67.6,31.7,14.134
"Sprucefir","ME_NH","NIPF","harvested",7,35,31.965,71.7,71.4,32.3,14.384
"Sprucefir","ME_NH","NIPF","harvested",8,40,32.205,72.2,73.5,32.5,14.492
"Sprucefir","ME_NH","NIPF","harvested",9,45,32.308,72.4,74.6,32.6,14.539
"Sprucefir","ME_NH","NIPF","harvested",10,50,32.352,72.5,75.2,32.6,14.558
"Sprucefir","ME_NH","NIPF","harvested",11,55,32.371,72.6,75.5,32.7,14.567
"Sprucefir","ME_NH","NIPF","harvested",12,60,32.379,72.6,75.7,32.7,14.571
"Sprucefir","ME_NH","NIPF","harvested",13,65,32.382,72.6,75.8,32.7,14.572
"Sprucefir","ME_NH","NIPF","harvested",14,70,32.384,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",15,75,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",16,80,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",17,85,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",18,90,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",19,95,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",20,100,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",21,105,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",22,110,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",23,115,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",24,120,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",25,125,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",26,130,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",27,135,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",28,140,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",29,145,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","harvested",30,150,32.385,72.6,75.9,32.7,14.573
"Sprucefir","ME_NH","NIPF","untreated",1,5,0.483,1.1,0.2,0.5,0.217
"Sprucefir","ME_NH","NIPF","untreated",2,10,4.888,11,3.1,5,2.2
"Sprucefir","ME_NH","NIPF","untreated",3,15,13.115,29.4,11.8,13.2,5.902
"Sprucefir","ME_NH","NIPF","untreated",4,20,21.653,48.5,25.6,21.8,9.744
"Sprucefir","ME_NH","NIPF","untreated",5,25,28.459,63.8,42,28.7,12.807
"Sprucefir","ME_NH","NIPF","untreated",6,30,33.205,74.4,58.5,33.5,14.942
"Sprucefir","ME_NH","NIPF","untreated",7,35,36.282,81.3,73.3,36.6,16.327
"Sprucefir","ME_NH","NIPF","untreated",8,40,38.199,85.6,85.8,38.5,17.19
"Sprucefir","ME_NH","NIPF","untreated",9,45,39.364,88.2,95.8,39.7,17.714
"Sprucefir","ME_NH","NIPF","untreated",10,50,40.064,89.8,103.6,40.4,18.029
"Sprucefir","ME_NH","NIPF","untreated",11,55,40.48,90.7,109.6,40.8,18.216
"Sprucefir","ME_NH","NIPF","untreated",12,60,40.727,91.3,114.1,41.1,18.327
"Sprucefir","ME_NH","NIPF","untreated",13,65,40.873,91.6,117.4,41.2,18.393
"Sprucefir","ME_NH","NIPF","untreated",14,70,40.959,91.8,119.9,41.3,18.432
"Sprucefir","ME_NH","NIPF","untreated",15,75,41.01,91.9,121.7,41.4,18.454
"Sprucefir","ME_NH","NIPF","untreated",16,80,41.04,92,123,41.4,18.468
"Sprucefir","ME_NH","NIPF","untreated",17,85,41.058,92,124,41.4,18.476
"Sprucefir","ME_NH","NIPF","untreated",18,90,41.068,92.1,124.7,41.4,18.481
"Sprucefir","ME_NH","NIPF","untreated",19,95,41.074,92.1,125.2,41.4,18.483
"Sprucefir","ME_NH","NIPF","untreated",20,100,41.078,92.1,125.5,41.4,18.485
"Sprucefir","ME_NH","NIPF","untreated",21,105,41.08,92.1,125.8,41.4,18.486
"Sprucefir","ME_NH","NIPF","untreated",22,110,41.081,92.1,126,41.4,18.486
"Sprucefir","ME_NH","NIPF","untreated",23,115,41.082,92.1,126.1,41.4,18.487
"Sprucefir","ME_NH","NIPF","untreated",24,120,41.082,92.1,126.2,41.4,18.487
"Sprucefir","ME_NH","NIPF","untreated",25,125,41.083,92.1,126.3,41.4,18.487
"Sprucefir","ME_NH","NIPF","untreated",26,130,41.083,92.1,126.4,41.4,18.487
"Sprucefir","ME_NH","NIPF","untreated",27,135,41.083,92.1,126.4,41.4,18.487
"Sprucefir","ME_NH","NIPF","untreated",28,140,41.083,92.1,126.4,41.4,18.487
"Sprucefir","ME_NH","NIPF","untreated",29,145,41.083,92.1,126.4,41.4,18.487
"Sprucefir","ME_NH","NIPF","untreated",30,150,41.083,92.1,126.5,41.4,18.487
"Sprucefir","ME_NH","State","untreated",1,5,0.426,1,0.2,0.4,0.192
"Sprucefir","ME_NH","State","untreated",2,10,4.523,10.1,2.5,4.5,2.035
"Sprucefir","ME_NH","State","untreated",3,15,12.591,28.2,9.7,12.7,5.666
"Sprucefir","ME_NH","State","untreated",4,20,21.388,47.9,21.8,21.6,9.625
"Sprucefir","ME_NH","State","untreated",5,25,28.717,64.4,36.9,29,12.923
"Sprucefir","ME_NH","State","untreated",6,30,34.032,76.3,52.6,34.3,15.314
"Sprucefir","ME_NH","State","untreated",7,35,37.603,84.3,67.3,37.9,16.921
"Sprucefir","ME_NH","State","untreated",8,40,39.9,89.4,80.2,40.2,17.955
"Sprucefir","ME_NH","State","untreated",9,45,41.34,92.7,90.9,41.7,18.603
"Sprucefir","ME_NH","State","untreated",10,50,42.229,94.7,99.5,42.6,19.003
"Sprucefir","ME_NH","State","untreated",11,55,42.773,95.9,106.3,43.2,19.248
"Sprucefir","ME_NH","State","untreated",12,60,43.105,96.6,111.5,43.5,19.397
"Sprucefir","ME_NH","State","untreated",13,65,43.305,97.1,115.5,43.7,19.487
"Sprucefir","ME_NH","State","untreated",14,70,43.427,97.4,118.5,43.8,19.542
"Sprucefir","ME_NH","State","untreated",15,75,43.501,97.5,120.8,43.9,19.575
"Sprucefir","ME_NH","State","untreated",16,80,43.545,97.6,122.5,43.9,19.595
"Sprucefir","ME_NH","State","untreated",17,85,43.572,97.7,123.8,44,19.607
"Sprucefir","ME_NH","State","untreated",18,90,43.588,97.7,124.7,44,19.615
"Sprucefir","ME_NH","State","untreated",19,95,43.598,97.7,125.4,44,19.619
"Sprucefir","ME_NH","State","untreated",20,100,43.604,97.7,125.9,44,19.622
"Sprucefir","ME_NH","State","untreated",21,105,43.608,97.8,126.3,44,19.624
"Sprucefir","ME_NH","State","untreated",22,110,43.61,97.8,126.6,44,19.625
"Sprucefir","ME_NH","State","untreated",23,115,43.611,97.8,126.8,44,19.625
"Sprucefir","ME_NH","State","untreated",24,120,43.612,97.8,127,44,19.625
"Sprucefir","ME_NH","State","untreated",25,125,43.612,97.8,127.1,44,19.625
"Sprucefir","ME_NH","State","untreated",26,130,43.613,97.8,127.2,44,19.626
"Sprucefir","ME_NH","State","untreated",27,135,43.613,97.8,127.2,44,19.626
"Sprucefir","ME_NH","State","untreated",28,140,43.613,97.8,127.3,44,19.626
"Sprucefir","ME_NH","State","untreated",29,145,43.613,97.8,127.3,44,19.626
"Sprucefir","ME_NH","State","untreated",30,150,43.613,97.8,127.3,44,19.626
"White_Red_pine","ME_APH","Industrial","untreated",1,5,1.889,4.2,1,1.9,0.85
"White_Red_pine","ME_APH","Industrial","untreated",2,10,5.664,12.7,6.9,5.7,2.549
"White_Red_pine","ME_APH","Industrial","untreated",3,15,10.274,23,18.8,10.3,4.623
"White_Red_pine","ME_APH","Industrial","untreated",4,20,15.194,34.1,35,15.3,6.837
"White_Red_pine","ME_APH","Industrial","untreated",5,25,20.119,45.1,53.4,20.3,9.054
"White_Red_pine","ME_APH","Industrial","untreated",6,30,24.868,55.7,72.1,25.1,11.191
"White_Red_pine","ME_APH","Industrial","untreated",7,35,29.335,65.8,90,29.6,13.201
"White_Red_pine","ME_APH","Industrial","untreated",8,40,33.466,75,106.2,33.8,15.06
"White_Red_pine","ME_APH","Industrial","untreated",9,45,37.24,83.5,120.4,37.6,16.758
"White_Red_pine","ME_APH","Industrial","untreated",10,50,40.654,91.1,132.7,41,18.294
"White_Red_pine","ME_APH","Industrial","untreated",11,55,43.721,98,143,44.1,19.674
"White_Red_pine","ME_APH","Industrial","untreated",12,60,46.46,104.1,151.6,46.8,20.907
"White_Red_pine","ME_APH","Industrial","untreated",13,65,48.895,109.6,158.7,49.3,22.003
"White_Red_pine","ME_APH","Industrial","untreated",14,70,51.051,114.4,164.5,51.5,22.973
"White_Red_pine","ME_APH","Industrial","untreated",15,75,52.955,118.7,169.2,53.4,23.83
